,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.16,0.13,0.19,249.31,-0.04,0.18,277.83,0.13,0.19
World Government Bond Index (WGBI),801.45,0.15,0.26,"1,050.87",-0.06,0.26,951.91,0.15,0.27
World Government Bond Index - Developed Markets (WGBI  DM),797.23,0.15,0.27,"1,051.24",-0.06,0.27,954.64,0.15,0.27
World Government Bond Index - Extended (WGBI Extended),807.13,0.14,0.25,"1,055.91",-0.05,0.22,950.50,0.14,0.25
World Inflation-Linked Securities Index (WorldILSI),198.04,0.38,0.52,174.58,0.17,0.57,200.54,0.38,0.52
US Broad Investment-Grade Bond Index (USBIG),"1,922.40",0.08,0.13,"1,922.40",0.08,0.13,"1,922.40",0.08,0.13
US Treasury Index,"1,651.70",0.11,0.24,"1,651.70",0.11,0.24,"1,651.70",0.11,0.24
US High-Yield Market Index,"1,203.40",-0.06,0.05,"1,203.40",-0.06,0.05,"1,203.40",-0.06,0.05
US High-Yield Cash Pay Index,"1,178.36",-0.07,0.03,"1,178.36",-0.07,0.03,"1,178.36",-0.07,0.03
US High-Yield Market Capped Index,416.65,-0.06,0.05,416.65,-0.06,0.05,416.65,-0.06,0.05
US High-Yield Cash Pay Capped Index,412.50,-0.06,0.03,412.50,-0.06,0.03,412.50,-0.06,0.03
LATAM Government Bond Index (LATAMGBI),232.53,-0.60,-0.55,109.70,-1.01,-1.24,154.17,-0.59,-0.57
Euro Broad Investment-Grade Bond Index (EuroBIG),250.36,0.20,0.31,256.52,-0.16,0.26,292.32,0.20,0.32
EMU Government Bond Index (EGBI),255.10,0.22,0.40,261.38,-0.13,0.35,297.40,0.22,0.40
Eurodollar Bond Index,463.10,0.13,0.21,463.10,0.13,0.21,463.10,0.13,0.21
Eurosterling Bond Index,570.07,0.34,0.37,505.92,0.03,0.65,501.02,0.34,0.37
Euroyen Bond Index,186.18,0.00,0.01,170.10,-0.25,0.11,370.57,0.00,0.01
CEEMEA Government Bond Index (CEEMEAGBI),184.58,0.17,0.38,101.64,-0.29,0.35,136.12,0.16,0.35
Middle East and North Africa Broad Bond Index (MENABBI),170.10,0.04,-0.01,170.10,0.04,-0.01,170.10,0.04,-0.01
Asian Government Bond Index (AGBI),191.20,0.05,0.10,166.31,0.05,-0.12,167.34,0.04,0.08
Asian Government Extended Bond Index (AGBI-Extended),181.55,0.06,0.13,191.45,0.09,0.04,144.61,0.06,0.10
AsiaPac Government Bond Index (APGBI),194.51,0.03,0.07,165.18,-0.07,-0.15,165.47,0.03,0.05
Asian Broad Bond Index (ABBI),228.48,0.12,0.24,228.48,0.12,0.24,228.48,0.12,0.24
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.78,0.01,0.04,136.37,0.01,0.04,127.78,0.00,0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.69,0.01,0.04,136.29,0.01,0.04,127.70,0.00,0.01
Dim Sum (Offshore CNY) Bond Index,146.33,0.14,0.03,148.47,-0.10,-0.24,118.47,0.14,-0.00
Australian Broad Investment-Grade Bond Index (AusBIG),324.98,0.01,-0.03,417.03,-0.72,-0.29,208.21,0.01,-0.03
Emerging Markets Government Bond Index (EMGBI),250.25,-0.01,0.06,140.33,-0.13,-0.01,161.29,-0.01,0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.02,-0.19,-0.45,157.45,-0.83,-0.89,194.28,-0.19,-0.49
Emerging Markets US Dollar Government Bond Index EMUSDGBI),925.36,0.08,-0.01,925.36,0.08,-0.01,925.36,0.08,-0.01
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),997.91,0.05,-0.05,997.91,0.05,-0.05,997.91,0.05,-0.05
Debt Capacity World Government Bond Index (DCWGBI),185.55,0.15,0.25,181.72,-0.15,0.18,197.08,0.15,0.25
Time-Weighted US Fallen Angel Bond Index,812.48,-0.04,0.10,812.48,-0.04,0.10,812.48,-0.04,0.10
