,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.59,-0.13,0.20,249.42,-0.05,1.43,277.18,-0.13,0.22
World Government Bond Index (WGBI),799.33,-0.17,-0.01,"1,051.58",-0.09,1.49,949.35,-0.17,0.01
World Government Bond Index - Developed Markets (WGBI  DM),795.09,-0.17,-0.01,"1,051.86",-0.08,1.46,952.03,-0.17,0.01
World Government Bond Index - Extended (WGBI Extended),805.14,-0.16,0.02,"1,056.87",-0.05,1.52,948.13,-0.16,0.02
World Inflation-Linked Securities Index (WorldILSI),196.76,-0.11,0.66,174.04,0.01,1.87,199.24,-0.12,0.67
US Broad Investment-Grade Bond Index (USBIG),"1,918.27",-0.04,0.78,"1,918.27",-0.04,0.78,"1,918.27",-0.04,0.78
US Treasury Index,"1,646.85",-0.06,0.75,"1,646.85",-0.06,0.75,"1,646.85",-0.06,0.75
US High-Yield Market Index,"1,202.25",0.06,1.03,"1,202.25",0.06,1.03,"1,202.25",0.06,1.03
US High-Yield Cash Pay Index,"1,177.49",0.06,1.03,"1,177.49",0.06,1.03,"1,177.49",0.06,1.03
US High-Yield Market Capped Index,416.22,0.06,1.01,416.22,0.06,1.01,416.22,0.06,1.01
US High-Yield Cash Pay Capped Index,412.17,0.07,1.00,412.17,0.07,1.00,412.17,0.07,1.00
LATAM Government Bond Index (LATAMGBI),233.67,-0.06,0.11,111.87,-0.07,1.99,154.96,-0.08,-0.06
Euro Broad Investment-Grade Bond Index (EuroBIG),249.63,-0.28,-0.70,257.47,-0.09,2.33,291.43,-0.28,-0.66
EMU Government Bond Index (EGBI),254.26,-0.35,-1.06,262.25,-0.16,1.97,296.37,-0.36,-1.03
Eurodollar Bond Index,461.62,-0.08,0.90,461.62,-0.08,0.90,461.62,-0.08,0.90
Eurosterling Bond Index,567.66,-0.27,0.59,506.01,0.01,1.68,498.91,-0.27,0.61
Euroyen Bond Index,186.18,0.00,0.31,170.50,-0.03,1.75,370.57,0.00,0.35
CEEMEA Government Bond Index (CEEMEAGBI),183.98,-0.16,0.80,102.01,0.11,3.97,135.73,-0.17,0.58
Middle East and North Africa Broad Bond Index (MENABBI),170.11,-0.07,1.25,170.11,-0.07,1.25,170.11,-0.07,1.25
Asian Government Bond Index (AGBI),191.00,-0.03,0.48,166.68,0.28,1.87,167.20,-0.03,0.34
Asian Government Extended Bond Index (AGBI-Extended),181.29,-0.02,0.58,191.53,0.30,1.38,144.45,-0.02,0.38
AsiaPac Government Bond Index (APGBI),194.40,-0.01,0.54,165.74,0.25,2.03,165.41,-0.02,0.42
Asian Broad Bond Index (ABBI),227.69,0.05,0.20,227.69,0.05,0.20,227.69,0.05,0.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.60,0.02,0.45,136.32,0.30,1.83,127.67,0.01,0.24
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.51,0.02,0.45,136.24,0.30,1.83,127.59,0.01,0.24
Dim Sum (Offshore CNY) Bond Index,146.26,-0.07,0.34,148.85,0.11,1.81,118.45,-0.08,0.12
Australian Broad Investment-Grade Bond Index (AusBIG),325.49,0.09,0.80,421.03,0.09,2.78,208.54,0.10,0.83
Emerging Markets Government Bond Index (EMGBI),249.89,-0.02,0.65,140.58,0.23,2.23,161.11,-0.03,0.44
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.81,-0.11,0.38,160.53,0.21,3.75,195.20,-0.12,0.02
Emerging Markets US Dollar Government Bond Index EMUSDGBI),923.62,0.11,2.17,923.62,0.11,2.17,923.62,0.11,2.17
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),996.78,0.17,2.48,996.78,0.17,2.48,996.78,0.17,2.48
Debt Capacity World Government Bond Index (DCWGBI),185.09,-0.20,-0.08,182.12,-0.10,1.89,196.58,-0.20,-0.08
Time-Weighted US Fallen Angel Bond Index,810.77,0.06,1.58,810.77,0.06,1.58,810.77,0.06,1.58
