,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.70,0.04,0.24,248.85,-0.23,1.20,277.30,0.04,0.26
World Government Bond Index (WGBI),799.34,0.00,-0.01,"1,048.13",-0.33,1.15,949.38,0.00,0.01
World Government Bond Index - Developed Markets (WGBI  DM),795.10,0.00,-0.01,"1,048.41",-0.33,1.13,952.07,0.00,0.01
World Government Bond Index - Extended (WGBI Extended),805.14,0.00,0.02,"1,053.56",-0.31,1.20,948.15,0.00,0.02
World Inflation-Linked Securities Index (WorldILSI),197.02,0.13,0.79,173.59,-0.26,1.60,199.50,0.13,0.80
US Broad Investment-Grade Bond Index (USBIG),"1,919.98",0.09,0.87,"1,919.98",0.09,0.87,"1,919.98",0.09,0.87
US Treasury Index,"1,647.73",0.05,0.80,"1,647.73",0.05,0.80,"1,647.73",0.05,0.80
US High-Yield Market Index,"1,202.85",0.05,1.08,"1,202.85",0.05,1.08,"1,202.85",0.05,1.08
US High-Yield Cash Pay Index,"1,178.03",0.05,1.07,"1,178.03",0.05,1.07,"1,178.03",0.05,1.07
US High-Yield Market Capped Index,416.43,0.05,1.06,416.43,0.05,1.06,416.43,0.05,1.06
US High-Yield Cash Pay Capped Index,412.37,0.05,1.05,412.37,0.05,1.05,412.37,0.05,1.05
LATAM Government Bond Index (LATAMGBI),233.82,0.07,0.18,111.08,-0.70,1.27,155.06,0.06,-0.00
Euro Broad Investment-Grade Bond Index (EuroBIG),249.59,-0.02,-0.72,255.86,-0.63,1.69,291.39,-0.01,-0.67
EMU Government Bond Index (EGBI),254.09,-0.06,-1.12,260.47,-0.68,1.28,296.20,-0.06,-1.08
Eurodollar Bond Index,462.15,0.11,1.02,462.15,0.11,1.02,462.15,0.11,1.02
Eurosterling Bond Index,567.98,0.06,0.65,502.65,-0.66,1.00,499.18,0.05,0.66
Euroyen Bond Index,186.16,-0.01,0.30,169.92,-0.34,1.40,370.52,-0.01,0.33
CEEMEA Government Bond Index (CEEMEAGBI),183.89,-0.05,0.75,101.28,-0.72,3.22,135.65,-0.07,0.51
Middle East and North Africa Broad Bond Index (MENABBI),170.12,0.01,1.26,170.12,0.01,1.26,170.12,0.01,1.26
Asian Government Bond Index (AGBI),191.02,0.01,0.49,166.51,-0.10,1.77,167.21,0.00,0.34
Asian Government Extended Bond Index (AGBI-Extended),181.31,0.01,0.59,191.38,-0.08,1.30,144.46,0.01,0.39
AsiaPac Government Bond Index (APGBI),194.37,-0.01,0.53,165.43,-0.19,1.84,165.38,-0.02,0.40
Asian Broad Bond Index (ABBI),227.92,0.10,0.30,227.92,0.10,0.30,227.92,0.10,0.30
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.72,0.08,0.53,136.32,-0.00,1.83,127.77,0.08,0.32
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.63,0.08,0.53,136.24,0.00,1.83,127.69,0.08,0.31
Dim Sum (Offshore CNY) Bond Index,146.29,0.02,0.36,148.83,-0.01,1.80,118.47,0.01,0.13
Australian Broad Investment-Grade Bond Index (AusBIG),325.09,-0.12,0.68,418.24,-0.66,2.10,208.28,-0.13,0.70
Emerging Markets Government Bond Index (EMGBI),250.09,0.08,0.73,140.35,-0.17,2.06,161.23,0.07,0.52
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.95,0.03,0.41,158.86,-1.03,2.68,195.24,0.02,0.04
Emerging Markets US Dollar Government Bond Index EMUSDGBI),925.44,0.20,2.38,925.44,0.20,2.38,925.44,0.20,2.38
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),998.41,0.16,2.65,998.41,0.16,2.65,998.41,0.16,2.65
Debt Capacity World Government Bond Index (DCWGBI),185.09,-0.00,-0.08,181.39,-0.40,1.48,196.58,0.00,-0.08
Time-Weighted US Fallen Angel Bond Index,811.69,0.11,1.69,811.69,0.11,1.69,811.69,0.11,1.69
