,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.72,0.25,0.25,246.58,0.27,0.27,277.28,0.25,0.25
World Government Bond Index (WGBI),801.32,0.24,0.24,"1,038.92",0.26,0.26,951.59,0.24,0.24
World Government Bond Index - Developed Markets (WGBI  DM),797.11,0.24,0.24,"1,039.34",0.26,0.26,954.30,0.24,0.24
World Government Bond Index - Extended (WGBI Extended),806.82,0.23,0.23,"1,043.46",0.23,0.23,950.14,0.23,0.23
World Inflation-Linked Securities Index (WorldILSI),196.82,0.69,0.69,172.18,0.78,0.78,199.30,0.69,0.69
US Broad Investment-Grade Bond Index (USBIG),"1,909.86",0.34,0.34,"1,909.86",0.34,0.34,"1,909.86",0.34,0.34
US Treasury Index,"1,641.22",0.40,0.40,"1,641.22",0.40,0.40,"1,641.22",0.40,0.40
US High-Yield Market Index,"1,191.84",0.16,0.16,"1,191.84",0.16,0.16,"1,191.84",0.16,0.16
US High-Yield Cash Pay Index,"1,167.29",0.15,0.15,"1,167.29",0.15,0.15,"1,167.29",0.15,0.15
US High-Yield Market Capped Index,412.69,0.15,0.15,412.69,0.15,0.15,412.69,0.15,0.15
US High-Yield Cash Pay Capped Index,408.68,0.15,0.15,408.68,0.15,0.15,408.68,0.15,0.15
LATAM Government Bond Index (LATAMGBI),233.40,-0.00,-0.00,110.01,0.29,0.29,155.04,-0.01,-0.01
Euro Broad Investment-Grade Bond Index (EuroBIG),251.95,0.22,0.22,252.33,0.29,0.29,294.03,0.23,0.23
EMU Government Bond Index (EGBI),257.55,0.23,0.23,257.93,0.29,0.29,300.13,0.23,0.23
Eurodollar Bond Index,459.82,0.51,0.51,459.82,0.51,0.51,459.82,0.51,0.51
Eurosterling Bond Index,566.08,0.31,0.31,500.08,0.49,0.49,497.45,0.31,0.31
Euroyen Bond Index,185.56,-0.02,-0.02,167.39,-0.11,-0.11,369.23,-0.02,-0.02
CEEMEA Government Bond Index (CEEMEAGBI),182.46,-0.03,-0.03,98.43,0.32,0.32,134.90,-0.04,-0.04
Middle East and North Africa Broad Bond Index (MENABBI),168.41,0.24,0.24,168.41,0.24,0.24,168.41,0.24,0.24
Asian Government Bond Index (AGBI),190.30,0.11,0.11,163.52,-0.06,-0.06,166.82,0.11,0.11
Asian Government Extended Bond Index (AGBI-Extended),180.45,0.11,0.11,188.90,-0.01,-0.01,144.05,0.10,0.10
AsiaPac Government Bond Index (APGBI),193.58,0.11,0.11,162.36,-0.06,-0.06,164.91,0.11,0.11
Asian Broad Bond Index (ABBI),227.54,0.13,0.13,227.54,0.13,0.13,227.54,0.13,0.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.98,0.03,0.03,133.54,-0.25,-0.25,127.39,0.02,0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.90,0.03,0.03,133.46,-0.25,-0.25,127.31,0.02,0.02
Dim Sum (Offshore CNY) Bond Index,145.80,0.02,0.02,145.87,-0.22,-0.22,118.33,0.02,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),323.35,0.14,0.14,409.47,-0.04,-0.04,207.12,0.14,0.14
Emerging Markets Government Bond Index (EMGBI),248.40,0.05,0.05,137.51,-0.01,-0.01,160.47,0.04,0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.82,0.14,0.14,155.09,0.24,0.24,195.42,0.13,0.13
Emerging Markets US Dollar Government Bond Index EMUSDGBI),907.93,0.44,0.44,907.93,0.44,0.44,907.93,0.44,0.44
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),976.05,0.35,0.35,976.05,0.35,0.35,976.05,0.35,0.35
Debt Capacity World Government Bond Index (DCWGBI),185.64,0.21,0.21,179.24,0.27,0.27,197.15,0.21,0.21
Time-Weighted US Fallen Angel Bond Index,799.65,0.18,0.18,799.65,0.18,0.18,799.65,0.18,0.18
