,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.95,0.00,0.34,247.97,0.16,0.84,277.55,0.00,0.35
World Government Bond Index (WGBI),801.95,0.04,0.32,"1,045.78",0.21,0.93,952.39,0.04,0.33
World Government Bond Index - Developed Markets (WGBI  DM),797.65,0.03,0.31,"1,046.01",0.20,0.90,955.01,0.03,0.32
World Government Bond Index - Extended (WGBI Extended),807.26,0.03,0.28,"1,050.18",0.20,0.88,950.67,0.03,0.29
World Inflation-Linked Securities Index (WorldILSI),196.71,-0.08,0.64,172.51,-0.14,0.97,199.19,-0.08,0.64
US Broad Investment-Grade Bond Index (USBIG),"1,912.61",-0.04,0.49,"1,912.61",-0.04,0.49,"1,912.61",-0.04,0.49
US Treasury Index,"1,643.71",-0.02,0.56,"1,643.71",-0.02,0.56,"1,643.71",-0.02,0.56
US High-Yield Market Index,"1,197.45",0.11,0.63,"1,197.45",0.11,0.63,"1,197.45",0.11,0.63
US High-Yield Cash Pay Index,"1,172.79",0.11,0.62,"1,172.79",0.11,0.62,"1,172.79",0.11,0.62
US High-Yield Market Capped Index,414.61,0.11,0.61,414.61,0.11,0.61,414.61,0.11,0.61
US High-Yield Cash Pay Capped Index,410.57,0.11,0.61,410.57,0.11,0.61,410.57,0.11,0.61
LATAM Government Bond Index (LATAMGBI),235.92,0.50,1.08,112.64,0.92,2.69,156.69,0.50,1.05
Euro Broad Investment-Grade Bond Index (EuroBIG),251.69,-0.01,0.12,255.06,0.51,1.37,293.76,-0.01,0.13
EMU Government Bond Index (EGBI),256.98,-0.02,0.01,260.43,0.50,1.26,299.51,-0.02,0.02
Eurodollar Bond Index,460.24,-0.13,0.60,460.24,-0.13,0.60,460.24,-0.13,0.60
Eurosterling Bond Index,567.40,0.07,0.55,500.02,-0.47,0.47,498.62,0.07,0.55
Euroyen Bond Index,185.77,0.06,0.09,169.07,0.17,0.89,369.67,0.06,0.10
CEEMEA Government Bond Index (CEEMEAGBI),183.08,0.16,0.30,99.80,0.78,1.71,135.30,0.16,0.26
Middle East and North Africa Broad Bond Index (MENABBI),169.07,0.13,0.63,169.07,0.13,0.63,169.07,0.13,0.63
Asian Government Bond Index (AGBI),190.26,0.04,0.10,164.42,0.15,0.49,166.74,0.03,0.06
Asian Government Extended Bond Index (AGBI-Extended),180.52,0.03,0.15,188.96,-0.22,0.01,144.05,0.02,0.10
AsiaPac Government Bond Index (APGBI),193.70,0.06,0.18,163.37,0.13,0.57,164.97,0.05,0.15
Asian Broad Bond Index (ABBI),227.87,-0.03,0.28,227.87,-0.03,0.28,227.87,-0.03,0.28
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.96,-0.04,0.01,134.06,0.02,0.15,127.31,-0.05,-0.04
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.88,-0.04,0.01,133.98,0.02,0.15,127.24,-0.05,-0.04
Dim Sum (Offshore CNY) Bond Index,145.85,-0.01,0.06,146.72,0.00,0.36,118.32,-0.02,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),324.96,0.17,0.64,413.75,-0.02,1.01,208.16,0.17,0.64
Emerging Markets Government Bond Index (EMGBI),249.10,0.10,0.33,138.63,0.29,0.81,160.86,0.09,0.28
Emerging Markets Inflation-Linked Securities Index (EMILSI),427.57,0.21,0.56,157.83,0.79,2.01,196.09,0.21,0.47
Emerging Markets US Dollar Government Bond Index EMUSDGBI),912.79,0.20,0.98,912.79,0.20,0.98,912.79,0.20,0.98
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),982.10,0.29,0.97,982.10,0.29,0.97,982.10,0.29,0.97
Debt Capacity World Government Bond Index (DCWGBI),185.87,0.06,0.34,180.75,0.29,1.12,197.41,0.06,0.34
Time-Weighted US Fallen Angel Bond Index,804.00,0.16,0.73,804.00,0.16,0.73,804.00,0.16,0.73
