,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.85,-0.07,0.31,248.49,0.09,1.05,277.45,-0.07,0.31
World Government Bond Index (WGBI),800.64,-0.08,0.16,"1,047.49",0.13,1.09,950.85,-0.08,0.17
World Government Bond Index - Developed Markets (WGBI  DM),796.33,-0.09,0.15,"1,047.67",0.12,1.06,953.46,-0.09,0.16
World Government Bond Index - Extended (WGBI Extended),806.42,-0.07,0.18,"1,052.35",0.16,1.09,949.68,-0.07,0.18
World Inflation-Linked Securities Index (WorldILSI),196.39,-0.22,0.47,172.52,0.01,0.98,198.87,-0.22,0.48
US Broad Investment-Grade Bond Index (USBIG),"1,916.88",-0.05,0.71,"1,916.88",-0.05,0.71,"1,916.88",-0.05,0.71
US Treasury Index,"1,644.93",-0.11,0.63,"1,644.93",-0.11,0.63,"1,644.93",-0.11,0.63
US High-Yield Market Index,"1,197.62",0.11,0.64,"1,197.62",0.11,0.64,"1,197.62",0.11,0.64
US High-Yield Cash Pay Index,"1,172.89",0.11,0.63,"1,172.89",0.11,0.63,"1,172.89",0.11,0.63
US High-Yield Market Capped Index,414.67,0.11,0.63,414.67,0.11,0.63,414.67,0.11,0.63
US High-Yield Cash Pay Capped Index,410.61,0.11,0.62,410.61,0.11,0.62,410.61,0.11,0.62
LATAM Government Bond Index (LATAMGBI),235.43,0.03,0.86,112.07,0.25,2.17,156.29,0.03,0.80
Euro Broad Investment-Grade Bond Index (EuroBIG),250.70,-0.14,-0.28,255.49,0.21,1.54,292.63,-0.15,-0.25
EMU Government Bond Index (EGBI),255.69,-0.16,-0.50,260.58,0.19,1.32,298.02,-0.16,-0.48
Eurodollar Bond Index,461.54,-0.02,0.88,461.54,-0.02,0.88,461.54,-0.02,0.88
Eurosterling Bond Index,567.11,-0.21,0.49,499.49,0.15,0.37,498.37,-0.21,0.50
Euroyen Bond Index,185.99,0.07,0.21,170.22,0.25,1.58,370.14,0.07,0.23
CEEMEA Government Bond Index (CEEMEAGBI),184.05,0.37,0.83,101.10,1.16,3.04,135.95,0.36,0.74
Middle East and North Africa Broad Bond Index (MENABBI),169.55,-0.01,0.92,169.55,-0.01,0.92,169.55,-0.01,0.92
Asian Government Bond Index (AGBI),191.04,0.07,0.50,165.18,0.41,0.95,167.36,0.07,0.43
Asian Government Extended Bond Index (AGBI-Extended),181.21,0.06,0.53,189.43,0.31,0.26,144.53,0.05,0.44
AsiaPac Government Bond Index (APGBI),194.38,0.11,0.53,164.26,0.58,1.12,165.50,0.10,0.47
Asian Broad Bond Index (ABBI),226.90,-0.22,-0.15,226.90,-0.22,-0.15,226.90,-0.22,-0.15
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.42,0.01,0.33,134.75,0.24,0.66,127.65,0.00,0.23
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.34,0.01,0.33,134.67,0.24,0.66,127.58,0.00,0.23
Dim Sum (Offshore CNY) Bond Index,146.02,0.01,0.17,147.17,0.26,0.67,118.39,0.00,0.07
Australian Broad Investment-Grade Bond Index (AusBIG),324.82,0.26,0.59,417.69,1.51,1.97,208.09,0.27,0.61
Emerging Markets Government Bond Index (EMGBI),249.73,0.07,0.59,139.22,0.39,1.24,161.19,0.06,0.49
Emerging Markets Inflation-Linked Securities Index (EMILSI),427.53,0.01,0.55,156.58,0.51,1.21,195.90,0.00,0.38
Emerging Markets US Dollar Government Bond Index EMUSDGBI),920.02,0.33,1.78,920.02,0.33,1.78,920.02,0.33,1.78
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),991.62,0.32,1.95,991.62,0.32,1.95,991.62,0.32,1.95
Debt Capacity World Government Bond Index (DCWGBI),185.55,-0.07,0.16,181.21,0.25,1.38,197.07,-0.06,0.17
Time-Weighted US Fallen Angel Bond Index,805.37,0.12,0.90,805.37,0.12,0.90,805.37,0.12,0.90
