,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.60,0.05,0.20,246.90,0.23,0.41,277.15,0.06,0.21
World Government Bond Index (WGBI),800.71,0.03,0.17,"1,040.59",0.26,0.43,950.90,0.03,0.17
World Government Bond Index - Developed Markets (WGBI  DM),796.50,0.03,0.17,"1,041.00",0.27,0.42,953.60,0.03,0.17
World Government Bond Index - Extended (WGBI Extended),806.12,0.02,0.14,"1,044.89",0.24,0.37,949.32,0.02,0.14
World Inflation-Linked Securities Index (WorldILSI),196.64,-0.03,0.60,172.51,0.25,0.97,199.12,-0.03,0.61
US Broad Investment-Grade Bond Index (USBIG),"1,908.26",0.11,0.26,"1,908.26",0.11,0.26,"1,908.26",0.11,0.26
US Treasury Index,"1,638.40",0.07,0.23,"1,638.40",0.07,0.23,"1,638.40",0.07,0.23
US High-Yield Market Index,"1,194.19",0.20,0.35,"1,194.19",0.20,0.35,"1,194.19",0.20,0.35
US High-Yield Cash Pay Index,"1,169.56",0.20,0.35,"1,169.56",0.20,0.35,"1,169.56",0.20,0.35
US High-Yield Market Capped Index,413.51,0.21,0.35,413.51,0.21,0.35,413.51,0.21,0.35
US High-Yield Cash Pay Capped Index,409.47,0.20,0.34,409.47,0.20,0.34,409.47,0.20,0.34
LATAM Government Bond Index (LATAMGBI),233.35,-0.04,-0.02,110.34,0.28,0.59,154.97,-0.06,-0.05
Euro Broad Investment-Grade Bond Index (EuroBIG),251.99,0.01,0.24,253.19,0.34,0.63,294.11,0.02,0.25
EMU Government Bond Index (EGBI),257.60,0.01,0.24,258.81,0.34,0.63,300.22,0.02,0.26
Eurodollar Bond Index,459.53,0.16,0.44,459.53,0.16,0.44,459.53,0.16,0.44
Eurosterling Bond Index,566.26,0.02,0.34,502.87,0.55,1.05,497.62,0.03,0.35
Euroyen Bond Index,185.59,0.01,-0.00,168.13,0.43,0.33,369.30,0.01,0.00
CEEMEA Government Bond Index (CEEMEAGBI),182.52,0.00,-0.00,98.91,0.46,0.81,134.90,-0.02,-0.04
Middle East and North Africa Broad Bond Index (MENABBI),168.50,0.20,0.30,168.50,0.20,0.30,168.50,0.20,0.30
Asian Government Bond Index (AGBI),190.06,-0.08,-0.01,163.44,-0.00,-0.11,166.58,-0.09,-0.04
Asian Government Extended Bond Index (AGBI-Extended),180.32,-0.04,0.04,188.75,-0.05,-0.09,143.90,-0.06,0.00
AsiaPac Government Bond Index (APGBI),193.38,-0.06,0.01,162.43,0.08,-0.01,164.71,-0.08,-0.01
Asian Broad Bond Index (ABBI),227.57,0.12,0.14,227.57,0.12,0.14,227.57,0.12,0.14
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.04,0.03,0.06,133.59,0.03,-0.21,127.40,0.01,0.03
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.95,0.03,0.06,133.51,0.03,-0.21,127.32,0.01,0.03
Dim Sum (Offshore CNY) Bond Index,145.85,0.03,0.06,146.29,0.28,0.07,118.34,0.00,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),323.45,0.02,0.17,411.93,0.59,0.56,207.19,0.02,0.17
Emerging Markets Government Bond Index (EMGBI),248.53,0.03,0.10,137.70,0.12,0.14,160.51,0.01,0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.98,0.03,0.18,155.77,0.43,0.68,195.39,-0.01,0.12
Emerging Markets US Dollar Government Bond Index EMUSDGBI),909.16,0.20,0.57,909.16,0.20,0.57,909.16,0.20,0.57
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),977.59,0.21,0.50,977.59,0.21,0.50,977.59,0.21,0.50
Debt Capacity World Government Bond Index (DCWGBI),185.55,0.00,0.17,179.64,0.28,0.50,197.07,0.01,0.17
Time-Weighted US Fallen Angel Bond Index,800.68,0.09,0.31,800.68,0.09,0.31,800.68,0.09,0.31
