,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.50,0.04,0.57,249.88,-0.02,1.62,278.19,0.05,0.58
World Government Bond Index (WGBI),802.98,0.05,0.45,"1,054.72",-0.02,1.79,953.72,0.05,0.47
World Government Bond Index - Developed Markets (WGBI  DM),798.72,0.05,0.45,"1,054.95",-0.02,1.76,956.41,0.05,0.47
World Government Bond Index - Extended (WGBI Extended),808.72,0.04,0.46,"1,059.52",-0.03,1.77,952.42,0.05,0.47
World Inflation-Linked Securities Index (WorldILSI),197.40,-0.02,0.99,174.30,-0.10,2.02,199.90,-0.02,1.00
US Broad Investment-Grade Bond Index (USBIG),"1,923.16",0.03,1.04,"1,923.16",0.03,1.04,"1,923.16",0.03,1.04
US Treasury Index,"1,651.77",-0.02,1.05,"1,651.77",-0.02,1.05,"1,651.77",-0.02,1.05
US High-Yield Market Index,"1,198.14",0.01,0.68,"1,198.14",0.01,0.68,"1,198.14",0.01,0.68
US High-Yield Cash Pay Index,"1,173.52",0.01,0.69,"1,173.52",0.01,0.69,"1,173.52",0.01,0.69
US High-Yield Market Capped Index,414.78,0.01,0.66,414.78,0.01,0.66,414.78,0.01,0.66
US High-Yield Cash Pay Capped Index,410.77,0.00,0.66,410.77,0.00,0.66,410.77,0.00,0.66
LATAM Government Bond Index (LATAMGBI),235.79,0.04,1.02,113.16,-0.33,3.17,156.46,0.03,0.91
Euro Broad Investment-Grade Bond Index (EuroBIG),250.95,0.07,-0.17,257.06,-0.09,2.17,292.97,0.08,-0.13
EMU Government Bond Index (EGBI),256.00,0.10,-0.38,262.22,-0.07,1.96,298.42,0.10,-0.34
Eurodollar Bond Index,462.94,0.06,1.19,462.94,0.06,1.19,462.94,0.06,1.19
Eurosterling Bond Index,570.15,-0.13,1.03,507.64,-0.27,2.00,501.11,-0.13,1.05
Euroyen Bond Index,186.16,0.05,0.30,171.71,0.02,2.47,370.50,0.06,0.33
CEEMEA Government Bond Index (CEEMEAGBI),184.57,0.04,1.12,101.62,-0.10,3.57,136.28,0.03,0.98
Middle East and North Africa Broad Bond Index (MENABBI),170.77,-0.12,1.64,170.77,-0.12,1.64,170.77,-0.12,1.64
Asian Government Bond Index (AGBI),191.49,0.02,0.74,166.21,-0.13,1.58,167.71,0.01,0.64
Asian Government Extended Bond Index (AGBI-Extended),181.43,0.02,0.65,190.43,-0.10,0.79,144.64,0.01,0.52
AsiaPac Government Bond Index (APGBI),194.82,0.06,0.76,165.28,-0.06,1.74,165.83,0.06,0.67
Asian Broad Bond Index (ABBI),228.09,0.03,0.37,228.09,0.03,0.37,228.09,0.03,0.37
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.73,0.03,0.54,135.83,0.04,1.47,127.86,0.02,0.39
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.65,0.03,0.54,135.75,0.04,1.47,127.79,0.02,0.39
Dim Sum (Offshore CNY) Bond Index,146.13,0.05,0.25,148.17,0.18,1.35,118.42,0.04,0.09
Australian Broad Investment-Grade Bond Index (AusBIG),325.27,0.29,0.73,419.89,0.30,2.50,208.39,0.29,0.76
Emerging Markets Government Bond Index (EMGBI),250.46,0.02,0.88,140.33,-0.07,2.05,161.58,0.01,0.74
Emerging Markets Inflation-Linked Securities Index (EMILSI),428.36,-0.03,0.74,158.95,-0.60,2.74,196.11,-0.05,0.48
Emerging Markets US Dollar Government Bond Index EMUSDGBI),926.35,-0.18,2.48,926.35,-0.18,2.48,926.35,-0.18,2.48
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),998.82,-0.17,2.69,998.82,-0.17,2.69,998.82,-0.17,2.69
Debt Capacity World Government Bond Index (DCWGBI),185.94,0.05,0.38,182.40,-0.04,2.05,197.50,0.05,0.39
Time-Weighted US Fallen Angel Bond Index,807.88,0.01,1.21,807.88,0.01,1.21,807.88,0.01,1.21
