,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.71,0.35,0.65,249.45,0.39,1.44,278.41,0.35,0.66
World Government Bond Index (WGBI),803.80,0.39,0.55,"1,052.36",0.46,1.56,954.64,0.40,0.56
World Government Bond Index - Developed Markets (WGBI  DM),799.48,0.40,0.54,"1,052.51",0.46,1.53,957.26,0.40,0.56
World Government Bond Index - Extended (WGBI Extended),809.31,0.36,0.54,"1,056.77",0.42,1.51,953.10,0.36,0.54
World Inflation-Linked Securities Index (WorldILSI),197.67,0.65,1.13,173.76,0.72,1.70,200.17,0.65,1.13
US Broad Investment-Grade Bond Index (USBIG),"1,925.56",0.45,1.17,"1,925.56",0.45,1.17,"1,925.56",0.45,1.17
US Treasury Index,"1,655.11",0.62,1.25,"1,655.11",0.62,1.25,"1,655.11",0.62,1.25
US High-Yield Market Index,"1,200.06",0.20,0.85,"1,200.06",0.20,0.85,"1,200.06",0.20,0.85
US High-Yield Cash Pay Index,"1,175.43",0.22,0.85,"1,175.43",0.22,0.85,"1,175.43",0.22,0.85
US High-Yield Market Capped Index,415.48,0.20,0.83,415.48,0.20,0.83,415.48,0.20,0.83
US High-Yield Cash Pay Capped Index,411.47,0.21,0.83,411.47,0.21,0.83,411.47,0.21,0.83
LATAM Government Bond Index (LATAMGBI),235.98,0.24,1.10,113.24,1.05,3.24,156.67,0.24,1.04
Euro Broad Investment-Grade Bond Index (EuroBIG),251.20,0.20,-0.07,256.06,0.22,1.77,293.23,0.21,-0.05
EMU Government Bond Index (EGBI),256.32,0.25,-0.25,261.27,0.27,1.59,298.77,0.25,-0.23
Eurodollar Bond Index,463.73,0.48,1.36,463.73,0.48,1.36,463.73,0.48,1.36
Eurosterling Bond Index,570.58,0.61,1.11,503.04,0.71,1.08,501.43,0.61,1.11
Euroyen Bond Index,185.99,-0.00,0.21,170.66,0.26,1.84,370.14,-0.00,0.23
CEEMEA Government Bond Index (CEEMEAGBI),184.36,0.17,1.01,101.54,0.43,3.48,136.20,0.18,0.92
Middle East and North Africa Broad Bond Index (MENABBI),170.35,0.47,1.40,170.35,0.47,1.40,170.35,0.47,1.40
Asian Government Bond Index (AGBI),191.02,-0.01,0.49,165.15,-0.02,0.94,167.34,-0.01,0.42
Asian Government Extended Bond Index (AGBI-Extended),181.17,-0.02,0.51,189.47,0.02,0.28,144.49,-0.03,0.41
AsiaPac Government Bond Index (APGBI),194.33,-0.02,0.51,164.32,0.03,1.15,165.46,-0.03,0.44
Asian Broad Bond Index (ABBI),227.07,0.08,-0.08,227.07,0.08,-0.08,227.07,0.08,-0.08
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.40,-0.01,0.32,134.75,0.00,0.66,127.63,-0.02,0.21
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.32,-0.01,0.32,134.67,0.00,0.66,127.55,-0.02,0.21
Dim Sum (Offshore CNY) Bond Index,146.08,0.04,0.21,147.31,0.10,0.76,118.43,0.03,0.10
Australian Broad Investment-Grade Bond Index (AusBIG),324.64,-0.05,0.54,419.30,0.39,2.36,207.98,-0.05,0.56
Emerging Markets Government Bond Index (EMGBI),249.91,0.07,0.66,139.54,0.23,1.47,161.30,0.07,0.56
Emerging Markets Inflation-Linked Securities Index (EMILSI),428.71,0.28,0.82,158.49,1.22,2.44,196.43,0.27,0.65
Emerging Markets US Dollar Government Bond Index EMUSDGBI),924.74,0.51,2.30,924.74,0.51,2.30,924.74,0.51,2.30
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),996.24,0.47,2.42,996.24,0.47,2.42,996.24,0.47,2.42
Debt Capacity World Government Bond Index (DCWGBI),186.18,0.34,0.50,181.99,0.43,1.81,197.74,0.34,0.51
Time-Weighted US Fallen Angel Bond Index,808.12,0.34,1.24,808.12,0.34,1.24,808.12,0.34,1.24
