,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.91,-0.05,0.33,249.55,-0.07,1.49,277.54,-0.05,0.35
World Government Bond Index (WGBI),800.69,-0.09,0.16,"1,052.50",-0.14,1.57,951.00,-0.09,0.18
World Government Bond Index - Developed Markets (WGBI  DM),796.44,-0.09,0.16,"1,052.74",-0.14,1.55,953.68,-0.09,0.18
World Government Bond Index - Extended (WGBI Extended),806.42,-0.08,0.18,"1,057.45",-0.13,1.58,949.68,-0.08,0.18
World Inflation-Linked Securities Index (WorldILSI),196.99,-0.06,0.78,174.03,-0.08,1.86,199.47,-0.06,0.78
US Broad Investment-Grade Bond Index (USBIG),"1,919.05",0.02,0.82,"1,919.05",0.02,0.82,"1,919.05",0.02,0.82
US Treasury Index,"1,647.77",0.02,0.80,"1,647.77",0.02,0.80,"1,647.77",0.02,0.80
US High-Yield Market Index,"1,201.53",-0.02,0.97,"1,201.53",-0.02,0.97,"1,201.53",-0.02,0.97
US High-Yield Cash Pay Index,"1,176.73",-0.03,0.96,"1,176.73",-0.03,0.96,"1,176.73",-0.03,0.96
US High-Yield Market Capped Index,415.97,-0.02,0.94,415.97,-0.02,0.94,415.97,-0.02,0.94
US High-Yield Cash Pay Capped Index,411.90,-0.02,0.94,411.90,-0.02,0.94,411.90,-0.02,0.94
LATAM Government Bond Index (LATAMGBI),233.82,-0.31,0.18,111.94,-0.16,2.06,155.08,-0.32,0.02
Euro Broad Investment-Grade Bond Index (EuroBIG),250.32,-0.12,-0.43,257.71,-0.05,2.43,292.25,-0.12,-0.38
EMU Government Bond Index (EGBI),255.15,-0.14,-0.71,262.68,-0.07,2.13,297.44,-0.14,-0.67
Eurodollar Bond Index,462.00,0.04,0.98,462.00,0.04,0.98,462.00,0.04,0.98
Eurosterling Bond Index,569.22,-0.14,0.87,505.95,-0.20,1.66,500.28,-0.14,0.88
Euroyen Bond Index,186.18,-0.04,0.31,170.56,-0.45,1.78,370.56,-0.04,0.34
CEEMEA Government Bond Index (CEEMEAGBI),184.28,-0.11,0.96,101.90,-0.07,3.85,135.97,-0.12,0.75
Middle East and North Africa Broad Bond Index (MENABBI),170.23,-0.16,1.32,170.23,-0.16,1.32,170.23,-0.16,1.32
Asian Government Bond Index (AGBI),191.06,-0.02,0.51,166.21,-0.07,1.58,167.26,-0.03,0.37
Asian Government Extended Bond Index (AGBI-Extended),181.32,-0.01,0.59,190.95,0.04,1.07,144.48,-0.01,0.40
AsiaPac Government Bond Index (APGBI),194.43,-0.01,0.55,165.33,-0.06,1.77,165.44,-0.01,0.43
Asian Broad Bond Index (ABBI),227.59,-0.05,0.15,227.59,-0.05,0.15,227.59,-0.05,0.15
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.58,0.01,0.44,135.91,0.03,1.53,127.66,0.01,0.23
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.49,0.01,0.44,135.83,0.03,1.52,127.58,0.01,0.23
Dim Sum (Offshore CNY) Bond Index,146.36,0.12,0.41,148.69,0.15,1.71,118.55,0.11,0.20
Australian Broad Investment-Grade Bond Index (AusBIG),325.18,0.04,0.71,420.64,-0.04,2.69,208.34,0.04,0.73
Emerging Markets Government Bond Index (EMGBI),249.94,-0.05,0.67,140.25,-0.02,1.99,161.16,-0.06,0.47
Emerging Markets Inflation-Linked Securities Index (EMILSI),427.28,-0.25,0.49,160.20,0.04,3.54,195.43,-0.27,0.14
Emerging Markets US Dollar Government Bond Index EMUSDGBI),922.64,-0.22,2.07,922.64,-0.22,2.07,922.64,-0.22,2.07
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),995.10,-0.24,2.30,995.10,-0.24,2.30,995.10,-0.24,2.30
Debt Capacity World Government Bond Index (DCWGBI),185.46,-0.11,0.11,182.30,-0.13,1.99,196.98,-0.12,0.12
Time-Weighted US Fallen Angel Bond Index,810.25,-0.02,1.51,810.25,-0.02,1.51,810.25,-0.02,1.51
