,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.04,-0.15,0.38,249.74,-0.18,1.56,277.69,-0.15,0.40
World Government Bond Index (WGBI),801.41,-0.14,0.25,"1,053.96",-0.21,1.72,951.87,-0.14,0.27
World Government Bond Index - Developed Markets (WGBI  DM),797.14,-0.14,0.25,"1,054.17",-0.21,1.69,954.53,-0.14,0.27
World Government Bond Index - Extended (WGBI Extended),807.08,-0.13,0.26,"1,058.84",-0.19,1.71,950.48,-0.13,0.27
World Inflation-Linked Securities Index (WorldILSI),197.11,-0.13,0.84,174.16,-0.12,1.94,199.60,-0.14,0.84
US Broad Investment-Grade Bond Index (USBIG),"1,918.59",-0.23,0.80,"1,918.59",-0.23,0.80,"1,918.59",-0.23,0.80
US Treasury Index,"1,647.51",-0.26,0.79,"1,647.51",-0.26,0.79,"1,647.51",-0.26,0.79
US High-Yield Market Index,"1,201.82",0.03,0.99,"1,201.82",0.03,0.99,"1,201.82",0.03,0.99
US High-Yield Cash Pay Index,"1,177.03",0.02,0.99,"1,177.03",0.02,0.99,"1,177.03",0.02,0.99
US High-Yield Market Capped Index,416.06,0.03,0.97,416.06,0.03,0.97,416.06,0.03,0.97
US High-Yield Cash Pay Capped Index,412.00,0.02,0.96,412.00,0.02,0.96,412.00,0.02,0.96
LATAM Government Bond Index (LATAMGBI),234.55,-0.35,0.49,112.12,-0.79,2.22,155.59,-0.36,0.34
Euro Broad Investment-Grade Bond Index (EuroBIG),250.62,-0.06,-0.31,257.84,-0.07,2.48,292.60,-0.06,-0.26
EMU Government Bond Index (EGBI),255.51,-0.08,-0.57,262.87,-0.09,2.21,297.87,-0.08,-0.53
Eurodollar Bond Index,461.83,-0.28,0.95,461.83,-0.28,0.95,461.83,-0.28,0.95
Eurosterling Bond Index,569.99,-0.06,1.00,506.96,0.10,1.87,500.97,-0.06,1.02
Euroyen Bond Index,186.25,0.04,0.35,171.33,-0.31,2.24,370.70,0.04,0.38
CEEMEA Government Bond Index (CEEMEAGBI),184.47,-0.02,1.07,101.97,-0.23,3.92,136.13,-0.04,0.87
Middle East and North Africa Broad Bond Index (MENABBI),170.49,-0.29,1.48,170.49,-0.29,1.48,170.49,-0.29,1.48
Asian Government Bond Index (AGBI),191.10,-0.02,0.53,166.33,0.06,1.66,167.30,-0.02,0.40
Asian Government Extended Bond Index (AGBI-Extended),181.33,0.01,0.60,190.88,0.09,1.03,144.50,0.01,0.42
AsiaPac Government Bond Index (APGBI),194.44,-0.01,0.56,165.43,-0.01,1.83,165.47,-0.01,0.45
Asian Broad Bond Index (ABBI),227.71,-0.13,0.20,227.71,-0.13,0.20,227.71,-0.13,0.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.56,-0.00,0.42,135.86,0.03,1.49,127.65,-0.01,0.23
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.47,-0.00,0.42,135.78,0.03,1.49,127.58,-0.01,0.22
Dim Sum (Offshore CNY) Bond Index,146.19,-0.03,0.29,148.47,-0.08,1.55,118.41,-0.04,0.08
Australian Broad Investment-Grade Bond Index (AusBIG),325.05,0.05,0.66,420.82,-0.43,2.73,208.26,0.04,0.69
Emerging Markets Government Bond Index (EMGBI),250.07,-0.06,0.72,140.28,-0.13,2.01,161.26,-0.07,0.53
Emerging Markets Inflation-Linked Securities Index (EMILSI),428.36,-0.14,0.74,160.13,-0.18,3.50,195.96,-0.15,0.41
Emerging Markets US Dollar Government Bond Index EMUSDGBI),924.63,-0.22,2.29,924.63,-0.22,2.29,924.63,-0.22,2.29
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),997.47,-0.24,2.55,997.47,-0.24,2.55,997.47,-0.24,2.55
Debt Capacity World Government Bond Index (DCWGBI),185.67,-0.11,0.23,182.54,-0.19,2.12,197.21,-0.11,0.24
Time-Weighted US Fallen Angel Bond Index,810.38,-0.00,1.53,810.38,-0.00,1.53,810.38,-0.00,1.53
