,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.31,-0.16,0.49,249.12,-0.13,1.31,277.97,-0.16,0.50
World Government Bond Index (WGBI),802.34,-0.18,0.37,"1,050.75",-0.15,1.41,952.90,-0.18,0.38
World Government Bond Index - Developed Markets (WGBI  DM),798.03,-0.18,0.36,"1,050.88",-0.15,1.37,955.51,-0.18,0.37
World Government Bond Index - Extended (WGBI Extended),808.02,-0.16,0.38,"1,055.49",-0.12,1.39,951.57,-0.16,0.38
World Inflation-Linked Securities Index (WorldILSI),197.16,-0.26,0.86,173.45,-0.18,1.52,199.64,-0.26,0.87
US Broad Investment-Grade Bond Index (USBIG),"1,921.75",-0.20,0.97,"1,921.75",-0.20,0.97,"1,921.75",-0.20,0.97
US Treasury Index,"1,650.82",-0.26,0.99,"1,650.82",-0.26,0.99,"1,650.82",-0.26,0.99
US High-Yield Market Index,"1,200.86",0.07,0.91,"1,200.86",0.07,0.91,"1,200.86",0.07,0.91
US High-Yield Cash Pay Index,"1,176.24",0.07,0.92,"1,176.24",0.07,0.92,"1,176.24",0.07,0.92
US High-Yield Market Capped Index,415.73,0.06,0.89,415.73,0.06,0.89,415.73,0.06,0.89
US High-Yield Cash Pay Capped Index,411.72,0.06,0.89,411.72,0.06,0.89,411.72,0.06,0.89
LATAM Government Bond Index (LATAMGBI),236.37,0.16,1.27,113.56,0.28,3.53,156.92,0.16,1.20
Euro Broad Investment-Grade Bond Index (EuroBIG),250.85,-0.14,-0.21,255.90,-0.06,1.71,292.82,-0.14,-0.18
EMU Government Bond Index (EGBI),255.88,-0.17,-0.43,261.03,-0.09,1.49,298.25,-0.17,-0.40
Eurodollar Bond Index,462.78,-0.21,1.15,462.78,-0.21,1.15,462.78,-0.21,1.15
Eurosterling Bond Index,569.27,-0.23,0.88,502.87,-0.03,1.05,500.29,-0.23,0.88
Euroyen Bond Index,186.01,0.01,0.22,170.55,-0.07,1.77,370.18,0.01,0.24
CEEMEA Government Bond Index (CEEMEAGBI),184.64,0.15,1.16,101.59,0.05,3.53,136.38,0.14,1.06
Middle East and North Africa Broad Bond Index (MENABBI),170.74,0.23,1.63,170.74,0.23,1.63,170.74,0.23,1.63
Asian Government Bond Index (AGBI),191.19,0.09,0.58,165.58,0.26,1.20,167.48,0.08,0.50
Asian Government Extended Bond Index (AGBI-Extended),181.19,0.01,0.52,190.13,0.35,0.63,144.50,0.01,0.41
AsiaPac Government Bond Index (APGBI),194.53,0.10,0.61,164.66,0.21,1.36,165.62,0.10,0.54
Asian Broad Bond Index (ABBI),227.50,0.19,0.11,227.50,0.19,0.11,227.50,0.19,0.11
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),145.49,0.06,0.38,135.03,0.21,0.87,127.70,0.06,0.26
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),145.41,0.06,0.38,134.96,0.21,0.87,127.62,0.06,0.26
Dim Sum (Offshore CNY) Bond Index,146.04,-0.03,0.19,147.35,0.03,0.79,118.39,-0.03,0.07
Australian Broad Investment-Grade Bond Index (AusBIG),325.03,0.12,0.66,418.82,-0.11,2.24,208.23,0.12,0.68
Emerging Markets Government Bond Index (EMGBI),250.19,0.11,0.77,139.88,0.24,1.72,161.47,0.11,0.66
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.06,0.08,0.91,158.63,0.09,2.53,196.57,0.07,0.72
Emerging Markets US Dollar Government Bond Index EMUSDGBI),927.92,0.34,2.65,927.92,0.34,2.65,927.92,0.34,2.65
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,000.15",0.39,2.82,"1,000.15",0.39,2.82,"1,000.15",0.39,2.82
Debt Capacity World Government Bond Index (DCWGBI),185.86,-0.17,0.33,181.76,-0.12,1.69,197.41,-0.17,0.34
Time-Weighted US Fallen Angel Bond Index,809.00,0.11,1.35,809.00,0.11,1.35,809.00,0.11,1.35
