,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),253.08,-0.04,0.20,252.72,-0.05,0.17,283.50,-0.04,0.21
World Government Bond Index (WGBI),819.18,0.02,0.30,"1,066.33",-0.00,0.28,973.58,0.02,0.30
World Government Bond Index - Developed Markets (WGBI  DM),815.06,0.02,0.31,"1,066.90",-0.00,0.29,976.71,0.02,0.31
World Government Bond Index - Extended (WGBI Extended),825.14,0.02,0.29,"1,072.01",0.01,0.28,971.89,0.02,0.29
World Inflation-Linked Securities Index (WorldILSI),209.44,0.11,0.52,184.26,0.16,0.58,212.21,0.11,0.53
US Broad Investment-Grade Bond Index (USBIG),"1,962.67",-0.18,0.06,"1,962.67",-0.18,0.06,"1,962.67",-0.18,0.06
US Treasury Index,"1,688.90",-0.19,0.14,"1,688.90",-0.19,0.14,"1,688.90",-0.19,0.14
US High-Yield Market Index,"1,223.17",0.02,-0.23,"1,223.17",0.02,-0.23,"1,223.17",0.02,-0.23
US High-Yield Cash Pay Index,"1,197.75",0.02,-0.22,"1,197.75",0.02,-0.22,"1,197.75",0.02,-0.22
US High-Yield Market Capped Index,423.09,0.02,-0.22,423.09,0.02,-0.22,423.09,0.02,-0.22
US High-Yield Cash Pay Capped Index,418.90,0.02,-0.22,418.90,0.02,-0.22,418.90,0.02,-0.22
LATAM Government Bond Index (LATAMGBI),232.53,-0.11,-0.62,109.97,0.34,-1.15,153.11,-0.12,-0.67
Euro Broad Investment-Grade Bond Index (EuroBIG),255.36,0.18,0.42,257.43,0.11,0.26,298.66,0.18,0.43
EMU Government Bond Index (EGBI),261.38,0.27,0.54,263.51,0.21,0.38,305.24,0.27,0.55
Eurodollar Bond Index,477.74,-0.25,0.06,477.74,-0.25,0.06,477.74,-0.25,0.06
Eurosterling Bond Index,584.60,0.02,0.42,520.63,0.19,0.63,513.87,0.02,0.42
Euroyen Bond Index,187.48,-0.02,0.04,170.51,-0.16,0.08,373.45,-0.02,0.04
CEEMEA Government Bond Index (CEEMEAGBI),187.19,0.01,-0.01,103.43,-0.02,0.50,137.13,0.01,-0.06
Middle East and North Africa Broad Bond Index (MENABBI),175.07,-0.12,0.20,175.07,-0.12,0.20,175.07,-0.12,0.20
Asian Government Bond Index (AGBI),195.94,0.08,0.21,169.05,0.03,0.30,170.73,0.07,0.18
Asian Government Extended Bond Index (AGBI-Extended),184.98,0.07,0.19,193.77,0.05,0.36,146.48,0.07,0.16
AsiaPac Government Bond Index (APGBI),199.66,0.06,0.19,167.51,0.08,0.39,169.20,0.05,0.17
Asian Broad Bond Index (ABBI),230.59,-0.09,0.46,230.59,-0.09,0.46,230.59,-0.09,0.46
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.23,0.15,0.19,139.82,0.17,0.11,130.00,0.14,0.15
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.15,0.15,0.19,139.75,0.17,0.11,129.94,0.15,0.16
Dim Sum (Offshore CNY) Bond Index,147.29,-0.13,-0.10,150.13,-0.02,0.02,118.50,-0.14,-0.14
Australian Broad Investment-Grade Bond Index (AusBIG),335.03,-0.07,0.12,413.68,0.39,0.98,214.63,-0.07,0.12
Emerging Markets Government Bond Index (EMGBI),255.13,0.08,0.09,142.61,0.08,0.09,163.39,0.07,0.05
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.39,-0.04,-0.21,164.13,0.78,-0.33,195.36,-0.06,-0.29
Emerging Markets US Dollar Government Bond Index EMUSDGBI),954.58,-0.11,0.47,954.58,-0.11,0.47,954.58,-0.11,0.47
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,024.71",-0.13,0.47,"1,024.71",-0.13,0.47,"1,024.71",-0.13,0.47
Debt Capacity World Government Bond Index (DCWGBI),189.54,0.04,0.28,183.73,0.05,0.30,201.38,0.04,0.29
Time-Weighted US Fallen Angel Bond Index,837.01,0.02,-0.25,837.01,0.02,-0.25,837.01,0.02,-0.25
