,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.08,-0.06,-0.19,250.82,-0.11,-0.58,282.38,-0.06,-0.19
World Government Bond Index (WGBI),815.97,-0.04,-0.09,"1,057.39",-0.10,-0.56,969.79,-0.04,-0.09
World Government Bond Index - Developed Markets (WGBI  DM),811.85,-0.04,-0.09,"1,057.98",-0.10,-0.55,972.89,-0.04,-0.08
World Government Bond Index - Extended (WGBI Extended),822.01,-0.05,-0.09,"1,063.37",-0.12,-0.53,968.20,-0.05,-0.09
World Inflation-Linked Securities Index (WorldILSI),209.53,0.15,0.57,183.52,0.06,0.17,212.30,0.15,0.57
US Broad Investment-Grade Bond Index (USBIG),"1,951.73",-0.17,-0.50,"1,951.73",-0.17,-0.50,"1,951.73",-0.17,-0.50
US Treasury Index,"1,678.83",-0.17,-0.46,"1,678.83",-0.17,-0.46,"1,678.83",-0.17,-0.46
US High-Yield Market Index,"1,222.16",-0.09,-0.31,"1,222.16",-0.09,-0.31,"1,222.16",-0.09,-0.31
US High-Yield Cash Pay Index,"1,196.82",-0.09,-0.30,"1,196.82",-0.09,-0.30,"1,196.82",-0.09,-0.30
US High-Yield Market Capped Index,422.79,-0.08,-0.30,422.79,-0.08,-0.30,422.79,-0.08,-0.30
US High-Yield Cash Pay Capped Index,418.61,-0.08,-0.28,418.61,-0.08,-0.28,418.61,-0.08,-0.28
LATAM Government Bond Index (LATAMGBI),231.20,-0.19,-1.19,107.54,-0.79,-3.33,152.21,-0.21,-1.25
Euro Broad Investment-Grade Bond Index (EuroBIG),254.68,0.02,0.16,254.71,-0.11,-0.80,297.89,0.03,0.17
EMU Government Bond Index (EGBI),260.53,0.02,0.21,260.56,-0.12,-0.75,304.26,0.02,0.23
Eurodollar Bond Index,474.35,-0.22,-0.65,474.35,-0.22,-0.65,474.35,-0.22,-0.65
Eurosterling Bond Index,583.56,0.39,0.24,516.53,0.26,-0.16,512.94,0.39,0.24
Euroyen Bond Index,187.39,0.01,-0.02,169.51,0.04,-0.51,373.27,0.01,-0.01
CEEMEA Government Bond Index (CEEMEAGBI),186.68,-0.08,-0.29,101.89,-0.27,-0.99,136.71,-0.10,-0.36
Middle East and North Africa Broad Bond Index (MENABBI),174.64,-0.10,-0.04,174.64,-0.10,-0.04,174.64,-0.10,-0.04
Asian Government Bond Index (AGBI),195.48,-0.18,-0.03,168.28,-0.33,-0.15,170.29,-0.19,-0.07
Asian Government Extended Bond Index (AGBI-Extended),184.61,-0.14,-0.01,193.01,-0.29,-0.03,146.15,-0.16,-0.06
AsiaPac Government Bond Index (APGBI),199.15,-0.18,-0.07,166.53,-0.35,-0.20,168.74,-0.20,-0.10
Asian Broad Bond Index (ABBI),229.68,-0.11,0.06,229.68,-0.11,0.06,229.68,-0.11,0.06
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.91,-0.18,-0.03,139.16,-0.34,-0.36,129.69,-0.20,-0.08
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.83,-0.19,-0.03,139.09,-0.34,-0.36,129.63,-0.21,-0.09
Dim Sum (Offshore CNY) Bond Index,147.57,0.05,0.08,149.69,-0.01,-0.27,118.68,0.03,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),333.99,-0.13,-0.19,407.94,-0.41,-0.42,213.97,-0.13,-0.19
Emerging Markets Government Bond Index (EMGBI),254.37,-0.17,-0.21,141.27,-0.39,-0.86,162.86,-0.19,-0.27
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.99,0.11,-0.30,160.17,-0.64,-2.73,195.09,0.07,-0.43
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.73,-0.13,0.06,950.73,-0.13,0.06,950.73,-0.13,0.06
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,021.06",-0.11,0.11,"1,021.06",-0.11,0.11,"1,021.06",-0.11,0.11
Debt Capacity World Government Bond Index (DCWGBI),188.87,-0.03,-0.07,181.97,-0.14,-0.66,200.67,-0.03,-0.07
Time-Weighted US Fallen Angel Bond Index,836.06,-0.12,-0.37,836.06,-0.12,-0.37,836.06,-0.12,-0.37
