,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.51,-0.02,-0.03,251.07,-0.31,-0.48,282.87,-0.02,-0.02
World Government Bond Index (WGBI),817.40,0.00,0.08,"1,058.80",-0.36,-0.43,971.54,0.00,0.09
World Government Bond Index - Developed Markets (WGBI  DM),813.26,0.00,0.09,"1,059.37",-0.36,-0.42,974.64,0.00,0.10
World Government Bond Index - Extended (WGBI Extended),823.40,0.01,0.08,"1,064.05",-0.34,-0.46,969.86,0.01,0.08
World Inflation-Linked Securities Index (WorldILSI),209.18,0.07,0.40,182.64,-0.41,-0.31,211.95,0.07,0.40
US Broad Investment-Grade Bond Index (USBIG),"1,956.96",-0.04,-0.23,"1,956.96",-0.04,-0.23,"1,956.96",-0.04,-0.23
US Treasury Index,"1,684.73",-0.01,-0.11,"1,684.73",-0.01,-0.11,"1,684.73",-0.01,-0.11
US High-Yield Market Index,"1,221.19",-0.02,-0.39,"1,221.19",-0.02,-0.39,"1,221.19",-0.02,-0.39
US High-Yield Cash Pay Index,"1,195.79",-0.03,-0.38,"1,195.79",-0.03,-0.38,"1,195.79",-0.03,-0.38
US High-Yield Market Capped Index,422.41,-0.03,-0.38,422.41,-0.03,-0.38,422.41,-0.03,-0.38
US High-Yield Cash Pay Capped Index,418.22,-0.03,-0.38,418.22,-0.03,-0.38,418.22,-0.03,-0.38
LATAM Government Bond Index (LATAMGBI),230.33,-0.11,-1.56,108.14,-0.69,-2.80,151.52,-0.11,-1.70
Euro Broad Investment-Grade Bond Index (EuroBIG),254.78,-0.03,0.20,254.20,-0.64,-1.00,298.05,-0.03,0.23
EMU Government Bond Index (EGBI),260.63,-0.05,0.25,260.05,-0.66,-0.94,304.43,-0.05,0.28
Eurodollar Bond Index,475.80,-0.06,-0.34,475.80,-0.06,-0.34,475.80,-0.06,-0.34
Eurosterling Bond Index,583.94,0.10,0.30,512.76,-0.78,-0.89,513.28,0.10,0.30
Euroyen Bond Index,187.49,0.04,0.04,170.68,-0.38,0.18,373.50,0.04,0.05
CEEMEA Government Bond Index (CEEMEAGBI),187.07,0.03,-0.08,101.79,-0.61,-1.08,136.91,0.02,-0.21
Middle East and North Africa Broad Bond Index (MENABBI),174.83,0.09,0.06,174.83,0.09,0.06,174.83,0.09,0.06
Asian Government Bond Index (AGBI),195.61,0.13,0.04,167.27,-0.04,-0.75,170.34,0.12,-0.05
Asian Government Extended Bond Index (AGBI-Extended),184.77,0.10,0.08,192.19,-0.05,-0.46,146.21,0.10,-0.02
AsiaPac Government Bond Index (APGBI),199.40,0.14,0.06,165.54,-0.16,-0.79,168.89,0.14,-0.01
Asian Broad Bond Index (ABBI),230.81,-0.03,0.56,230.81,-0.03,0.56,230.81,-0.03,0.56
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.01,0.07,0.04,139.22,-0.00,-0.32,129.72,0.07,-0.07
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.93,0.07,0.04,139.14,0.00,-0.32,129.65,0.07,-0.07
Dim Sum (Offshore CNY) Bond Index,147.62,0.00,0.12,149.59,-0.28,-0.34,118.65,-0.00,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),335.47,0.20,0.25,405.51,-0.88,-1.02,214.92,0.20,0.26
Emerging Markets Government Bond Index (EMGBI),254.42,0.03,-0.19,141.39,-0.17,-0.77,162.80,0.02,-0.31
Emerging Markets Inflation-Linked Securities Index (EMILSI),427.80,-0.37,-1.27,159.85,-0.88,-2.93,192.98,-0.38,-1.50
Emerging Markets US Dollar Government Bond Index EMUSDGBI),951.56,0.06,0.15,951.56,0.06,0.15,951.56,0.06,0.15
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,019.88",0.05,-0.01,"1,019.88",0.05,-0.01,"1,019.88",0.05,-0.01
Debt Capacity World Government Bond Index (DCWGBI),189.14,0.01,0.07,182.02,-0.44,-0.63,200.95,0.01,0.07
Time-Weighted US Fallen Angel Bond Index,836.86,-0.02,-0.27,836.86,-0.02,-0.27,836.86,-0.02,-0.27
