,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.70,-0.02,0.05,251.34,0.21,-0.37,283.10,-0.02,0.06
World Government Bond Index (WGBI),817.96,-0.05,0.15,"1,059.64",0.23,-0.35,972.25,-0.05,0.17
World Government Bond Index - Developed Markets (WGBI  DM),813.80,-0.06,0.15,"1,060.29",0.22,-0.33,975.33,-0.05,0.17
World Government Bond Index - Extended (WGBI Extended),823.94,-0.06,0.15,"1,064.79",0.22,-0.39,970.50,-0.06,0.15
World Inflation-Linked Securities Index (WorldILSI),209.87,0.26,0.73,183.10,0.68,-0.06,212.64,0.26,0.73
US Broad Investment-Grade Bond Index (USBIG),"1,959.54",0.05,-0.10,"1,959.54",0.05,-0.10,"1,959.54",0.05,-0.10
US Treasury Index,"1,687.50",0.04,0.05,"1,687.50",0.04,0.05,"1,687.50",0.04,0.05
US High-Yield Market Index,"1,222.57",0.19,-0.28,"1,222.57",0.19,-0.28,"1,222.57",0.19,-0.28
US High-Yield Cash Pay Index,"1,197.12",0.19,-0.27,"1,197.12",0.19,-0.27,"1,197.12",0.19,-0.27
US High-Yield Market Capped Index,422.90,0.19,-0.27,422.90,0.19,-0.27,422.90,0.19,-0.27
US High-Yield Cash Pay Capped Index,418.70,0.19,-0.26,418.70,0.19,-0.26,418.70,0.19,-0.26
LATAM Government Bond Index (LATAMGBI),230.64,0.26,-1.43,106.96,0.55,-3.85,151.67,0.22,-1.60
Euro Broad Investment-Grade Bond Index (EuroBIG),254.88,-0.12,0.24,254.81,0.40,-0.76,298.20,-0.11,0.28
EMU Government Bond Index (EGBI),260.76,-0.16,0.30,260.70,0.35,-0.70,304.61,-0.15,0.34
Eurodollar Bond Index,476.68,0.05,-0.16,476.68,0.05,-0.16,476.68,0.05,-0.16
Eurosterling Bond Index,584.44,-0.06,0.39,512.49,0.70,-0.94,513.72,-0.06,0.39
Euroyen Bond Index,187.47,0.00,0.03,170.43,0.06,0.03,373.46,0.00,0.04
CEEMEA Government Bond Index (CEEMEAGBI),187.25,0.08,0.02,101.54,0.70,-1.33,136.98,0.05,-0.16
Middle East and North Africa Broad Bond Index (MENABBI),175.35,0.09,0.36,175.35,0.09,0.36,175.35,0.09,0.36
Asian Government Bond Index (AGBI),195.61,-0.13,0.03,167.20,0.12,-0.79,170.29,-0.15,-0.07
Asian Government Extended Bond Index (AGBI-Extended),184.85,-0.11,0.12,192.27,0.14,-0.41,146.22,-0.12,-0.01
AsiaPac Government Bond Index (APGBI),199.50,-0.12,0.11,165.39,0.24,-0.88,168.94,-0.13,0.01
Asian Broad Bond Index (ABBI),231.35,0.05,0.79,231.35,0.05,0.79,231.35,0.05,0.79
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.19,-0.02,0.17,139.16,0.14,-0.36,129.82,-0.04,0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.12,-0.02,0.16,139.09,0.14,-0.36,129.76,-0.04,0.02
Dim Sum (Offshore CNY) Bond Index,147.72,0.00,0.19,149.95,0.37,-0.09,118.67,-0.02,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),336.18,-0.11,0.46,403.18,0.94,-1.59,215.37,-0.10,0.47
Emerging Markets Government Bond Index (EMGBI),254.65,0.01,-0.10,141.05,0.29,-1.01,162.88,-0.02,-0.26
Emerging Markets Inflation-Linked Securities Index (EMILSI),428.44,0.23,-1.12,157.63,0.84,-4.28,193.18,0.16,-1.40
Emerging Markets US Dollar Government Bond Index EMUSDGBI),953.83,0.13,0.39,953.83,0.13,0.39,953.83,0.13,0.39
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,022.63",0.15,0.26,"1,022.63",0.15,0.26,"1,022.63",0.15,0.26
Debt Capacity World Government Bond Index (DCWGBI),189.32,-0.06,0.16,182.15,0.37,-0.57,201.15,-0.06,0.17
Time-Weighted US Fallen Angel Bond Index,837.87,0.22,-0.15,837.87,0.22,-0.15,837.87,0.22,-0.15
