,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.79,0.01,-0.31,250.51,0.02,-0.70,282.09,0.01,-0.29
World Government Bond Index (WGBI),814.31,0.01,-0.30,"1,055.09",0.02,-0.78,967.96,0.01,-0.28
World Government Bond Index - Developed Markets (WGBI  DM),810.13,0.01,-0.30,"1,055.65",0.02,-0.77,970.98,0.01,-0.28
World Government Bond Index - Extended (WGBI Extended),820.50,0.00,-0.27,"1,060.65",-0.01,-0.78,966.48,0.00,-0.27
World Inflation-Linked Securities Index (WorldILSI),209.63,0.08,0.62,182.94,0.03,-0.15,212.39,0.07,0.61
US Broad Investment-Grade Bond Index (USBIG),"1,953.28",0.05,-0.42,"1,953.28",0.05,-0.42,"1,953.28",0.05,-0.42
US Treasury Index,"1,680.17",0.06,-0.38,"1,680.17",0.06,-0.38,"1,680.17",0.06,-0.38
US High-Yield Market Index,"1,226.70",0.04,0.06,"1,226.70",0.04,0.06,"1,226.70",0.04,0.06
US High-Yield Cash Pay Index,"1,201.16",0.04,0.07,"1,201.16",0.04,0.07,"1,201.16",0.04,0.07
US High-Yield Market Capped Index,424.30,0.04,0.06,424.30,0.04,0.06,424.30,0.04,0.06
US High-Yield Cash Pay Capped Index,420.09,0.04,0.07,420.09,0.04,0.07,420.09,0.04,0.07
LATAM Government Bond Index (LATAMGBI),231.21,0.16,-1.18,107.75,-0.07,-3.14,151.96,0.15,-1.41
Euro Broad Investment-Grade Bond Index (EuroBIG),253.60,-0.05,-0.26,253.85,-0.02,-1.13,296.74,-0.04,-0.21
EMU Government Bond Index (EGBI),259.10,-0.04,-0.34,259.35,-0.01,-1.21,302.71,-0.04,-0.28
Eurodollar Bond Index,475.17,0.08,-0.47,475.17,0.08,-0.47,475.17,0.08,-0.47
Eurosterling Bond Index,581.77,-0.03,-0.07,510.02,-0.15,-1.42,511.41,-0.03,-0.06
Euroyen Bond Index,187.41,0.00,-0.01,169.90,0.05,-0.28,373.35,0.00,0.01
CEEMEA Government Bond Index (CEEMEAGBI),187.09,-0.05,-0.06,101.88,-0.07,-0.99,136.83,-0.06,-0.27
Middle East and North Africa Broad Bond Index (MENABBI),175.14,0.03,0.25,175.14,0.03,0.25,175.14,0.03,0.25
Asian Government Bond Index (AGBI),195.58,-0.06,0.02,167.60,-0.20,-0.56,170.25,-0.06,-0.10
Asian Government Extended Bond Index (AGBI-Extended),184.90,-0.03,0.15,192.67,-0.14,-0.21,146.24,-0.04,0.00
AsiaPac Government Bond Index (APGBI),199.29,-0.07,0.00,165.73,-0.23,-0.67,168.75,-0.08,-0.10
Asian Broad Bond Index (ABBI),231.19,0.00,0.72,231.19,0.00,0.72,231.19,0.00,0.72
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.18,-0.10,0.16,139.28,-0.25,-0.27,129.79,-0.11,-0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.10,-0.10,0.15,139.21,-0.25,-0.27,129.72,-0.11,-0.01
Dim Sum (Offshore CNY) Bond Index,147.73,0.01,0.20,149.98,-0.13,-0.07,118.66,-0.00,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),334.26,-0.22,-0.11,403.40,-0.47,-1.53,214.16,-0.22,-0.10
Emerging Markets Government Bond Index (EMGBI),254.80,-0.05,-0.04,141.58,-0.18,-0.64,162.93,-0.05,-0.22
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.52,0.61,-0.41,160.92,0.46,-2.28,194.37,0.58,-0.79
Emerging Markets US Dollar Government Bond Index EMUSDGBI),955.73,0.04,0.59,955.73,0.04,0.59,955.73,0.04,0.59
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,024.92",0.02,0.49,"1,024.92",0.02,0.49,"1,024.92",0.02,0.49
Debt Capacity World Government Bond Index (DCWGBI),188.47,-0.01,-0.29,181.52,-0.02,-0.91,200.26,-0.01,-0.27
Time-Weighted US Fallen Angel Bond Index,841.46,0.05,0.28,841.46,0.05,0.28,841.46,0.05,0.28
