,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.77,0.10,0.08,250.93,-0.03,-0.53,283.17,0.10,0.09
World Government Bond Index (WGBI),818.31,0.11,0.19,"1,057.75",-0.05,-0.53,972.63,0.11,0.21
World Government Bond Index - Developed Markets (WGBI  DM),814.17,0.11,0.20,"1,058.38",-0.04,-0.51,975.73,0.11,0.21
World Government Bond Index - Extended (WGBI Extended),824.35,0.10,0.20,"1,063.07",-0.07,-0.55,970.96,0.10,0.20
World Inflation-Linked Securities Index (WorldILSI),209.27,0.07,0.44,182.12,-0.30,-0.59,212.03,0.06,0.44
US Broad Investment-Grade Bond Index (USBIG),"1,959.60",0.14,-0.10,"1,959.60",0.14,-0.10,"1,959.60",0.14,-0.10
US Treasury Index,"1,687.57",0.19,0.06,"1,687.57",0.19,0.06,"1,687.57",0.19,0.06
US High-Yield Market Index,"1,219.31",-0.19,-0.54,"1,219.31",-0.19,-0.54,"1,219.31",-0.19,-0.54
US High-Yield Cash Pay Index,"1,193.95",-0.19,-0.54,"1,193.95",-0.19,-0.54,"1,193.95",-0.19,-0.54
US High-Yield Market Capped Index,421.78,-0.18,-0.53,421.78,-0.18,-0.53,421.78,-0.18,-0.53
US High-Yield Cash Pay Capped Index,417.59,-0.18,-0.53,417.59,-0.18,-0.53,417.59,-0.18,-0.53
LATAM Government Bond Index (LATAMGBI),230.07,-0.17,-1.67,106.88,-1.10,-3.92,151.38,-0.15,-1.79
Euro Broad Investment-Grade Bond Index (EuroBIG),255.04,0.03,0.30,253.73,-0.21,-1.18,298.36,0.03,0.33
EMU Government Bond Index (EGBI),260.98,0.04,0.39,259.64,-0.21,-1.10,304.84,0.04,0.42
Eurodollar Bond Index,476.58,0.15,-0.18,476.58,0.15,-0.18,476.58,0.15,-0.18
Eurosterling Bond Index,584.36,0.17,0.38,510.25,-0.53,-1.38,513.64,0.17,0.37
Euroyen Bond Index,187.46,0.02,0.02,170.45,0.17,0.04,373.44,0.02,0.04
CEEMEA Government Bond Index (CEEMEAGBI),186.99,-0.07,-0.12,100.97,-0.85,-1.88,136.84,-0.07,-0.27
Middle East and North Africa Broad Bond Index (MENABBI),175.09,0.13,0.22,175.09,0.13,0.22,175.09,0.13,0.22
Asian Government Bond Index (AGBI),195.83,0.04,0.15,167.21,-0.26,-0.79,170.51,0.04,0.06
Asian Government Extended Bond Index (AGBI-Extended),184.95,0.04,0.18,192.21,-0.20,-0.44,146.34,0.03,0.07
AsiaPac Government Bond Index (APGBI),199.69,0.09,0.20,165.25,-0.32,-0.96,169.13,0.08,0.13
Asian Broad Bond Index (ABBI),231.18,0.19,0.72,231.18,0.19,0.72,231.18,0.19,0.72
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.23,-0.02,0.19,139.13,-0.22,-0.38,129.89,-0.02,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.15,-0.02,0.19,139.06,-0.22,-0.38,129.82,-0.03,0.06
Dim Sum (Offshore CNY) Bond Index,147.66,0.01,0.15,149.49,-0.22,-0.40,118.67,0.01,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),336.49,0.32,0.55,401.08,-0.80,-2.10,215.55,0.31,0.55
Emerging Markets Government Bond Index (EMGBI),254.64,-0.02,-0.10,140.91,-0.42,-1.11,162.92,-0.02,-0.23
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.67,-0.33,-1.53,156.37,-1.76,-5.04,192.55,-0.30,-1.72
Emerging Markets US Dollar Government Bond Index EMUSDGBI),952.35,0.07,0.23,952.35,0.07,0.23,952.35,0.07,0.23
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,020.62",0.03,0.06,"1,020.62",0.03,0.06,"1,020.62",0.03,0.06
Debt Capacity World Government Bond Index (DCWGBI),189.38,0.11,0.20,181.60,-0.21,-0.87,201.21,0.11,0.20
Time-Weighted US Fallen Angel Bond Index,835.60,-0.24,-0.42,835.60,-0.24,-0.42,835.60,-0.24,-0.42
