,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.91,-0.20,-0.26,251.10,-0.17,-0.47,282.23,-0.19,-0.24
World Government Bond Index (WGBI),814.02,-0.26,-0.33,"1,057.25",-0.24,-0.57,967.65,-0.26,-0.31
World Government Bond Index - Developed Markets (WGBI  DM),809.82,-0.27,-0.34,"1,057.59",-0.25,-0.59,970.65,-0.27,-0.31
World Government Bond Index - Extended (WGBI Extended),820.34,-0.24,-0.29,"1,063.22",-0.20,-0.54,966.31,-0.24,-0.28
World Inflation-Linked Securities Index (WorldILSI),208.60,-0.90,0.12,182.56,-0.86,-0.35,211.37,-0.89,0.13
US Broad Investment-Grade Bond Index (USBIG),"1,958.45",-0.08,-0.16,"1,958.45",-0.08,-0.16,"1,958.45",-0.08,-0.16
US Treasury Index,"1,684.10",-0.12,-0.15,"1,684.10",-0.12,-0.15,"1,684.10",-0.12,-0.15
US High-Yield Market Index,"1,232.73",0.10,0.55,"1,232.73",0.10,0.55,"1,232.73",0.10,0.55
US High-Yield Cash Pay Index,"1,207.09",0.10,0.56,"1,207.09",0.10,0.56,"1,207.09",0.10,0.56
US High-Yield Market Capped Index,426.33,0.10,0.54,426.33,0.10,0.54,426.33,0.10,0.54
US High-Yield Cash Pay Capped Index,422.10,0.10,0.55,422.10,0.10,0.55,422.10,0.10,0.55
LATAM Government Bond Index (LATAMGBI),232.31,0.23,-0.71,110.36,0.95,-0.80,152.57,0.21,-1.01
Euro Broad Investment-Grade Bond Index (EuroBIG),253.07,-0.38,-0.48,254.39,-0.34,-0.92,296.14,-0.38,-0.41
EMU Government Bond Index (EGBI),258.40,-0.49,-0.61,259.75,-0.45,-1.06,301.92,-0.49,-0.54
Eurodollar Bond Index,476.93,-0.09,-0.10,476.93,-0.09,-0.10,476.93,-0.09,-0.10
Eurosterling Bond Index,580.38,-0.37,-0.31,510.55,-0.34,-1.32,510.21,-0.37,-0.30
Euroyen Bond Index,187.41,0.02,-0.00,170.20,0.06,-0.10,373.38,0.02,0.02
CEEMEA Government Bond Index (CEEMEAGBI),187.56,-0.03,0.19,103.67,0.56,0.74,137.12,-0.03,-0.06
Middle East and North Africa Broad Bond Index (MENABBI),175.33,0.01,0.35,175.33,0.01,0.35,175.33,0.01,0.35
Asian Government Bond Index (AGBI),195.94,0.02,0.20,168.95,0.30,0.24,170.52,0.02,0.06
Asian Government Extended Bond Index (AGBI-Extended),185.29,0.04,0.36,194.77,0.34,0.88,146.51,0.04,0.18
AsiaPac Government Bond Index (APGBI),199.66,0.02,0.19,167.12,0.28,0.16,169.02,0.02,0.06
Asian Broad Bond Index (ABBI),231.86,0.02,1.01,231.86,0.02,1.01,231.86,0.02,1.01
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.35,-0.02,0.27,139.89,0.03,0.16,129.90,-0.03,0.07
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.27,-0.02,0.27,139.82,0.03,0.16,129.83,-0.03,0.07
Dim Sum (Offshore CNY) Bond Index,147.79,0.02,0.24,150.74,0.18,0.43,118.66,0.01,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),334.88,-0.01,0.07,407.64,0.13,-0.50,214.56,-0.01,0.09
Emerging Markets Government Bond Index (EMGBI),255.36,0.03,0.18,143.18,0.35,0.48,163.23,0.03,-0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.76,0.08,-0.13,165.06,1.08,0.24,194.72,0.05,-0.61
Emerging Markets US Dollar Government Bond Index EMUSDGBI),961.66,0.20,1.21,961.66,0.20,1.21,961.66,0.20,1.21
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,030.83",0.22,1.06,"1,030.83",0.22,1.06,"1,030.83",0.22,1.06
Debt Capacity World Government Bond Index (DCWGBI),188.37,-0.26,-0.34,182.22,-0.22,-0.53,200.16,-0.26,-0.32
Time-Weighted US Fallen Angel Bond Index,848.06,0.20,1.06,848.06,0.20,1.06,848.06,0.20,1.06
