,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),253.18,-0.01,0.24,252.85,-0.09,0.22,283.60,-0.01,0.24
World Government Bond Index (WGBI),819.04,-0.02,0.28,"1,066.35",-0.15,0.28,973.41,-0.02,0.29
World Government Bond Index - Developed Markets (WGBI  DM),814.92,-0.02,0.29,"1,066.91",-0.14,0.29,976.53,-0.02,0.29
World Government Bond Index - Extended (WGBI Extended),824.95,-0.02,0.27,"1,071.95",-0.12,0.28,971.66,-0.02,0.27
World Inflation-Linked Securities Index (WorldILSI),209.21,-0.06,0.42,183.96,-0.05,0.41,211.98,-0.06,0.42
US Broad Investment-Grade Bond Index (USBIG),"1,966.30",-0.00,0.24,"1,966.30",-0.00,0.24,"1,966.30",-0.00,0.24
US Treasury Index,"1,692.16",-0.02,0.33,"1,692.16",-0.02,0.33,"1,692.16",-0.02,0.33
US High-Yield Market Index,"1,222.93",-0.09,-0.25,"1,222.93",-0.09,-0.25,"1,222.93",-0.09,-0.25
US High-Yield Cash Pay Index,"1,197.48",-0.09,-0.24,"1,197.48",-0.09,-0.24,"1,197.48",-0.09,-0.24
US High-Yield Market Capped Index,423.00,-0.10,-0.24,423.00,-0.10,-0.24,423.00,-0.10,-0.24
US High-Yield Cash Pay Capped Index,418.80,-0.10,-0.24,418.80,-0.10,-0.24,418.80,-0.10,-0.24
LATAM Government Bond Index (LATAMGBI),232.79,0.00,-0.51,109.60,0.10,-1.48,153.30,-0.01,-0.54
Euro Broad Investment-Grade Bond Index (EuroBIG),254.90,-0.00,0.25,257.14,-0.11,0.15,298.13,0.00,0.26
EMU Government Bond Index (EGBI),260.68,-0.03,0.27,262.96,-0.14,0.17,304.41,-0.03,0.28
Eurodollar Bond Index,478.92,0.02,0.31,478.92,0.02,0.31,478.92,0.02,0.31
Eurosterling Bond Index,584.49,-0.04,0.40,519.65,0.07,0.44,513.77,-0.04,0.40
Euroyen Bond Index,187.53,0.03,0.06,170.78,-0.52,0.24,373.54,0.04,0.06
CEEMEA Government Bond Index (CEEMEAGBI),187.16,-0.17,-0.03,103.45,-0.19,0.52,137.12,-0.18,-0.06
Middle East and North Africa Broad Bond Index (MENABBI),175.28,0.20,0.32,175.28,0.20,0.32,175.28,0.20,0.32
Asian Government Bond Index (AGBI),195.80,0.06,0.13,169.00,0.17,0.27,170.61,0.06,0.11
Asian Government Extended Bond Index (AGBI-Extended),184.85,0.04,0.12,193.68,0.17,0.32,146.38,0.04,0.10
AsiaPac Government Bond Index (APGBI),199.55,0.05,0.13,167.38,0.16,0.32,169.11,0.05,0.12
Asian Broad Bond Index (ABBI),230.79,0.20,0.55,230.79,0.20,0.55,230.79,0.20,0.55
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.00,-0.03,0.04,139.58,0.01,-0.06,129.82,-0.03,0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.93,-0.03,0.04,139.51,0.01,-0.06,129.75,-0.03,0.01
Dim Sum (Offshore CNY) Bond Index,147.48,0.02,0.03,150.15,0.09,0.04,118.66,0.02,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),335.25,0.05,0.18,412.06,0.09,0.58,214.77,0.05,0.19
Emerging Markets Government Bond Index (EMGBI),254.93,-0.02,0.01,142.50,0.00,0.01,163.27,-0.03,-0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.55,0.02,-0.17,162.85,0.28,-1.10,195.47,0.00,-0.23
Emerging Markets US Dollar Government Bond Index EMUSDGBI),955.64,0.23,0.58,955.64,0.23,0.58,955.64,0.23,0.58
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,026.03",0.25,0.59,"1,026.03",0.25,0.59,"1,026.03",0.25,0.59
Debt Capacity World Government Bond Index (DCWGBI),189.46,-0.04,0.24,183.63,-0.12,0.24,201.30,-0.04,0.24
Time-Weighted US Fallen Angel Bond Index,836.80,-0.05,-0.28,836.80,-0.05,-0.28,836.80,-0.05,-0.28
