,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),253.09,0.20,0.20,253.07,0.31,0.31,283.50,0.21,0.21
World Government Bond Index (WGBI),818.57,0.23,0.23,"1,067.35",0.38,0.38,972.84,0.23,0.23
World Government Bond Index - Developed Markets (WGBI  DM),814.42,0.23,0.23,"1,067.87",0.38,0.38,975.92,0.23,0.23
World Government Bond Index - Extended (WGBI Extended),824.48,0.21,0.21,"1,072.67",0.34,0.34,971.10,0.21,0.21
World Inflation-Linked Securities Index (WorldILSI),208.66,0.15,0.15,183.56,0.20,0.20,211.42,0.15,0.15
US Broad Investment-Grade Bond Index (USBIG),"1,966.69",0.26,0.26,"1,966.69",0.26,0.26,"1,966.69",0.26,0.26
US Treasury Index,"1,692.43",0.35,0.35,"1,692.43",0.35,0.35,"1,692.43",0.35,0.35
US High-Yield Market Index,"1,225.91",-0.00,-0.00,"1,225.91",-0.00,-0.00,"1,225.91",-0.00,-0.00
US High-Yield Cash Pay Index,"1,200.35",-0.00,-0.00,"1,200.35",-0.00,-0.00,"1,200.35",-0.00,-0.00
US High-Yield Market Capped Index,424.05,0.00,0.00,424.05,0.00,0.00,424.05,0.00,0.00
US High-Yield Cash Pay Capped Index,419.82,0.00,0.00,419.82,0.00,0.00,419.82,0.00,0.00
LATAM Government Bond Index (LATAMGBI),233.10,-0.37,-0.37,110.92,-0.29,-0.29,153.53,-0.39,-0.39
Euro Broad Investment-Grade Bond Index (EuroBIG),254.76,0.19,0.19,257.77,0.39,0.39,297.95,0.20,0.20
EMU Government Bond Index (EGBI),260.57,0.23,0.23,263.65,0.43,0.43,304.28,0.23,0.23
Eurodollar Bond Index,478.89,0.31,0.31,478.89,0.31,0.31,478.89,0.31,0.31
Eurosterling Bond Index,583.45,0.22,0.22,518.30,0.18,0.18,512.85,0.22,0.22
Euroyen Bond Index,187.44,0.01,0.01,171.15,0.45,0.45,373.34,0.01,0.01
CEEMEA Government Bond Index (CEEMEAGBI),187.55,0.18,0.18,103.70,0.77,0.77,137.43,0.17,0.17
Middle East and North Africa Broad Bond Index (MENABBI),174.95,0.14,0.14,174.95,0.14,0.14,174.95,0.14,0.14
Asian Government Bond Index (AGBI),195.62,0.04,0.04,168.53,-0.00,-0.00,170.47,0.03,0.03
Asian Government Extended Bond Index (AGBI-Extended),184.72,0.05,0.05,193.16,0.05,0.05,146.30,0.04,0.04
AsiaPac Government Bond Index (APGBI),199.35,0.03,0.03,166.92,0.04,0.04,168.95,0.02,0.02
Asian Broad Bond Index (ABBI),229.97,0.19,0.19,229.97,0.19,0.19,229.97,0.19,0.19
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.06,0.08,0.08,139.67,0.00,0.00,129.88,0.06,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.99,0.08,0.08,139.60,0.01,0.01,129.82,0.06,0.06
Dim Sum (Offshore CNY) Bond Index,147.42,-0.01,-0.01,150.15,0.04,0.04,118.63,-0.03,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),334.68,0.01,0.01,411.13,0.35,0.35,214.40,0.01,0.01
Emerging Markets Government Bond Index (EMGBI),255.07,0.07,0.07,142.75,0.18,0.18,163.38,0.05,0.05
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.84,-0.11,-0.11,165.12,0.27,0.27,195.65,-0.14,-0.14
Emerging Markets US Dollar Government Bond Index EMUSDGBI),952.54,0.25,0.25,952.54,0.25,0.25,952.54,0.25,0.25
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,022.33",0.23,0.23,"1,022.33",0.23,0.23,"1,022.33",0.23,0.23
Debt Capacity World Government Bond Index (DCWGBI),189.36,0.18,0.18,183.83,0.35,0.35,201.18,0.19,0.19
Time-Weighted US Fallen Angel Bond Index,838.62,-0.06,-0.06,838.62,-0.06,-0.06,838.62,-0.06,-0.06
