,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.80,-0.01,-0.31,250.43,-0.04,-0.73,282.07,-0.01,-0.30
World Government Bond Index (WGBI),814.90,-0.01,-0.22,"1,055.55",-0.04,-0.73,968.54,-0.01,-0.22
World Government Bond Index - Developed Markets (WGBI  DM),810.76,-0.01,-0.22,"1,056.07",-0.04,-0.73,971.61,-0.01,-0.21
World Government Bond Index - Extended (WGBI Extended),821.02,-0.00,-0.21,"1,061.31",-0.03,-0.72,967.05,-0.00,-0.21
World Inflation-Linked Securities Index (WorldILSI),208.71,-0.16,0.18,182.77,-0.25,-0.24,211.48,-0.16,0.18
US Broad Investment-Grade Bond Index (USBIG),"1,947.91",-0.04,-0.70,"1,947.91",-0.04,-0.70,"1,947.91",-0.04,-0.70
US Treasury Index,"1,674.25",-0.07,-0.73,"1,674.25",-0.07,-0.73,"1,674.25",-0.07,-0.73
US High-Yield Market Index,"1,221.01",0.04,-0.40,"1,221.01",0.04,-0.40,"1,221.01",0.04,-0.40
US High-Yield Cash Pay Index,"1,195.63",0.04,-0.39,"1,195.63",0.04,-0.39,"1,195.63",0.04,-0.39
US High-Yield Market Capped Index,422.36,0.04,-0.40,422.36,0.04,-0.40,422.36,0.04,-0.40
US High-Yield Cash Pay Capped Index,418.17,0.04,-0.39,418.17,0.04,-0.39,418.17,0.04,-0.39
LATAM Government Bond Index (LATAMGBI),230.80,-0.09,-1.36,108.66,0.03,-2.33,151.90,-0.09,-1.45
Euro Broad Investment-Grade Bond Index (EuroBIG),254.76,0.03,0.19,254.47,-0.05,-0.89,298.00,0.03,0.21
EMU Government Bond Index (EGBI),260.66,0.06,0.26,260.36,-0.02,-0.82,304.43,0.07,0.28
Eurodollar Bond Index,473.21,-0.03,-0.88,473.21,-0.03,-0.88,473.21,-0.03,-0.88
Eurosterling Bond Index,582.16,-0.21,-0.00,514.79,-0.45,-0.50,511.73,-0.21,0.00
Euroyen Bond Index,187.30,0.01,-0.06,169.33,0.12,-0.61,373.10,0.01,-0.05
CEEMEA Government Bond Index (CEEMEAGBI),186.54,0.08,-0.36,101.78,0.08,-1.09,136.58,0.07,-0.45
Middle East and North Africa Broad Bond Index (MENABBI),174.47,-0.04,-0.14,174.47,-0.04,-0.14,174.47,-0.04,-0.14
Asian Government Bond Index (AGBI),195.42,0.05,-0.06,167.65,0.04,-0.53,170.22,0.05,-0.12
Asian Government Extended Bond Index (AGBI-Extended),184.56,0.04,-0.04,192.48,0.10,-0.30,146.08,0.04,-0.11
AsiaPac Government Bond Index (APGBI),199.13,0.07,-0.08,166.04,0.00,-0.49,168.70,0.07,-0.12
Asian Broad Bond Index (ABBI),230.00,0.04,0.20,230.00,0.04,0.20,230.00,0.04,0.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.97,0.06,0.02,139.24,0.22,-0.30,129.72,0.06,-0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.89,0.06,0.02,139.17,0.22,-0.30,129.66,0.06,-0.06
Dim Sum (Offshore CNY) Bond Index,147.53,-0.02,0.06,149.83,-0.01,-0.18,118.63,-0.02,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),334.40,0.20,-0.07,408.89,-0.25,-0.19,214.23,0.20,-0.07
Emerging Markets Government Bond Index (EMGBI),254.34,0.05,-0.22,141.46,0.14,-0.73,162.80,0.04,-0.30
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.96,-0.11,-0.54,161.44,-0.26,-1.97,194.53,-0.12,-0.71
Emerging Markets US Dollar Government Bond Index EMUSDGBI),948.18,0.05,-0.20,948.18,0.05,-0.20,948.18,0.05,-0.20
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,017.04",0.02,-0.29,"1,017.04",0.02,-0.29,"1,017.04",0.02,-0.29
Debt Capacity World Government Bond Index (DCWGBI),188.65,-0.01,-0.19,181.78,-0.04,-0.77,200.44,-0.01,-0.18
Time-Weighted US Fallen Angel Bond Index,836.68,0.09,-0.29,836.68,0.09,-0.29,836.68,0.09,-0.29
