,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.41,0.13,-0.07,251.54,0.19,-0.29,282.79,0.13,-0.05
World Government Bond Index (WGBI),816.18,0.14,-0.07,"1,059.76",0.21,-0.34,970.20,0.14,-0.04
World Government Bond Index - Developed Markets (WGBI  DM),811.99,0.14,-0.07,"1,060.21",0.21,-0.34,973.24,0.14,-0.04
World Government Bond Index - Extended (WGBI Extended),822.35,0.14,-0.05,"1,065.36",0.23,-0.34,968.66,0.14,-0.04
World Inflation-Linked Securities Index (WorldILSI),210.49,0.10,1.03,184.14,0.18,0.51,213.28,0.10,1.03
US Broad Investment-Grade Bond Index (USBIG),"1,960.08",0.14,-0.08,"1,960.08",0.14,-0.08,"1,960.08",0.14,-0.08
US Treasury Index,"1,686.11",0.16,-0.03,"1,686.11",0.16,-0.03,"1,686.11",0.16,-0.03
US High-Yield Market Index,"1,231.48",0.16,0.45,"1,231.48",0.16,0.45,"1,231.48",0.16,0.45
US High-Yield Cash Pay Index,"1,205.85",0.16,0.46,"1,205.85",0.16,0.46,"1,205.85",0.16,0.46
US High-Yield Market Capped Index,425.92,0.15,0.44,425.92,0.15,0.44,425.92,0.15,0.44
US High-Yield Cash Pay Capped Index,421.68,0.15,0.45,421.68,0.15,0.45,421.68,0.15,0.45
LATAM Government Bond Index (LATAMGBI),231.78,0.12,-0.94,109.32,0.68,-1.73,152.26,0.09,-1.22
Euro Broad Investment-Grade Bond Index (EuroBIG),254.04,0.15,-0.09,255.25,0.26,-0.59,297.27,0.16,-0.03
EMU Government Bond Index (EGBI),259.68,0.19,-0.11,260.92,0.30,-0.61,303.41,0.19,-0.05
Eurodollar Bond Index,477.36,0.20,-0.01,477.36,0.20,-0.01,477.36,0.20,-0.01
Eurosterling Bond Index,582.55,0.02,0.07,512.27,0.12,-0.99,512.09,0.02,0.07
Euroyen Bond Index,187.38,0.01,-0.02,170.10,0.08,-0.16,373.31,0.02,0.00
CEEMEA Government Bond Index (CEEMEAGBI),187.61,0.18,0.21,103.09,0.52,0.18,137.17,0.16,-0.03
Middle East and North Africa Broad Bond Index (MENABBI),175.31,0.03,0.34,175.31,0.03,0.34,175.31,0.03,0.34
Asian Government Bond Index (AGBI),195.89,0.15,0.18,168.45,0.39,-0.05,170.48,0.14,0.04
Asian Government Extended Bond Index (AGBI-Extended),185.21,0.14,0.31,194.11,0.47,0.54,146.45,0.13,0.15
AsiaPac Government Bond Index (APGBI),199.61,0.15,0.17,166.66,0.37,-0.12,168.99,0.14,0.05
Asian Broad Bond Index (ABBI),231.81,0.18,0.99,231.81,0.18,0.99,231.81,0.18,0.99
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.38,0.12,0.29,139.85,0.32,0.14,129.93,0.10,0.10
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.30,0.12,0.29,139.78,0.32,0.13,129.86,0.10,0.10
Dim Sum (Offshore CNY) Bond Index,147.77,0.01,0.22,150.47,0.10,0.25,118.65,-0.02,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),334.90,0.21,0.08,407.11,0.25,-0.63,214.58,0.21,0.10
Emerging Markets Government Bond Index (EMGBI),255.27,0.13,0.15,142.67,0.46,0.13,163.19,0.11,-0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.40,0.16,-0.21,163.30,0.69,-0.83,194.62,0.11,-0.66
Emerging Markets US Dollar Government Bond Index EMUSDGBI),959.69,0.25,1.01,959.69,0.25,1.01,959.69,0.25,1.01
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,028.56",0.22,0.84,"1,028.56",0.22,0.84,"1,028.56",0.22,0.84
Debt Capacity World Government Bond Index (DCWGBI),188.86,0.14,-0.08,182.61,0.30,-0.31,200.67,0.14,-0.07
Time-Weighted US Fallen Angel Bond Index,846.36,0.28,0.86,846.36,0.28,0.86,846.36,0.28,0.86
