,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.23,-0.34,-0.13,251.10,-0.64,-0.47,282.55,-0.34,-0.13
World Government Bond Index (WGBI),816.29,-0.35,-0.05,"1,058.43",-0.74,-0.46,970.16,-0.35,-0.05
World Government Bond Index - Developed Markets (WGBI  DM),812.18,-0.35,-0.05,"1,059.01",-0.74,-0.45,973.26,-0.35,-0.04
World Government Bond Index - Extended (WGBI Extended),822.44,-0.33,-0.04,"1,064.64",-0.69,-0.41,968.70,-0.33,-0.04
World Inflation-Linked Securities Index (WorldILSI),209.22,-0.10,0.42,183.41,-0.46,0.11,211.99,-0.11,0.42
US Broad Investment-Grade Bond Index (USBIG),"1,954.98",-0.39,-0.34,"1,954.98",-0.39,-0.34,"1,954.98",-0.39,-0.34
US Treasury Index,"1,681.76",-0.42,-0.29,"1,681.76",-0.42,-0.29,"1,681.76",-0.42,-0.29
US High-Yield Market Index,"1,223.28",0.01,-0.22,"1,223.28",0.01,-0.22,"1,223.28",0.01,-0.22
US High-Yield Cash Pay Index,"1,197.86",0.01,-0.21,"1,197.86",0.01,-0.21,"1,197.86",0.01,-0.21
US High-Yield Market Capped Index,423.14,0.01,-0.21,423.14,0.01,-0.21,423.14,0.01,-0.21
US High-Yield Cash Pay Capped Index,418.95,0.01,-0.20,418.95,0.01,-0.20,418.95,0.01,-0.20
LATAM Government Bond Index (LATAMGBI),231.64,-0.38,-1.00,108.40,-1.43,-2.56,152.53,-0.38,-1.04
Euro Broad Investment-Grade Bond Index (EuroBIG),254.63,-0.29,0.14,255.00,-0.95,-0.69,297.81,-0.28,0.15
EMU Government Bond Index (EGBI),260.48,-0.34,0.19,260.86,-1.01,-0.63,304.19,-0.34,0.20
Eurodollar Bond Index,475.41,-0.49,-0.42,475.41,-0.49,-0.42,475.41,-0.49,-0.42
Eurosterling Bond Index,581.29,-0.57,-0.15,515.17,-1.05,-0.42,510.96,-0.57,-0.15
Euroyen Bond Index,187.37,-0.06,-0.03,169.44,-0.63,-0.55,373.23,-0.06,-0.02
CEEMEA Government Bond Index (CEEMEAGBI),186.82,-0.20,-0.21,102.16,-1.22,-0.72,136.85,-0.20,-0.26
Middle East and North Africa Broad Bond Index (MENABBI),174.81,-0.15,0.06,174.81,-0.15,0.06,174.81,-0.15,0.06
Asian Government Bond Index (AGBI),195.83,-0.06,0.15,168.84,-0.12,0.18,170.62,-0.06,0.12
Asian Government Extended Bond Index (AGBI-Extended),184.87,-0.06,0.13,193.57,-0.10,0.26,146.38,-0.07,0.10
AsiaPac Government Bond Index (APGBI),199.52,-0.07,0.12,167.11,-0.24,0.16,169.07,-0.08,0.09
Asian Broad Bond Index (ABBI),229.93,-0.29,0.17,229.93,-0.29,0.17,229.93,-0.29,0.17
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.18,-0.03,0.16,139.64,-0.13,-0.02,129.96,-0.04,0.12
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.11,-0.03,0.16,139.56,-0.13,-0.02,129.89,-0.04,0.12
Dim Sum (Offshore CNY) Bond Index,147.49,0.14,0.03,149.70,-0.29,-0.26,118.65,0.13,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),334.43,-0.18,-0.06,409.63,-0.98,-0.01,214.24,-0.18,-0.06
Emerging Markets Government Bond Index (EMGBI),254.79,-0.13,-0.04,141.83,-0.55,-0.47,163.16,-0.14,-0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.51,-0.20,-0.41,161.20,-1.79,-2.11,194.95,-0.21,-0.50
Emerging Markets US Dollar Government Bond Index EMUSDGBI),951.95,-0.28,0.19,951.95,-0.28,0.19,951.95,-0.28,0.19
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,022.17",-0.25,0.22,"1,022.17",-0.25,0.22,"1,022.17",-0.25,0.22
Debt Capacity World Government Bond Index (DCWGBI),188.93,-0.33,-0.04,182.23,-0.81,-0.52,200.73,-0.33,-0.04
Time-Weighted US Fallen Angel Bond Index,837.06,0.01,-0.25,837.06,0.01,-0.25,837.06,0.01,-0.25
