,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.27,0.19,-0.12,251.48,0.42,-0.32,282.61,0.19,-0.11
World Government Bond Index (WGBI),816.40,0.18,-0.04,"1,060.51",0.47,-0.27,970.33,0.19,-0.03
World Government Bond Index - Developed Markets (WGBI  DM),812.24,0.18,-0.04,"1,061.02",0.47,-0.26,973.39,0.18,-0.03
World Government Bond Index - Extended (WGBI Extended),822.39,0.17,-0.04,"1,065.64",0.41,-0.31,968.66,0.17,-0.04
World Inflation-Linked Securities Index (WorldILSI),209.05,0.16,0.34,183.40,0.35,0.11,211.82,0.16,0.34
US Broad Investment-Grade Bond Index (USBIG),"1,954.59",0.34,-0.36,"1,954.59",0.34,-0.36,"1,954.59",0.34,-0.36
US Treasury Index,"1,681.38",0.43,-0.31,"1,681.38",0.43,-0.31,"1,681.38",0.43,-0.31
US High-Yield Market Index,"1,221.61",0.05,-0.35,"1,221.61",0.05,-0.35,"1,221.61",0.05,-0.35
US High-Yield Cash Pay Index,"1,196.21",0.05,-0.35,"1,196.21",0.05,-0.35,"1,196.21",0.05,-0.35
US High-Yield Market Capped Index,422.55,0.04,-0.35,422.55,0.04,-0.35,422.55,0.04,-0.35
US High-Yield Cash Pay Capped Index,418.36,0.04,-0.34,418.36,0.04,-0.34,418.36,0.04,-0.34
LATAM Government Bond Index (LATAMGBI),231.15,0.15,-1.21,109.28,0.57,-1.77,152.11,0.14,-1.32
Euro Broad Investment-Grade Bond Index (EuroBIG),254.79,0.01,0.20,255.88,0.55,-0.34,298.05,0.02,0.23
EMU Government Bond Index (EGBI),260.69,0.01,0.27,261.80,0.55,-0.28,304.48,0.01,0.30
Eurodollar Bond Index,475.17,0.41,-0.47,475.17,0.41,-0.47,475.17,0.41,-0.47
Eurosterling Bond Index,582.98,0.14,0.14,516.24,0.28,-0.22,512.44,0.14,0.14
Euroyen Bond Index,187.34,0.02,-0.04,170.13,0.47,-0.15,373.18,0.02,-0.03
CEEMEA Government Bond Index (CEEMEAGBI),186.74,0.11,-0.25,102.36,0.57,-0.54,136.71,0.10,-0.36
Middle East and North Africa Broad Bond Index (MENABBI),174.74,0.15,0.01,174.74,0.15,0.01,174.74,0.15,0.01
Asian Government Bond Index (AGBI),195.35,-0.04,-0.10,167.24,-0.24,-0.77,170.15,-0.04,-0.16
Asian Government Extended Bond Index (AGBI-Extended),184.54,-0.01,-0.05,192.17,-0.16,-0.47,146.06,-0.01,-0.12
AsiaPac Government Bond Index (APGBI),199.00,-0.06,-0.14,165.74,-0.18,-0.67,168.59,-0.07,-0.19
Asian Broad Bond Index (ABBI),230.46,0.20,0.41,230.46,0.20,0.41,230.46,0.20,0.41
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),148.95,-0.02,-0.00,139.09,-0.11,-0.41,129.69,-0.02,-0.08
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),148.87,-0.02,-0.00,139.02,-0.11,-0.41,129.62,-0.02,-0.09
Dim Sum (Offshore CNY) Bond Index,147.59,0.04,0.10,149.88,0.04,-0.14,118.67,0.03,-0.00
Australian Broad Investment-Grade Bond Index (AusBIG),333.77,-0.19,-0.26,410.01,0.27,0.08,213.83,-0.19,-0.25
Emerging Markets Government Bond Index (EMGBI),254.38,0.02,-0.20,141.60,0.10,-0.63,162.82,0.01,-0.29
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.83,-0.26,-0.80,161.27,-0.10,-2.07,194.00,-0.27,-0.98
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.44,0.24,0.03,950.44,0.24,0.03,950.44,0.24,0.03
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,018.87",0.18,-0.11,"1,018.87",0.18,-0.11,"1,018.87",0.18,-0.11
Debt Capacity World Government Bond Index (DCWGBI),188.92,0.14,-0.05,182.65,0.48,-0.29,200.72,0.14,-0.04
Time-Weighted US Fallen Angel Bond Index,837.82,0.14,-0.16,837.82,0.14,-0.16,837.82,0.14,-0.16
