,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),226.32,-0.07,-0.40,214.76,0.10,-0.47,254.38,-0.07,-0.39
World Government Bond Index (WGBI),734.56,-0.16,-0.48,893.59,0.04,-0.62,876.29,-0.16,-0.48
World Government Bond Index - Developed Markets (WGBI  DM),729.63,-0.16,-0.49,892.25,0.03,-0.64,878.14,-0.16,-0.49
World Government Bond Index - Extended (WGBI Extended),745.66,-0.16,-0.46,906.65,0.01,-0.63,880.13,-0.16,-0.46
World Inflation-Linked Securities Index (WorldILSI),192.05,0.08,0.18,159.41,0.35,0.09,194.84,0.08,0.18
US Broad Investment-Grade Bond Index (USBIG),"1,759.13",0.15,-0.26,"1,759.13",0.15,-0.26,"1,759.13",0.15,-0.26
US Treasury Index,"1,526.43",0.09,-0.35,"1,526.43",0.09,-0.35,"1,526.43",0.09,-0.35
US High-Yield Market Index,"1,147.97",0.01,-0.00,"1,147.97",0.01,-0.00,"1,147.97",0.01,-0.00
US High-Yield Cash Pay Index,"1,124.94",0.01,0.02,"1,124.94",0.01,0.02,"1,124.94",0.01,0.02
US High-Yield Market Capped Index,397.36,0.02,0.01,397.36,0.02,0.01,397.36,0.02,0.01
US High-Yield Cash Pay Capped Index,393.72,0.02,0.03,393.72,0.02,0.03,393.72,0.02,0.03
LATAM Government Bond Index (LATAMGBI),221.09,0.03,0.01,107.82,0.72,0.20,139.22,0.02,-0.02
Euro Broad Investment-Grade Bond Index (EuroBIG),222.32,-0.44,-0.76,202.89,0.02,-0.72,262.69,-0.44,-0.75
EMU Government Bond Index (EGBI),225.03,-0.54,-0.91,205.36,-0.08,-0.87,265.49,-0.53,-0.90
Eurodollar Bond Index,418.75,0.01,-0.20,418.75,0.01,-0.20,418.75,0.01,-0.20
Eurosterling Bond Index,512.35,0.01,-0.06,410.79,0.39,-0.53,451.51,0.01,-0.06
Euroyen Bond Index,185.48,-0.01,0.02,142.52,0.06,-0.90,371.17,-0.01,0.03
CEEMEA Government Bond Index (CEEMEAGBI),146.56,-0.07,-0.11,70.00,0.48,0.19,101.16,-0.08,-0.13
Middle East and North Africa Broad Bond Index (MENABBI),158.74,-0.06,-0.27,158.74,-0.06,-0.27,158.74,-0.06,-0.27
Asian Government Bond Index (AGBI),192.64,-0.16,-0.18,158.91,-0.20,-0.58,165.27,-0.16,-0.18
Asian Government Extended Bond Index (AGBI-Extended),182.04,-0.12,-0.14,181.71,-0.18,-0.47,141.60,-0.12,-0.15
AsiaPac Government Bond Index (APGBI),193.40,-0.19,-0.26,155.22,-0.16,-0.54,161.64,-0.19,-0.26
Asian Broad Bond Index (ABBI),204.08,-0.05,-0.30,204.08,-0.05,-0.30,204.08,-0.05,-0.30
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.14,-0.03,-0.03,139.79,0.25,-0.31,131.40,-0.03,-0.03
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.06,-0.03,-0.03,139.72,0.25,-0.31,131.34,-0.04,-0.03
Dim Sum (Offshore CNY) Bond Index,149.82,-0.01,-0.01,147.73,0.26,0.08,117.87,-0.01,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),292.45,-0.50,-0.97,352.34,0.14,-0.14,187.29,-0.50,-0.97
Emerging Markets Government Bond Index (EMGBI),245.87,-0.02,-0.04,131.08,0.31,-0.14,152.90,-0.02,-0.06
Emerging Markets Inflation-Linked Securities Index (EMILSI),482.83,-0.01,0.33,178.66,0.40,0.11,202.78,-0.04,0.26
Emerging Markets US Dollar Government Bond Index EMUSDGBI),787.11,-0.05,-0.29,787.11,-0.05,-0.29,787.11,-0.05,-0.29
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),838.28,-0.09,-0.37,838.28,-0.09,-0.37,838.28,-0.09,-0.37
Debt Capacity World Government Bond Index (DCWGBI),169.56,-0.22,-0.52,153.40,0.07,-0.59,180.53,-0.22,-0.52
Time-Weighted US Fallen Angel Bond Index,771.75,0.07,-0.04,771.75,0.07,-0.04,771.75,0.07,-0.04
