,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),222.14,-0.15,-2.24,208.75,-0.14,-3.26,249.83,-0.15,-2.18
World Government Bond Index (WGBI),724.85,-0.19,-1.80,869.80,-0.20,-3.27,865.34,-0.19,-1.72
World Government Bond Index - Developed Markets (WGBI  DM),719.75,-0.20,-1.84,868.11,-0.22,-3.32,866.94,-0.19,-1.76
World Government Bond Index - Extended (WGBI Extended),736.23,-0.16,-1.72,883.09,-0.15,-3.21,869.58,-0.16,-1.65
World Inflation-Linked Securities Index (WorldILSI),187.54,0.34,-2.17,153.76,0.45,-3.46,190.39,0.33,-2.11
US Broad Investment-Grade Bond Index (USBIG),"1,723.00",-0.24,-2.30,"1,723.00",-0.24,-2.30,"1,723.00",-0.24,-2.30
US Treasury Index,"1,506.32",-0.36,-1.66,"1,506.32",-0.36,-1.66,"1,506.32",-0.36,-1.66
US High-Yield Market Index,"1,090.19",0.54,-5.04,"1,090.19",0.54,-5.04,"1,090.19",0.54,-5.04
US High-Yield Cash Pay Index,"1,068.31",0.55,-5.02,"1,068.31",0.55,-5.02,"1,068.31",0.55,-5.02
US High-Yield Market Capped Index,377.28,0.53,-5.04,377.28,0.53,-5.04,377.28,0.53,-5.04
US High-Yield Cash Pay Capped Index,373.82,0.53,-5.02,373.82,0.53,-5.02,373.82,0.53,-5.02
LATAM Government Bond Index (LATAMGBI),219.46,0.24,-0.73,101.66,-0.32,-5.52,137.69,0.21,-1.12
Euro Broad Investment-Grade Bond Index (EuroBIG),218.27,-0.09,-2.57,196.00,0.06,-4.10,258.32,-0.09,-2.40
EMU Government Bond Index (EGBI),221.90,-0.15,-2.29,199.25,0.00,-3.82,262.19,-0.14,-2.13
Eurodollar Bond Index,407.95,-0.18,-2.77,407.95,-0.18,-2.77,407.95,-0.18,-2.77
Eurosterling Bond Index,500.72,-0.21,-2.33,393.34,-0.07,-4.75,441.60,-0.20,-2.25
Euroyen Bond Index,184.57,0.05,-0.46,136.19,-0.51,-5.30,369.78,0.05,-0.34
CEEMEA Government Bond Index (CEEMEAGBI),144.39,-0.20,-1.59,67.13,0.31,-3.92,99.40,-0.22,-1.88
Middle East and North Africa Broad Bond Index (MENABBI),153.83,0.10,-3.35,153.83,0.10,-3.35,153.83,0.10,-3.35
Asian Government Bond Index (AGBI),191.70,0.14,-0.67,156.05,0.31,-2.37,164.45,0.13,-0.67
Asian Government Extended Bond Index (AGBI-Extended),181.57,0.12,-0.40,179.04,0.24,-1.94,141.16,0.11,-0.45
AsiaPac Government Bond Index (APGBI),192.31,0.21,-0.82,151.90,0.40,-2.67,160.75,0.20,-0.81
Asian Broad Bond Index (ABBI),199.77,-0.05,-2.40,199.77,-0.05,-2.40,199.77,-0.05,-2.40
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.23,-0.04,0.03,139.47,0.17,-0.53,131.42,-0.05,-0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.15,-0.05,0.03,139.40,0.17,-0.53,131.35,-0.05,-0.02
Dim Sum (Offshore CNY) Bond Index,149.89,0.07,0.04,147.60,0.27,-0.00,117.84,0.06,-0.04
Australian Broad Investment-Grade Bond Index (AusBIG),289.03,0.58,-2.13,334.23,0.98,-5.27,185.32,0.55,-2.01
Emerging Markets Government Bond Index (EMGBI),245.33,0.01,-0.27,128.90,0.11,-1.80,152.40,0.01,-0.38
Emerging Markets Inflation-Linked Securities Index (EMILSI),483.90,-0.02,0.55,167.58,-0.65,-6.10,201.86,-0.05,-0.19
Emerging Markets US Dollar Government Bond Index EMUSDGBI),746.45,0.23,-5.44,746.45,0.23,-5.44,746.45,0.23,-5.44
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),794.61,0.22,-5.56,794.61,0.22,-5.56,794.61,0.22,-5.56
Debt Capacity World Government Bond Index (DCWGBI),167.34,-0.13,-1.82,148.89,-0.02,-3.51,178.29,-0.13,-1.75
Time-Weighted US Fallen Angel Bond Index,735.08,0.54,-4.79,735.08,0.54,-4.79,735.08,0.54,-4.79
