,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),222.56,-0.69,-2.05,209.29,-1.11,-3.01,250.24,-0.68,-2.02
World Government Bond Index (WGBI),723.58,-0.56,-1.97,869.47,-1.03,-3.30,863.54,-0.54,-1.93
World Government Bond Index - Developed Markets (WGBI  DM),718.47,-0.57,-2.02,867.75,-1.04,-3.37,865.08,-0.55,-1.97
World Government Bond Index - Extended (WGBI Extended),735.32,-0.53,-1.84,883.61,-0.98,-3.16,868.24,-0.51,-1.80
World Inflation-Linked Securities Index (WorldILSI),189.16,-0.88,-1.33,155.34,-1.67,-2.46,191.97,-0.86,-1.29
US Broad Investment-Grade Bond Index (USBIG),"1,729.57",-0.83,-1.93,"1,729.57",-0.83,-1.93,"1,729.57",-0.83,-1.93
US Treasury Index,"1,505.35",-0.66,-1.73,"1,505.35",-0.66,-1.73,"1,505.35",-0.66,-1.73
US High-Yield Market Index,"1,118.33",-1.05,-2.59,"1,118.33",-1.05,-2.59,"1,118.33",-1.05,-2.59
US High-Yield Cash Pay Index,"1,095.77",-1.06,-2.58,"1,095.77",-1.06,-2.58,"1,095.77",-1.06,-2.58
US High-Yield Market Capped Index,387.21,-1.05,-2.54,387.21,-1.05,-2.54,387.21,-1.05,-2.54
US High-Yield Cash Pay Capped Index,383.62,-1.06,-2.53,383.62,-1.06,-2.53,383.62,-1.06,-2.53
LATAM Government Bond Index (LATAMGBI),218.48,-0.12,-1.17,103.79,-1.57,-3.54,137.40,-0.12,-1.33
Euro Broad Investment-Grade Bond Index (EuroBIG),217.68,-0.65,-2.83,195.20,-1.77,-4.49,257.44,-0.61,-2.73
EMU Government Bond Index (EGBI),219.88,-0.68,-3.18,197.17,-1.80,-4.82,259.66,-0.64,-3.07
Eurodollar Bond Index,411.55,-0.88,-1.91,411.55,-0.88,-1.91,411.55,-0.88,-1.91
Eurosterling Bond Index,502.44,-0.81,-1.99,396.37,-2.39,-4.02,442.99,-0.77,-1.94
Euroyen Bond Index,185.39,-0.05,-0.02,137.79,-0.02,-4.19,371.12,-0.05,0.02
CEEMEA Government Bond Index (CEEMEAGBI),143.41,-0.75,-2.25,67.01,-2.41,-4.09,98.92,-0.73,-2.35
Middle East and North Africa Broad Bond Index (MENABBI),156.18,-0.68,-1.88,156.18,-0.68,-1.88,156.18,-0.68,-1.88
Asian Government Bond Index (AGBI),192.51,-0.11,-0.25,157.95,-0.41,-1.18,165.14,-0.11,-0.26
Asian Government Extended Bond Index (AGBI-Extended),181.81,-0.09,-0.27,180.61,-0.34,-1.07,141.39,-0.09,-0.29
AsiaPac Government Bond Index (APGBI),193.05,-0.14,-0.44,153.79,-0.51,-1.46,161.35,-0.13,-0.44
Asian Broad Bond Index (ABBI),202.53,-0.45,-1.06,202.53,-0.45,-1.06,202.53,-0.45,-1.06
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.20,0.02,0.01,139.51,-0.09,-0.50,131.43,0.02,-0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.13,0.02,0.02,139.45,-0.09,-0.50,131.37,0.02,-0.01
Dim Sum (Offshore CNY) Bond Index,150.00,0.02,0.12,146.71,-0.46,-0.61,117.98,0.01,0.08
Australian Broad Investment-Grade Bond Index (AusBIG),290.05,-0.24,-1.78,340.53,-1.27,-3.49,185.85,-0.22,-1.73
Emerging Markets Government Bond Index (EMGBI),245.16,-0.11,-0.33,129.69,-0.57,-1.20,152.40,-0.11,-0.38
Emerging Markets Inflation-Linked Securities Index (EMILSI),481.59,-0.13,0.07,172.30,-1.63,-3.45,201.75,-0.16,-0.24
Emerging Markets US Dollar Government Bond Index EMUSDGBI),765.97,-1.04,-2.97,765.97,-1.04,-2.97,765.97,-1.04,-2.97
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),817.15,-1.00,-2.88,817.15,-1.00,-2.88,817.15,-1.00,-2.88
Debt Capacity World Government Bond Index (DCWGBI),167.01,-0.51,-2.02,148.94,-1.19,-3.47,177.89,-0.48,-1.98
Time-Weighted US Fallen Angel Bond Index,753.90,-1.03,-2.35,753.90,-1.03,-2.35,753.90,-1.03,-2.35
