,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),225.47,0.29,-0.77,213.54,0.18,-1.04,253.45,0.29,-0.76
World Government Bond Index (WGBI),732.41,0.32,-0.77,888.04,0.14,-1.24,873.82,0.33,-0.76
World Government Bond Index - Developed Markets (WGBI  DM),727.47,0.33,-0.79,886.57,0.15,-1.27,875.65,0.34,-0.77
World Government Bond Index - Extended (WGBI Extended),743.54,0.28,-0.74,901.31,0.07,-1.22,877.71,0.28,-0.73
World Inflation-Linked Securities Index (WorldILSI),192.04,0.58,0.17,159.41,0.56,0.09,194.83,0.58,0.18
US Broad Investment-Grade Bond Index (USBIG),"1,750.73",0.32,-0.73,"1,750.73",0.32,-0.73,"1,750.73",0.32,-0.73
US Treasury Index,"1,521.31",0.39,-0.68,"1,521.31",0.39,-0.68,"1,521.31",0.39,-0.68
US High-Yield Market Index,"1,137.87",-0.42,-0.88,"1,137.87",-0.42,-0.88,"1,137.87",-0.42,-0.88
US High-Yield Cash Pay Index,"1,114.99",-0.42,-0.87,"1,114.99",-0.42,-0.87,"1,114.99",-0.42,-0.87
US High-Yield Market Capped Index,393.93,-0.43,-0.85,393.93,-0.43,-0.85,393.93,-0.43,-0.85
US High-Yield Cash Pay Capped Index,390.30,-0.43,-0.83,390.30,-0.43,-0.83,390.30,-0.43,-0.83
LATAM Government Bond Index (LATAMGBI),219.72,-0.16,-0.61,106.30,-0.83,-1.22,138.22,-0.17,-0.74
Euro Broad Investment-Grade Bond Index (EuroBIG),221.71,0.38,-1.03,202.12,0.24,-1.10,262.04,0.39,-1.00
EMU Government Bond Index (EGBI),224.40,0.53,-1.18,204.57,0.39,-1.25,264.82,0.54,-1.15
Eurodollar Bond Index,416.78,0.25,-0.67,416.78,0.25,-0.67,416.78,0.25,-0.67
Eurosterling Bond Index,510.95,0.39,-0.33,410.90,0.59,-0.50,450.29,0.39,-0.33
Euroyen Bond Index,185.52,-0.01,0.05,139.72,-0.87,-2.85,371.33,-0.00,0.07
CEEMEA Government Bond Index (CEEMEAGBI),145.75,-0.38,-0.66,69.72,-0.57,-0.21,100.53,-0.39,-0.76
Middle East and North Africa Broad Bond Index (MENABBI),158.13,0.01,-0.65,158.13,0.01,-0.65,158.13,0.01,-0.65
Asian Government Bond Index (AGBI),192.49,-0.17,-0.26,158.76,-0.60,-0.68,165.13,-0.16,-0.27
Asian Government Extended Bond Index (AGBI-Extended),181.71,-0.22,-0.32,181.30,-0.57,-0.70,141.32,-0.22,-0.34
AsiaPac Government Bond Index (APGBI),193.16,-0.21,-0.39,154.97,-0.61,-0.71,161.43,-0.21,-0.39
Asian Broad Bond Index (ABBI),203.63,0.04,-0.52,203.63,0.04,-0.52,203.63,0.04,-0.52
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.11,0.05,-0.05,139.98,-0.23,-0.17,131.36,0.05,-0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.03,0.05,-0.05,139.91,-0.23,-0.17,131.30,0.05,-0.06
Dim Sum (Offshore CNY) Bond Index,149.92,0.02,0.06,147.77,-0.37,0.11,117.93,0.02,0.04
Australian Broad Investment-Grade Bond Index (AusBIG),291.07,-0.53,-1.44,349.98,-0.55,-0.81,186.42,-0.53,-1.43
Emerging Markets Government Bond Index (EMGBI),245.70,-0.04,-0.11,131.03,-0.32,-0.18,152.75,-0.05,-0.15
Emerging Markets Inflation-Linked Securities Index (EMILSI),482.75,0.10,0.31,176.15,-1.17,-1.30,202.42,0.07,0.09
Emerging Markets US Dollar Government Bond Index EMUSDGBI),782.04,-0.29,-0.93,782.04,-0.29,-0.93,782.04,-0.29,-0.93
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),833.74,-0.26,-0.91,833.74,-0.26,-0.91,833.74,-0.26,-0.91
Debt Capacity World Government Bond Index (DCWGBI),168.99,0.24,-0.86,152.48,0.04,-1.18,179.94,0.24,-0.85
Time-Weighted US Fallen Angel Bond Index,766.08,-0.32,-0.78,766.08,-0.32,-0.78,766.08,-0.32,-0.78
