,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),222.48,0.67,-2.09,209.04,0.55,-3.12,250.21,0.67,-2.03
World Government Bond Index (WGBI),726.25,0.77,-1.61,871.56,0.70,-3.07,866.99,0.76,-1.53
World Government Bond Index - Developed Markets (WGBI  DM),721.17,0.78,-1.65,869.99,0.72,-3.12,868.63,0.78,-1.57
World Government Bond Index - Extended (WGBI Extended),737.43,0.70,-1.56,884.45,0.64,-3.06,870.99,0.70,-1.49
World Inflation-Linked Securities Index (WorldILSI),186.91,0.86,-2.50,153.07,0.64,-3.89,189.77,0.86,-2.43
US Broad Investment-Grade Bond Index (USBIG),"1,727.11",0.39,-2.07,"1,727.11",0.39,-2.07,"1,727.11",0.39,-2.07
US Treasury Index,"1,511.79",0.47,-1.31,"1,511.79",0.47,-1.31,"1,511.79",0.47,-1.31
US High-Yield Market Index,"1,084.30",0.07,-5.55,"1,084.30",0.07,-5.55,"1,084.30",0.07,-5.55
US High-Yield Cash Pay Index,"1,062.48",0.08,-5.54,"1,062.48",0.08,-5.54,"1,062.48",0.08,-5.54
US High-Yield Market Capped Index,375.31,0.06,-5.54,375.31,0.06,-5.54,375.31,0.06,-5.54
US High-Yield Cash Pay Capped Index,371.84,0.07,-5.53,371.84,0.07,-5.53,371.84,0.07,-5.53
LATAM Government Bond Index (LATAMGBI),218.95,0.52,-0.96,101.99,0.24,-5.22,137.41,0.49,-1.32
Euro Broad Investment-Grade Bond Index (EuroBIG),218.47,1.23,-2.48,195.88,0.58,-4.15,258.54,1.24,-2.32
EMU Government Bond Index (EGBI),222.22,1.33,-2.14,199.24,0.68,-3.82,262.57,1.34,-1.99
Eurodollar Bond Index,408.68,0.26,-2.60,408.68,0.26,-2.60,408.68,0.26,-2.60
Eurosterling Bond Index,501.76,1.06,-2.13,393.63,0.77,-4.69,442.50,1.04,-2.05
Euroyen Bond Index,184.49,-0.00,-0.51,136.89,1.03,-4.81,369.59,-0.00,-0.39
CEEMEA Government Bond Index (CEEMEAGBI),144.69,0.67,-1.38,66.92,0.05,-4.22,99.62,0.66,-1.66
Middle East and North Africa Broad Bond Index (MENABBI),153.68,0.03,-3.44,153.68,0.03,-3.44,153.68,0.03,-3.44
Asian Government Bond Index (AGBI),191.42,-0.00,-0.81,155.57,0.01,-2.68,164.23,-0.00,-0.81
Asian Government Extended Bond Index (AGBI-Extended),181.36,0.06,-0.52,178.61,0.09,-2.17,141.01,0.06,-0.56
AsiaPac Government Bond Index (APGBI),191.90,0.09,-1.03,151.29,0.06,-3.06,160.43,0.09,-1.01
Asian Broad Bond Index (ABBI),199.88,0.10,-2.35,199.88,0.10,-2.35,199.88,0.10,-2.35
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.30,0.03,0.08,139.24,0.14,-0.70,131.48,0.02,0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.22,0.03,0.08,139.17,0.14,-0.70,131.41,0.02,0.02
Dim Sum (Offshore CNY) Bond Index,149.79,0.01,-0.02,147.20,0.13,-0.28,117.77,0.01,-0.10
Australian Broad Investment-Grade Bond Index (AusBIG),287.38,0.95,-2.69,331.01,0.55,-6.19,184.31,0.93,-2.55
Emerging Markets Government Bond Index (EMGBI),245.30,0.18,-0.28,128.76,0.15,-1.91,152.39,0.17,-0.39
Emerging Markets Inflation-Linked Securities Index (EMILSI),483.97,0.43,0.57,168.68,-0.03,-5.48,201.95,0.38,-0.14
Emerging Markets US Dollar Government Bond Index EMUSDGBI),744.70,0.08,-5.66,744.70,0.08,-5.66,744.70,0.08,-5.66
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),792.89,0.03,-5.76,792.89,0.03,-5.76,792.89,0.03,-5.76
Debt Capacity World Government Bond Index (DCWGBI),167.56,0.86,-1.70,148.92,0.65,-3.49,178.52,0.86,-1.63
Time-Weighted US Fallen Angel Bond Index,731.16,0.03,-5.30,731.16,0.03,-5.30,731.16,0.03,-5.30
