,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),223.20,0.53,-1.77,209.03,0.52,-3.13,251.07,0.52,-1.69
World Government Bond Index (WGBI),728.70,0.60,-1.27,870.84,0.64,-3.15,870.09,0.59,-1.18
World Government Bond Index - Developed Markets (WGBI  DM),723.71,0.61,-1.30,869.31,0.66,-3.19,871.88,0.61,-1.20
World Government Bond Index - Extended (WGBI Extended),739.80,0.56,-1.24,884.03,0.60,-3.11,873.94,0.56,-1.16
World Inflation-Linked Securities Index (WorldILSI),185.48,0.77,-3.25,151.10,0.74,-5.13,188.41,0.75,-3.12
US Broad Investment-Grade Bond Index (USBIG),"1,735.95",0.54,-1.57,"1,735.95",0.54,-1.57,"1,735.95",0.54,-1.57
US Treasury Index,"1,520.75",0.70,-0.72,"1,520.75",0.70,-0.72,"1,520.75",0.70,-0.72
US High-Yield Market Index,"1,070.47",-0.63,-6.75,"1,070.47",-0.63,-6.75,"1,070.47",-0.63,-6.75
US High-Yield Cash Pay Index,"1,049.02",-0.62,-6.73,"1,049.02",-0.62,-6.73,"1,049.02",-0.62,-6.73
US High-Yield Market Capped Index,370.42,-0.64,-6.77,370.42,-0.64,-6.77,370.42,-0.64,-6.77
US High-Yield Cash Pay Capped Index,367.03,-0.63,-6.75,367.03,-0.63,-6.75,367.03,-0.63,-6.75
LATAM Government Bond Index (LATAMGBI),217.08,-0.62,-1.80,99.66,-0.92,-7.38,136.21,-0.56,-2.18
Euro Broad Investment-Grade Bond Index (EuroBIG),218.79,0.61,-2.34,194.79,0.38,-4.69,259.06,0.60,-2.12
EMU Government Bond Index (EGBI),222.80,0.68,-1.89,198.36,0.45,-4.25,263.37,0.68,-1.69
Eurodollar Bond Index,408.88,0.22,-2.55,408.88,0.22,-2.55,408.88,0.22,-2.55
Eurosterling Bond Index,498.90,0.44,-2.68,387.27,0.63,-6.22,440.20,0.42,-2.56
Euroyen Bond Index,184.54,0.10,-0.48,135.52,0.82,-5.76,369.80,0.09,-0.34
CEEMEA Government Bond Index (CEEMEAGBI),143.98,0.22,-1.87,65.80,-0.54,-5.82,99.09,0.22,-2.18
Middle East and North Africa Broad Bond Index (MENABBI),152.92,-0.45,-3.92,152.92,-0.45,-3.92,152.92,-0.45,-3.92
Asian Government Bond Index (AGBI),191.69,0.13,-0.67,156.00,0.12,-2.40,164.43,0.12,-0.69
Asian Government Extended Bond Index (AGBI-Extended),181.56,0.09,-0.41,178.66,0.08,-2.14,141.13,0.09,-0.48
AsiaPac Government Bond Index (APGBI),192.42,0.15,-0.77,151.79,0.14,-2.74,160.82,0.14,-0.77
Asian Broad Bond Index (ABBI),199.65,0.08,-2.46,199.65,0.08,-2.46,199.65,0.08,-2.46
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.21,0.08,0.02,139.46,0.12,-0.54,131.38,0.08,-0.05
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.14,0.08,0.02,139.39,0.12,-0.54,131.32,0.08,-0.05
Dim Sum (Offshore CNY) Bond Index,149.96,0.02,0.09,147.19,-0.01,-0.28,117.87,0.02,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),289.99,0.31,-1.80,332.13,0.30,-5.87,185.98,0.29,-1.67
Emerging Markets Government Bond Index (EMGBI),244.83,-0.01,-0.47,128.30,-0.14,-2.26,152.07,-0.01,-0.60
Emerging Markets Inflation-Linked Securities Index (EMILSI),474.60,-1.08,-1.38,163.94,-1.32,-8.14,197.87,-1.02,-2.16
Emerging Markets US Dollar Government Bond Index EMUSDGBI),733.49,-0.16,-7.08,733.49,-0.16,-7.08,733.49,-0.16,-7.08
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),779.77,-0.37,-7.32,779.77,-0.37,-7.32,779.77,-0.37,-7.32
Debt Capacity World Government Bond Index (DCWGBI),168.08,0.60,-1.39,148.71,0.54,-3.62,179.11,0.59,-1.30
Time-Weighted US Fallen Angel Bond Index,721.38,-0.81,-6.57,721.38,-0.81,-6.57,721.38,-0.81,-6.57
