,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),222.03,0.62,-2.29,207.95,0.45,-3.63,249.76,0.62,-2.20
World Government Bond Index (WGBI),724.36,0.67,-1.86,865.32,0.46,-3.76,864.97,0.67,-1.76
World Government Bond Index - Developed Markets (WGBI  DM),719.30,0.69,-1.90,863.64,0.48,-3.82,866.63,0.69,-1.79
World Government Bond Index - Extended (WGBI Extended),735.66,0.62,-1.80,878.73,0.39,-3.69,869.10,0.62,-1.70
World Inflation-Linked Securities Index (WorldILSI),184.05,0.17,-3.99,149.99,-0.15,-5.83,187.01,0.19,-3.84
US Broad Investment-Grade Bond Index (USBIG),"1,726.70",0.61,-2.09,"1,726.70",0.61,-2.09,"1,726.70",0.61,-2.09
US Treasury Index,"1,510.14",0.65,-1.41,"1,510.14",0.65,-1.41,"1,510.14",0.65,-1.41
US High-Yield Market Index,"1,077.23",-0.91,-6.17,"1,077.23",-0.91,-6.17,"1,077.23",-0.91,-6.17
US High-Yield Cash Pay Index,"1,055.58",-0.91,-6.15,"1,055.58",-0.91,-6.15,"1,055.58",-0.91,-6.15
US High-Yield Market Capped Index,372.80,-0.90,-6.17,372.80,-0.90,-6.17,372.80,-0.90,-6.17
US High-Yield Cash Pay Capped Index,369.37,-0.91,-6.15,369.37,-0.91,-6.15,369.37,-0.91,-6.15
LATAM Government Bond Index (LATAMGBI),218.43,-0.10,-1.19,100.59,-0.82,-6.52,136.98,-0.09,-1.63
Euro Broad Investment-Grade Bond Index (EuroBIG),217.47,0.82,-2.93,194.05,0.48,-5.05,257.50,0.82,-2.71
EMU Government Bond Index (EGBI),221.29,1.03,-2.55,197.46,0.68,-4.68,261.60,1.02,-2.35
Eurodollar Bond Index,407.97,0.38,-2.77,407.97,0.38,-2.77,407.97,0.38,-2.77
Eurosterling Bond Index,496.69,0.33,-3.11,384.85,-0.31,-6.81,438.36,0.34,-2.97
Euroyen Bond Index,184.35,0.02,-0.58,134.42,-0.39,-6.53,369.46,0.03,-0.43
CEEMEA Government Bond Index (CEEMEAGBI),143.66,0.34,-2.09,66.16,-0.20,-5.31,98.87,0.33,-2.40
Middle East and North Africa Broad Bond Index (MENABBI),153.61,-0.14,-3.49,153.61,-0.14,-3.49,153.61,-0.14,-3.49
Asian Government Bond Index (AGBI),191.45,0.04,-0.80,155.82,-0.32,-2.51,164.23,0.05,-0.81
Asian Government Extended Bond Index (AGBI-Extended),181.39,0.01,-0.50,178.53,-0.31,-2.22,141.01,0.01,-0.56
AsiaPac Government Bond Index (APGBI),192.13,0.07,-0.92,151.58,-0.32,-2.88,160.59,0.08,-0.91
Asian Broad Bond Index (ABBI),199.50,0.06,-2.54,199.50,0.06,-2.54,199.50,0.06,-2.54
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.09,0.03,-0.06,139.29,-0.12,-0.66,131.28,0.03,-0.13
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.01,0.03,-0.06,139.22,-0.12,-0.66,131.21,0.03,-0.13
Dim Sum (Offshore CNY) Bond Index,149.93,0.03,0.07,147.21,0.10,-0.27,117.85,0.03,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),289.11,0.36,-2.10,331.15,-0.28,-6.15,185.43,0.36,-1.96
Emerging Markets Government Bond Index (EMGBI),244.87,0.04,-0.45,128.48,-0.20,-2.12,152.09,0.04,-0.59
Emerging Markets Inflation-Linked Securities Index (EMILSI),479.78,-0.19,-0.31,166.13,-0.73,-6.91,199.90,-0.20,-1.16
Emerging Markets US Dollar Government Bond Index EMUSDGBI),734.65,-0.91,-6.94,734.65,-0.91,-6.94,734.65,-0.91,-6.94
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),782.66,-0.91,-6.98,782.66,-0.91,-6.98,782.66,-0.91,-6.98
Debt Capacity World Government Bond Index (DCWGBI),167.08,0.65,-1.98,147.92,0.37,-4.14,178.05,0.64,-1.89
Time-Weighted US Fallen Angel Bond Index,727.25,-0.79,-5.81,727.25,-0.79,-5.81,727.25,-0.79,-5.81
