,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),224.78,-0.31,-1.08,212.83,-0.33,-1.36,252.67,-0.31,-1.06
World Government Bond Index (WGBI),730.16,-0.31,-1.08,884.44,-0.41,-1.64,871.15,-0.31,-1.06
World Government Bond Index - Developed Markets (WGBI  DM),725.19,-0.31,-1.10,882.94,-0.41,-1.67,872.93,-0.31,-1.08
World Government Bond Index - Extended (WGBI Extended),741.56,-0.27,-1.01,898.01,-0.37,-1.58,875.38,-0.27,-0.99
World Inflation-Linked Securities Index (WorldILSI),191.26,-0.40,-0.23,158.72,-0.43,-0.34,194.05,-0.40,-0.23
US Broad Investment-Grade Bond Index (USBIG),"1,745.46",-0.30,-1.03,"1,745.46",-0.30,-1.03,"1,745.46",-0.30,-1.03
US Treasury Index,"1,516.40",-0.32,-1.00,"1,516.40",-0.32,-1.00,"1,516.40",-0.32,-1.00
US High-Yield Market Index,"1,135.60",-0.20,-1.08,"1,135.60",-0.20,-1.08,"1,135.60",-0.20,-1.08
US High-Yield Cash Pay Index,"1,112.78",-0.20,-1.06,"1,112.78",-0.20,-1.06,"1,112.78",-0.20,-1.06
US High-Yield Market Capped Index,393.16,-0.20,-1.04,393.16,-0.20,-1.04,393.16,-0.20,-1.04
US High-Yield Cash Pay Capped Index,389.55,-0.19,-1.03,389.55,-0.19,-1.03,389.55,-0.19,-1.03
LATAM Government Bond Index (LATAMGBI),218.94,-0.35,-0.96,106.12,-0.17,-1.38,137.71,-0.37,-1.10
Euro Broad Investment-Grade Bond Index (EuroBIG),220.78,-0.42,-1.45,201.77,-0.18,-1.27,260.95,-0.42,-1.41
EMU Government Bond Index (EGBI),223.39,-0.45,-1.63,204.15,-0.21,-1.45,263.63,-0.45,-1.59
Eurodollar Bond Index,415.72,-0.26,-0.92,415.72,-0.26,-0.92,415.72,-0.26,-0.92
Eurosterling Bond Index,509.22,-0.34,-0.67,408.53,-0.58,-1.08,448.78,-0.34,-0.66
Euroyen Bond Index,185.50,-0.01,0.03,138.28,-1.03,-3.84,371.30,-0.01,0.06
CEEMEA Government Bond Index (CEEMEAGBI),145.18,-0.39,-1.05,69.52,-0.28,-0.49,100.12,-0.41,-1.16
Middle East and North Africa Broad Bond Index (MENABBI),157.61,-0.33,-0.98,157.61,-0.33,-0.98,157.61,-0.33,-0.98
Asian Government Bond Index (AGBI),192.72,0.12,-0.14,158.76,-0.01,-0.68,165.32,0.12,-0.15
Asian Government Extended Bond Index (AGBI-Extended),181.85,0.08,-0.24,181.25,-0.02,-0.72,141.43,0.07,-0.27
AsiaPac Government Bond Index (APGBI),193.39,0.12,-0.27,154.96,-0.01,-0.71,161.62,0.12,-0.27
Asian Broad Bond Index (ABBI),203.61,-0.01,-0.53,203.61,-0.01,-0.53,203.61,-0.01,-0.53
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.11,0.00,-0.05,139.59,-0.27,-0.44,131.36,-0.00,-0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.03,0.00,-0.05,139.53,-0.27,-0.44,131.30,-0.00,-0.06
Dim Sum (Offshore CNY) Bond Index,149.96,0.03,0.09,147.50,-0.18,-0.07,117.96,0.02,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),291.22,0.05,-1.38,349.70,-0.08,-0.89,186.52,0.06,-1.38
Emerging Markets Government Bond Index (EMGBI),245.54,-0.07,-0.18,130.71,-0.24,-0.42,152.64,-0.07,-0.22
Emerging Markets Inflation-Linked Securities Index (EMILSI),482.17,-0.12,0.19,176.23,0.05,-1.25,202.12,-0.15,-0.06
Emerging Markets US Dollar Government Bond Index EMUSDGBI),778.43,-0.46,-1.39,778.43,-0.46,-1.39,778.43,-0.46,-1.39
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),830.55,-0.38,-1.29,830.55,-0.38,-1.29,830.55,-0.38,-1.29
Debt Capacity World Government Bond Index (DCWGBI),168.46,-0.31,-1.17,151.97,-0.34,-1.51,179.38,-0.31,-1.16
Time-Weighted US Fallen Angel Bond Index,764.48,-0.21,-0.98,764.48,-0.21,-0.98,764.48,-0.21,-0.98
