,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),219.24,-0.28,-3.52,206.02,-0.26,-4.52,246.59,-0.28,-3.45
World Government Bond Index (WGBI),714.60,-0.31,-3.18,857.07,-0.33,-4.68,853.21,-0.30,-3.10
World Government Bond Index - Developed Markets (WGBI  DM),709.38,-0.32,-3.26,855.21,-0.35,-4.76,854.55,-0.32,-3.16
World Government Bond Index - Extended (WGBI Extended),726.45,-0.28,-3.03,870.99,-0.32,-4.54,858.13,-0.28,-2.95
World Inflation-Linked Securities Index (WorldILSI),182.87,-0.11,-4.61,149.88,0.01,-5.90,185.73,-0.12,-4.50
US Broad Investment-Grade Bond Index (USBIG),"1,705.98",-0.37,-3.27,"1,705.98",-0.37,-3.27,"1,705.98",-0.37,-3.27
US Treasury Index,"1,490.47",-0.42,-2.70,"1,490.47",-0.42,-2.70,"1,490.47",-0.42,-2.70
US High-Yield Market Index,"1,088.49",0.29,-5.18,"1,088.49",0.29,-5.18,"1,088.49",0.29,-5.18
US High-Yield Cash Pay Index,"1,066.54",0.29,-5.18,"1,066.54",0.29,-5.18,"1,066.54",0.29,-5.18
US High-Yield Market Capped Index,376.81,0.28,-5.16,376.81,0.28,-5.16,376.81,0.28,-5.16
US High-Yield Cash Pay Capped Index,373.31,0.28,-5.15,373.31,0.28,-5.15,373.31,0.28,-5.15
LATAM Government Bond Index (LATAMGBI),217.47,-0.31,-1.63,101.43,-0.57,-5.74,136.56,-0.31,-1.93
Euro Broad Investment-Grade Bond Index (EuroBIG),213.81,-0.20,-4.56,192.35,0.07,-5.88,253.06,-0.20,-4.39
EMU Government Bond Index (EGBI),216.80,-0.27,-4.53,195.04,-0.01,-5.85,256.21,-0.27,-4.36
Eurodollar Bond Index,405.06,-0.43,-3.46,405.06,-0.43,-3.46,405.06,-0.43,-3.46
Eurosterling Bond Index,490.63,-0.33,-4.30,385.21,-0.10,-6.72,432.93,-0.33,-4.17
Euroyen Bond Index,184.59,0.10,-0.45,135.28,-0.76,-5.93,369.78,0.10,-0.34
CEEMEA Government Bond Index (CEEMEAGBI),142.13,0.31,-3.13,66.25,0.94,-5.18,97.90,0.26,-3.36
Middle East and North Africa Broad Bond Index (MENABBI),153.06,-0.17,-3.83,153.06,-0.17,-3.83,153.06,-0.17,-3.83
Asian Government Bond Index (AGBI),191.09,0.03,-0.99,155.72,-0.11,-2.58,163.95,0.02,-0.98
Asian Government Extended Bond Index (AGBI-Extended),180.91,0.09,-0.76,178.67,-0.03,-2.14,140.68,0.09,-0.80
AsiaPac Government Bond Index (APGBI),191.29,0.04,-1.35,151.34,-0.05,-3.03,159.92,0.04,-1.32
Asian Broad Bond Index (ABBI),199.32,-0.32,-2.63,199.32,-0.32,-2.63,199.32,-0.32,-2.63
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.21,-0.01,0.02,139.34,-0.22,-0.62,131.41,-0.02,-0.03
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.13,-0.01,0.02,139.27,-0.22,-0.62,131.34,-0.02,-0.03
Dim Sum (Offshore CNY) Bond Index,149.78,-0.01,-0.03,147.41,-0.01,-0.13,117.77,-0.01,-0.10
Australian Broad Investment-Grade Bond Index (AusBIG),283.04,0.18,-4.16,329.50,0.47,-6.61,181.55,0.16,-4.01
Emerging Markets Government Bond Index (EMGBI),244.53,0.05,-0.59,128.69,-0.01,-1.96,151.93,0.04,-0.69
Emerging Markets Inflation-Linked Securities Index (EMILSI),483.30,-0.16,0.43,169.32,0.14,-5.12,201.78,-0.17,-0.23
Emerging Markets US Dollar Government Bond Index EMUSDGBI),743.16,-0.18,-5.86,743.16,-0.18,-5.86,743.16,-0.18,-5.86
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),792.17,-0.23,-5.85,792.17,-0.23,-5.85,792.17,-0.23,-5.85
Debt Capacity World Government Bond Index (DCWGBI),164.69,-0.24,-3.38,146.55,-0.17,-5.02,175.50,-0.24,-3.29
Time-Weighted US Fallen Angel Bond Index,732.30,0.28,-5.15,732.30,0.28,-5.15,732.30,0.28,-5.15
