,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),225.85,-0.21,-0.61,214.20,-0.26,-0.73,253.85,-0.21,-0.60
World Government Bond Index (WGBI),732.98,-0.22,-0.70,890.77,-0.32,-0.93,874.42,-0.21,-0.69
World Government Bond Index - Developed Markets (WGBI  DM),728.03,-0.22,-0.71,889.38,-0.32,-0.96,876.23,-0.22,-0.71
World Government Bond Index - Extended (WGBI Extended),744.23,-0.19,-0.65,904.23,-0.27,-0.90,878.45,-0.19,-0.65
World Inflation-Linked Securities Index (WorldILSI),192.14,0.04,0.22,159.39,-0.01,0.07,194.93,0.05,0.22
US Broad Investment-Grade Bond Index (USBIG),"1,755.52",-0.21,-0.46,"1,755.52",-0.21,-0.46,"1,755.52",-0.21,-0.46
US Treasury Index,"1,522.88",-0.23,-0.58,"1,522.88",-0.23,-0.58,"1,522.88",-0.23,-0.58
US High-Yield Market Index,"1,144.42",-0.31,-0.31,"1,144.42",-0.31,-0.31,"1,144.42",-0.31,-0.31
US High-Yield Cash Pay Index,"1,121.45",-0.31,-0.29,"1,121.45",-0.31,-0.29,"1,121.45",-0.31,-0.29
US High-Yield Market Capped Index,396.18,-0.30,-0.28,396.18,-0.30,-0.28,396.18,-0.30,-0.28
US High-Yield Cash Pay Capped Index,392.55,-0.30,-0.26,392.55,-0.30,-0.26,392.55,-0.30,-0.26
LATAM Government Bond Index (LATAMGBI),220.62,-0.22,-0.20,107.64,-0.17,0.03,138.89,-0.23,-0.26
Euro Broad Investment-Grade Bond Index (EuroBIG),221.51,-0.37,-1.12,202.25,-0.31,-1.04,261.74,-0.36,-1.11
EMU Government Bond Index (EGBI),224.03,-0.44,-1.35,204.55,-0.39,-1.26,264.32,-0.44,-1.33
Eurodollar Bond Index,418.09,-0.16,-0.36,418.09,-0.16,-0.36,418.09,-0.16,-0.36
Eurosterling Bond Index,512.39,0.01,-0.05,410.11,-0.17,-0.69,451.55,0.01,-0.05
Euroyen Bond Index,185.55,0.04,0.06,141.61,-0.63,-1.53,371.33,0.04,0.07
CEEMEA Government Bond Index (CEEMEAGBI),146.63,0.05,-0.06,69.97,-0.05,0.15,101.20,0.03,-0.10
Middle East and North Africa Broad Bond Index (MENABBI),158.53,-0.13,-0.40,158.53,-0.13,-0.40,158.53,-0.13,-0.40
Asian Government Bond Index (AGBI),192.76,0.06,-0.12,159.27,0.23,-0.36,165.37,0.06,-0.12
Asian Government Extended Bond Index (AGBI-Extended),182.09,0.03,-0.12,181.97,0.14,-0.33,141.63,0.02,-0.13
AsiaPac Government Bond Index (APGBI),193.52,0.06,-0.20,155.53,0.20,-0.34,161.74,0.06,-0.20
Asian Broad Bond Index (ABBI),203.91,-0.08,-0.38,203.91,-0.08,-0.38,203.91,-0.08,-0.38
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.15,0.01,-0.02,139.80,0.01,-0.30,131.41,0.01,-0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.08,0.01,-0.02,139.73,0.01,-0.30,131.35,0.01,-0.02
Dim Sum (Offshore CNY) Bond Index,149.83,0.01,0.00,148.33,0.41,0.49,117.88,0.01,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),292.71,0.09,-0.88,352.31,-0.01,-0.15,187.46,0.09,-0.88
Emerging Markets Government Bond Index (EMGBI),245.85,-0.01,-0.05,131.08,0.00,-0.14,152.88,-0.02,-0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),482.51,-0.07,0.26,178.39,-0.15,-0.04,202.58,-0.10,0.17
Emerging Markets US Dollar Government Bond Index EMUSDGBI),786.77,-0.04,-0.33,786.77,-0.04,-0.33,786.77,-0.04,-0.33
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),837.72,-0.07,-0.44,837.72,-0.07,-0.44,837.72,-0.07,-0.44
Debt Capacity World Government Bond Index (DCWGBI),169.19,-0.22,-0.74,152.95,-0.29,-0.88,180.14,-0.22,-0.73
Time-Weighted US Fallen Angel Bond Index,769.44,-0.30,-0.34,769.44,-0.30,-0.34,769.44,-0.30,-0.34
