,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),219.54,0.62,-3.38,205.44,0.65,-4.79,246.94,0.61,-3.31
World Government Bond Index (WGBI),715.18,0.51,-3.11,854.39,0.54,-4.98,853.92,0.50,-3.02
World Government Bond Index - Developed Markets (WGBI  DM),710.00,0.52,-3.17,852.75,0.56,-5.04,855.30,0.51,-3.08
World Government Bond Index - Extended (WGBI Extended),727.04,0.45,-2.95,868.45,0.49,-4.82,858.85,0.44,-2.86
World Inflation-Linked Securities Index (WorldILSI),186.05,0.93,-2.95,151.10,1.08,-5.13,188.93,0.90,-2.86
US Broad Investment-Grade Bond Index (USBIG),"1,702.95",0.72,-3.44,"1,702.95",0.72,-3.44,"1,702.95",0.72,-3.44
US Treasury Index,"1,484.43",0.47,-3.09,"1,484.43",0.47,-3.09,"1,484.43",0.47,-3.09
US High-Yield Market Index,"1,094.69",0.72,-4.64,"1,094.69",0.72,-4.64,"1,094.69",0.72,-4.64
US High-Yield Cash Pay Index,"1,072.57",0.72,-4.64,"1,072.57",0.72,-4.64,"1,072.57",0.72,-4.64
US High-Yield Market Capped Index,378.96,0.70,-4.62,378.96,0.70,-4.62,378.96,0.70,-4.62
US High-Yield Cash Pay Capped Index,375.43,0.70,-4.61,375.43,0.70,-4.61,375.43,0.70,-4.61
LATAM Government Bond Index (LATAMGBI),216.64,-0.01,-2.00,100.37,0.16,-6.72,136.23,-0.03,-2.17
Euro Broad Investment-Grade Bond Index (EuroBIG),215.11,0.87,-3.98,190.70,0.87,-6.69,254.65,0.85,-3.79
EMU Government Bond Index (EGBI),217.96,1.16,-4.02,193.22,1.16,-6.73,257.63,1.13,-3.83
Eurodollar Bond Index,405.92,1.03,-3.26,405.92,1.03,-3.26,405.92,1.03,-3.26
Eurosterling Bond Index,499.53,0.69,-2.56,385.29,1.21,-6.70,440.76,0.64,-2.44
Euroyen Bond Index,184.34,-0.13,-0.59,136.67,-0.10,-4.97,369.19,-0.12,-0.50
CEEMEA Government Bond Index (CEEMEAGBI),141.89,-0.16,-3.29,65.26,-0.00,-6.59,97.87,-0.17,-3.38
Middle East and North Africa Broad Bond Index (MENABBI),153.70,0.46,-3.43,153.70,0.46,-3.43,153.70,0.46,-3.43
Asian Government Bond Index (AGBI),191.06,-0.22,-1.00,155.60,-0.18,-2.66,163.93,-0.22,-0.99
Asian Government Extended Bond Index (AGBI-Extended),180.62,-0.14,-0.92,178.30,-0.13,-2.34,140.47,-0.14,-0.94
AsiaPac Government Bond Index (APGBI),191.08,-0.37,-1.46,150.97,-0.25,-3.27,159.76,-0.36,-1.43
Asian Broad Bond Index (ABBI),199.25,0.14,-2.66,199.25,0.14,-2.66,199.25,0.14,-2.66
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.15,-0.02,-0.02,138.88,0.21,-0.95,131.37,-0.03,-0.05
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.07,-0.02,-0.02,138.82,0.21,-0.95,131.31,-0.03,-0.05
Dim Sum (Offshore CNY) Bond Index,149.91,-0.03,0.06,146.82,0.52,-0.53,117.90,-0.04,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),281.17,-1.30,-4.79,324.94,-0.53,-7.91,180.42,-1.28,-4.60
Emerging Markets Government Bond Index (EMGBI),244.09,-0.10,-0.77,128.05,0.02,-2.45,151.73,-0.10,-0.82
Emerging Markets Inflation-Linked Securities Index (EMILSI),480.56,0.20,-0.14,167.73,0.27,-6.01,201.05,0.15,-0.59
Emerging Markets US Dollar Government Bond Index EMUSDGBI),745.78,0.53,-5.53,745.78,0.53,-5.53,745.78,0.53,-5.53
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),795.65,0.44,-5.44,795.65,0.44,-5.44,795.65,0.44,-5.44
Debt Capacity World Government Bond Index (DCWGBI),165.04,0.42,-3.17,145.82,0.47,-5.50,175.90,0.41,-3.07
Time-Weighted US Fallen Angel Bond Index,734.75,0.83,-4.84,734.75,0.83,-4.84,734.75,0.83,-4.84
