,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),220.25,0.21,-3.07,206.34,-0.10,-4.37,247.73,0.22,-3.00
World Government Bond Index (WGBI),718.56,0.30,-2.65,859.13,-0.18,-4.45,857.91,0.31,-2.57
World Government Bond Index - Developed Markets (WGBI  DM),713.45,0.31,-2.70,857.52,-0.20,-4.50,859.41,0.32,-2.61
World Government Bond Index - Extended (WGBI Extended),730.13,0.27,-2.53,872.98,-0.16,-4.32,862.46,0.28,-2.46
World Inflation-Linked Securities Index (WorldILSI),184.24,-0.53,-3.90,150.16,-0.85,-5.72,187.14,-0.49,-3.78
US Broad Investment-Grade Bond Index (USBIG),"1,711.93",0.21,-2.93,"1,711.93",0.21,-2.93,"1,711.93",0.21,-2.93
US Treasury Index,"1,496.60",0.36,-2.30,"1,496.60",0.36,-2.30,"1,496.60",0.36,-2.30
US High-Yield Market Index,"1,084.74",0.15,-5.51,"1,084.74",0.15,-5.51,"1,084.74",0.15,-5.51
US High-Yield Cash Pay Index,"1,062.86",0.15,-5.50,"1,062.86",0.15,-5.50,"1,062.86",0.15,-5.50
US High-Yield Market Capped Index,375.54,0.15,-5.48,375.54,0.15,-5.48,375.54,0.15,-5.48
US High-Yield Cash Pay Capped Index,372.05,0.15,-5.47,372.05,0.15,-5.47,372.05,0.15,-5.47
LATAM Government Bond Index (LATAMGBI),217.64,0.43,-1.55,101.21,0.52,-5.94,136.76,0.38,-1.79
Euro Broad Investment-Grade Bond Index (EuroBIG),215.20,0.33,-3.94,191.64,-0.04,-6.23,254.73,0.34,-3.76
EMU Government Bond Index (EGBI),218.52,0.48,-3.77,194.60,0.11,-6.06,258.26,0.49,-3.60
Eurodollar Bond Index,406.69,0.11,-3.07,406.69,0.11,-3.07,406.69,0.11,-3.07
Eurosterling Bond Index,495.52,0.02,-3.34,385.79,-0.75,-6.58,437.24,0.05,-3.22
Euroyen Bond Index,184.54,-0.05,-0.48,136.08,-2.07,-5.37,369.60,-0.04,-0.39
CEEMEA Government Bond Index (CEEMEAGBI),141.68,0.12,-3.43,65.25,0.31,-6.60,97.71,0.10,-3.55
Middle East and North Africa Broad Bond Index (MENABBI),153.26,-0.31,-3.71,153.26,-0.31,-3.71,153.26,-0.31,-3.71
Asian Government Bond Index (AGBI),191.01,-0.01,-1.02,155.80,0.05,-2.53,163.89,-0.01,-1.01
Asian Government Extended Bond Index (AGBI-Extended),180.63,0.00,-0.91,178.51,0.05,-2.23,140.47,0.00,-0.94
AsiaPac Government Bond Index (APGBI),191.12,-0.10,-1.44,151.15,-0.12,-3.16,159.79,-0.09,-1.40
Asian Broad Bond Index (ABBI),199.90,0.04,-2.34,199.90,0.04,-2.34,199.90,0.04,-2.34
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.27,0.03,0.06,139.37,0.26,-0.60,131.47,0.02,0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.20,0.03,0.06,139.30,0.26,-0.60,131.41,0.02,0.02
Dim Sum (Offshore CNY) Bond Index,149.77,-0.02,-0.04,146.56,-0.14,-0.71,117.78,-0.02,-0.09
Australian Broad Investment-Grade Bond Index (AusBIG),281.69,-0.56,-4.61,323.89,-1.38,-8.20,180.80,-0.51,-4.41
Emerging Markets Government Bond Index (EMGBI),244.33,0.06,-0.67,128.38,0.19,-2.20,151.85,0.06,-0.74
Emerging Markets Inflation-Linked Securities Index (EMILSI),483.56,0.92,0.48,168.80,0.39,-5.41,202.11,0.85,-0.07
Emerging Markets US Dollar Government Bond Index EMUSDGBI),744.16,-0.04,-5.73,744.16,-0.04,-5.73,744.16,-0.04,-5.73
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),793.56,-0.00,-5.68,793.56,-0.00,-5.68,793.56,-0.00,-5.68
Debt Capacity World Government Bond Index (DCWGBI),165.49,0.22,-2.91,146.41,-0.16,-5.11,176.37,0.23,-2.81
Time-Weighted US Fallen Angel Bond Index,729.93,0.17,-5.46,729.93,0.17,-5.46,729.93,0.17,-5.46
