,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),219.86,-0.18,-3.24,206.56,0.11,-4.27,247.29,-0.18,-3.17
World Government Bond Index (WGBI),716.79,-0.25,-2.89,859.94,0.09,-4.36,855.80,-0.25,-2.80
World Government Bond Index - Developed Markets (WGBI  DM),711.65,-0.25,-2.95,858.21,0.08,-4.43,857.27,-0.25,-2.86
World Government Bond Index - Extended (WGBI Extended),728.47,-0.23,-2.76,873.77,0.09,-4.23,860.51,-0.23,-2.68
World Inflation-Linked Securities Index (WorldILSI),183.08,-0.63,-4.50,149.86,-0.20,-5.91,185.96,-0.63,-4.39
US Broad Investment-Grade Bond Index (USBIG),"1,712.32",0.02,-2.91,"1,712.32",0.02,-2.91,"1,712.32",0.02,-2.91
US Treasury Index,"1,496.82",0.01,-2.28,"1,496.82",0.01,-2.28,"1,496.82",0.01,-2.28
US High-Yield Market Index,"1,085.32",0.05,-5.46,"1,085.32",0.05,-5.46,"1,085.32",0.05,-5.46
US High-Yield Cash Pay Index,"1,063.43",0.05,-5.45,"1,063.43",0.05,-5.45,"1,063.43",0.05,-5.45
US High-Yield Market Capped Index,375.74,0.05,-5.43,375.74,0.05,-5.43,375.74,0.05,-5.43
US High-Yield Cash Pay Capped Index,372.25,0.05,-5.42,372.25,0.05,-5.42,372.25,0.05,-5.42
LATAM Government Bond Index (LATAMGBI),218.16,0.24,-1.32,102.01,0.79,-5.20,136.98,0.16,-1.63
Euro Broad Investment-Grade Bond Index (EuroBIG),214.24,-0.45,-4.37,192.22,0.31,-5.94,253.58,-0.45,-4.20
EMU Government Bond Index (EGBI),217.39,-0.52,-4.27,195.06,0.24,-5.84,256.91,-0.52,-4.10
Eurodollar Bond Index,406.82,0.03,-3.04,406.82,0.03,-3.04,406.82,0.03,-3.04
Eurosterling Bond Index,492.23,-0.66,-3.98,385.59,-0.05,-6.63,434.34,-0.66,-3.86
Euroyen Bond Index,184.42,-0.07,-0.55,136.33,0.18,-5.21,369.41,-0.05,-0.44
CEEMEA Government Bond Index (CEEMEAGBI),141.69,0.01,-3.43,65.63,0.58,-6.06,97.64,-0.07,-3.62
Middle East and North Africa Broad Bond Index (MENABBI),153.32,0.04,-3.67,153.32,0.04,-3.67,153.32,0.04,-3.67
Asian Government Bond Index (AGBI),191.04,0.01,-1.01,155.88,0.05,-2.48,163.91,0.01,-1.00
Asian Government Extended Bond Index (AGBI-Extended),180.75,0.07,-0.85,178.73,0.13,-2.10,140.55,0.06,-0.88
AsiaPac Government Bond Index (APGBI),191.22,0.05,-1.39,151.42,0.18,-2.98,159.86,0.04,-1.36
Asian Broad Bond Index (ABBI),199.96,0.03,-2.31,199.96,0.03,-2.31,199.96,0.03,-2.31
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.23,-0.03,0.03,139.65,0.20,-0.41,131.43,-0.04,-0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.15,-0.03,0.03,139.58,0.20,-0.41,131.36,-0.04,-0.01
Dim Sum (Offshore CNY) Bond Index,149.79,0.01,-0.02,147.42,0.58,-0.13,117.78,0.00,-0.09
Australian Broad Investment-Grade Bond Index (AusBIG),282.53,0.30,-4.33,327.97,1.26,-7.05,181.25,0.25,-4.17
Emerging Markets Government Bond Index (EMGBI),244.42,0.03,-0.64,128.71,0.26,-1.95,151.87,0.01,-0.73
Emerging Markets Inflation-Linked Securities Index (EMILSI),484.05,0.10,0.58,169.08,0.16,-5.26,202.11,0.00,-0.07
Emerging Markets US Dollar Government Bond Index EMUSDGBI),744.52,0.05,-5.68,744.52,0.05,-5.68,744.52,0.05,-5.68
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),793.97,0.05,-5.64,793.97,0.05,-5.64,793.97,0.05,-5.64
Debt Capacity World Government Bond Index (DCWGBI),165.09,-0.25,-3.15,146.79,0.26,-4.87,175.93,-0.25,-3.06
Time-Weighted US Fallen Angel Bond Index,730.27,0.05,-5.42,730.27,0.05,-5.42,730.27,0.05,-5.42
