,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),226.20,-0.47,-0.70,213.28,-0.58,-0.86,254.16,-0.47,-0.69
World Government Bond Index (WGBI),737.54,-0.50,-0.79,890.66,-0.65,-1.01,879.54,-0.50,-0.78
World Government Bond Index - Developed Markets (WGBI  DM),732.93,-0.52,-0.81,889.73,-0.66,-1.04,881.74,-0.51,-0.80
World Government Bond Index - Extended (WGBI Extended),748.13,-0.46,-0.76,903.70,-0.62,-1.01,882.80,-0.46,-0.75
World Inflation-Linked Securities Index (WorldILSI),195.72,-0.68,-1.63,160.81,-1.03,-2.12,198.62,-0.67,-1.61
US Broad Investment-Grade Bond Index (USBIG),"1,738.98",-0.72,-0.86,"1,738.98",-0.72,-0.86,"1,738.98",-0.72,-0.86
US Treasury Index,"1,513.94",-0.92,-1.05,"1,513.94",-0.92,-1.05,"1,513.94",-0.92,-1.05
US High-Yield Market Index,"1,140.87",-0.17,-0.52,"1,140.87",-0.17,-0.52,"1,140.87",-0.17,-0.52
US High-Yield Cash Pay Index,"1,117.57",-0.17,-0.53,"1,117.57",-0.17,-0.53,"1,117.57",-0.17,-0.53
US High-Yield Market Capped Index,395.04,-0.16,-0.51,395.04,-0.16,-0.51,395.04,-0.16,-0.51
US High-Yield Cash Pay Capped Index,391.27,-0.16,-0.52,391.27,-0.16,-0.52,391.27,-0.16,-0.52
LATAM Government Bond Index (LATAMGBI),218.40,-0.14,-0.29,101.86,-0.21,-0.56,138.34,-0.16,-0.39
Euro Broad Investment-Grade Bond Index (EuroBIG),226.04,-0.30,-0.59,202.70,-0.47,-0.77,266.83,-0.29,-0.57
EMU Government Bond Index (EGBI),229.53,-0.37,-0.79,205.83,-0.54,-0.97,270.55,-0.37,-0.76
Eurodollar Bond Index,414.21,-0.52,-0.58,414.21,-0.52,-0.58,414.21,-0.52,-0.58
Eurosterling Bond Index,518.78,0.32,-0.24,410.30,-0.71,-1.68,457.23,0.32,-0.23
Euroyen Bond Index,185.43,0.00,-0.03,142.04,-0.20,-0.56,370.75,0.01,-0.02
CEEMEA Government Bond Index (CEEMEAGBI),147.00,-0.14,-0.40,68.81,-0.68,-1.26,101.79,-0.15,-0.45
Middle East and North Africa Broad Bond Index (MENABBI),157.05,-0.46,-1.08,157.05,-0.46,-1.08,157.05,-0.46,-1.08
Asian Government Bond Index (AGBI),191.78,-0.00,-0.30,158.69,-0.27,-0.77,164.64,-0.01,-0.31
Asian Government Extended Bond Index (AGBI-Extended),181.63,-0.29,-0.50,182.45,-0.44,-0.80,141.43,-0.30,-0.52
AsiaPac Government Bond Index (APGBI),192.69,0.10,-0.45,154.86,-0.13,-0.84,161.14,0.10,-0.46
Asian Broad Bond Index (ABBI),204.09,-0.09,-0.39,204.09,-0.09,-0.39,204.09,-0.09,-0.39
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.42,0.03,0.07,140.24,-0.51,-0.47,130.91,0.03,0.05
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.35,0.03,0.07,140.18,-0.51,-0.47,130.84,0.03,0.05
Dim Sum (Offshore CNY) Bond Index,148.88,-0.02,0.02,146.66,-0.35,-0.55,117.35,-0.03,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),293.55,0.85,-1.50,348.84,0.85,-1.10,187.92,0.85,-1.50
Emerging Markets Government Bond Index (EMGBI),244.75,-0.03,-0.08,130.28,-0.35,-0.47,152.47,-0.03,-0.11
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.78,0.09,0.09,169.98,-0.12,-0.73,200.92,0.06,-0.07
Emerging Markets US Dollar Government Bond Index EMUSDGBI),783.09,-0.05,-0.83,783.09,-0.05,-0.83,783.09,-0.05,-0.83
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),835.19,0.02,-0.76,835.19,0.02,-0.76,835.19,0.02,-0.76
Debt Capacity World Government Bond Index (DCWGBI),170.48,-0.34,-0.73,152.61,-0.55,-1.05,181.48,-0.34,-0.72
Time-Weighted US Fallen Angel Bond Index,765.75,-0.21,-0.64,765.75,-0.21,-0.64,765.75,-0.21,-0.64
