,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.02,-0.32,-0.34,215.40,0.06,0.12,255.14,-0.32,-0.31
World Government Bond Index (WGBI),740.67,-0.34,-0.37,901.71,0.10,0.22,883.49,-0.34,-0.34
World Government Bond Index - Developed Markets (WGBI  DM),735.89,-0.35,-0.41,900.71,0.09,0.18,885.57,-0.35,-0.37
World Government Bond Index - Extended (WGBI Extended),751.49,-0.31,-0.31,914.28,0.11,0.15,886.94,-0.31,-0.28
World Inflation-Linked Securities Index (WorldILSI),193.19,-0.50,-2.90,160.18,0.02,-2.50,196.03,-0.52,-2.90
US Broad Investment-Grade Bond Index (USBIG),"1,750.65",-0.37,-0.20,"1,750.65",-0.37,-0.20,"1,750.65",-0.37,-0.20
US Treasury Index,"1,528.33",-0.44,-0.10,"1,528.33",-0.44,-0.10,"1,528.33",-0.44,-0.10
US High-Yield Market Index,"1,112.75",0.18,-2.97,"1,112.75",0.18,-2.97,"1,112.75",0.18,-2.97
US High-Yield Cash Pay Index,"1,090.16",0.18,-2.97,"1,090.16",0.18,-2.97,"1,090.16",0.18,-2.97
US High-Yield Market Capped Index,385.13,0.18,-3.01,385.13,0.18,-3.01,385.13,0.18,-3.01
US High-Yield Cash Pay Capped Index,381.50,0.18,-3.00,381.50,0.18,-3.00,381.50,0.18,-3.00
LATAM Government Bond Index (LATAMGBI),219.99,0.26,0.44,105.64,0.99,3.13,138.84,0.19,-0.03
Euro Broad Investment-Grade Bond Index (EuroBIG),225.73,-0.37,-0.73,205.08,0.67,0.39,266.64,-0.37,-0.64
EMU Government Bond Index (EGBI),229.30,-0.43,-0.89,208.32,0.61,0.23,270.45,-0.43,-0.80
Eurodollar Bond Index,413.61,-0.34,-0.73,413.61,-0.34,-0.73,413.61,-0.34,-0.73
Eurosterling Bond Index,515.27,-0.39,-0.91,414.09,0.45,-0.77,454.10,-0.40,-0.92
Euroyen Bond Index,185.38,0.03,-0.06,144.86,0.30,1.41,370.86,0.04,0.01
CEEMEA Government Bond Index (CEEMEAGBI),147.03,0.10,-0.37,69.99,1.26,0.42,101.62,0.06,-0.62
Middle East and North Africa Broad Bond Index (MENABBI),156.21,-0.07,-1.61,156.21,-0.07,-1.61,156.21,-0.07,-1.61
Asian Government Bond Index (AGBI),192.74,0.13,0.20,158.79,0.32,-0.70,165.39,0.12,0.14
Asian Government Extended Bond Index (AGBI-Extended),182.13,0.09,-0.23,181.65,0.23,-1.23,141.72,0.08,-0.31
AsiaPac Government Bond Index (APGBI),193.70,0.11,0.07,155.01,0.39,-0.75,161.92,0.10,0.02
Asian Broad Bond Index (ABBI),203.11,0.12,-0.86,203.11,0.12,-0.86,203.11,0.12,-0.86
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.13,0.11,0.53,140.05,0.29,-0.62,131.43,0.10,0.45
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.05,0.11,0.53,139.98,0.29,-0.62,131.37,0.10,0.45
Dim Sum (Offshore CNY) Bond Index,149.29,0.02,0.30,147.59,0.67,0.08,117.53,-0.00,0.14
Australian Broad Investment-Grade Bond Index (AusBIG),295.71,0.00,-0.77,349.71,1.03,-0.86,189.38,-0.00,-0.73
Emerging Markets Government Bond Index (EMGBI),245.54,0.20,0.25,130.71,0.52,-0.14,152.80,0.18,0.10
Emerging Markets Inflation-Linked Securities Index (EMILSI),479.94,0.17,1.39,176.87,1.23,3.30,202.35,0.08,0.64
Emerging Markets US Dollar Government Bond Index EMUSDGBI),771.38,0.29,-2.31,771.38,0.29,-2.31,771.38,0.29,-2.31
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),820.52,0.26,-2.51,820.52,0.26,-2.51,820.52,0.26,-2.51
Debt Capacity World Government Bond Index (DCWGBI),171.15,-0.30,-0.34,154.52,0.29,0.19,182.22,-0.30,-0.32
Time-Weighted US Fallen Angel Bond Index,749.10,0.03,-2.80,749.10,0.03,-2.80,749.10,0.03,-2.80
