,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.69,0.17,-0.05,213.91,0.23,-0.57,255.87,0.17,-0.03
World Government Bond Index (WGBI),743.10,0.14,-0.04,894.04,0.23,-0.64,886.31,0.14,-0.02
World Government Bond Index - Developed Markets (WGBI  DM),738.52,0.14,-0.06,893.46,0.23,-0.62,888.63,0.15,-0.03
World Government Bond Index - Extended (WGBI Extended),753.67,0.12,-0.02,905.67,0.20,-0.79,889.46,0.13,-0.00
World Inflation-Linked Securities Index (WorldILSI),198.69,0.61,-0.14,162.33,0.74,-1.19,201.61,0.60,-0.13
US Broad Investment-Grade Bond Index (USBIG),"1,751.03",0.22,-0.18,"1,751.03",0.22,-0.18,"1,751.03",0.22,-0.18
US Treasury Index,"1,527.55",0.24,-0.16,"1,527.55",0.24,-0.16,"1,527.55",0.24,-0.16
US High-Yield Market Index,"1,117.98",-0.03,-2.52,"1,117.98",-0.03,-2.52,"1,117.98",-0.03,-2.52
US High-Yield Cash Pay Index,"1,095.31",-0.03,-2.51,"1,095.31",-0.03,-2.51,"1,095.31",-0.03,-2.51
US High-Yield Market Capped Index,386.99,-0.04,-2.54,386.99,-0.04,-2.54,386.99,-0.04,-2.54
US High-Yield Cash Pay Capped Index,383.36,-0.04,-2.53,383.36,-0.04,-2.53,383.36,-0.04,-2.53
LATAM Government Bond Index (LATAMGBI),218.40,0.08,-0.29,102.16,0.61,-0.27,138.06,0.01,-0.59
Euro Broad Investment-Grade Bond Index (EuroBIG),227.55,0.13,0.07,201.60,0.22,-1.31,268.74,0.14,0.14
EMU Government Bond Index (EGBI),231.50,0.09,0.06,205.10,0.18,-1.32,272.99,0.10,0.13
Eurodollar Bond Index,413.89,0.07,-0.66,413.89,0.07,-0.66,413.89,0.07,-0.66
Eurosterling Bond Index,523.87,0.24,0.74,410.27,0.50,-1.68,461.63,0.23,0.73
Euroyen Bond Index,185.20,-0.02,-0.16,143.17,0.22,0.23,370.42,-0.02,-0.11
CEEMEA Government Bond Index (CEEMEAGBI),145.33,0.17,-1.53,67.22,0.28,-3.55,100.55,0.13,-1.67
Middle East and North Africa Broad Bond Index (MENABBI),155.55,0.06,-2.02,155.55,0.06,-2.02,155.55,0.06,-2.02
Asian Government Bond Index (AGBI),191.99,-0.04,-0.19,155.64,-0.18,-2.67,164.78,-0.04,-0.23
Asian Government Extended Bond Index (AGBI-Extended),181.66,-0.01,-0.49,179.04,-0.11,-2.65,141.39,-0.02,-0.55
AsiaPac Government Bond Index (APGBI),192.95,-0.02,-0.31,151.80,-0.11,-2.80,161.33,-0.03,-0.34
Asian Broad Bond Index (ABBI),202.93,0.04,-0.95,202.93,0.04,-0.95,202.93,0.04,-0.95
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.77,0.03,0.29,136.93,-0.20,-2.82,131.15,0.02,0.23
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.69,0.03,0.29,136.87,-0.20,-2.82,131.09,0.02,0.24
Dim Sum (Offshore CNY) Bond Index,149.18,0.04,0.22,144.27,0.02,-2.17,117.50,0.02,0.11
Australian Broad Investment-Grade Bond Index (AusBIG),294.39,0.01,-1.22,340.01,0.34,-3.61,188.57,0.01,-1.15
Emerging Markets Government Bond Index (EMGBI),244.09,0.04,-0.35,127.54,-0.04,-2.57,151.97,0.02,-0.44
Emerging Markets Inflation-Linked Securities Index (EMILSI),479.88,0.84,1.38,170.83,1.28,-0.23,202.78,0.73,0.86
Emerging Markets US Dollar Government Bond Index EMUSDGBI),768.65,-0.20,-2.66,768.65,-0.20,-2.66,768.65,-0.20,-2.66
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),820.30,-0.07,-2.53,820.30,-0.07,-2.53,820.30,-0.07,-2.53
Debt Capacity World Government Bond Index (DCWGBI),171.64,0.13,-0.06,152.57,0.24,-1.07,182.73,0.13,-0.04
Time-Weighted US Fallen Angel Bond Index,754.58,0.23,-2.09,754.58,0.23,-2.09,754.58,0.23,-2.09
