,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.41,0.17,-0.17,215.22,0.49,0.04,255.58,0.17,-0.14
World Government Bond Index (WGBI),742.55,0.22,-0.12,901.48,0.62,0.19,885.70,0.22,-0.09
World Government Bond Index - Developed Markets (WGBI  DM),737.91,0.22,-0.14,900.89,0.63,0.20,887.95,0.22,-0.10
World Government Bond Index - Extended (WGBI Extended),753.17,0.20,-0.09,912.95,0.53,0.00,888.90,0.20,-0.06
World Inflation-Linked Securities Index (WorldILSI),195.23,-0.59,-1.87,161.20,-0.22,-1.88,198.13,-0.59,-1.86
US Broad Investment-Grade Bond Index (USBIG),"1,750.91",0.15,-0.18,"1,750.91",0.15,-0.18,"1,750.91",0.15,-0.18
US Treasury Index,"1,529.07",0.17,-0.06,"1,529.07",0.17,-0.06,"1,529.07",0.17,-0.06
US High-Yield Market Index,"1,108.52",-0.18,-3.34,"1,108.52",-0.18,-3.34,"1,108.52",-0.18,-3.34
US High-Yield Cash Pay Index,"1,086.03",-0.18,-3.33,"1,086.03",-0.18,-3.33,"1,086.03",-0.18,-3.33
US High-Yield Market Capped Index,383.69,-0.19,-3.37,383.69,-0.19,-3.37,383.69,-0.19,-3.37
US High-Yield Cash Pay Capped Index,380.09,-0.19,-3.36,380.09,-0.19,-3.36,380.09,-0.19,-3.36
LATAM Government Bond Index (LATAMGBI),218.12,0.22,-0.42,103.17,0.52,0.72,137.79,0.20,-0.79
Euro Broad Investment-Grade Bond Index (EuroBIG),227.02,0.24,-0.16,204.72,0.97,0.22,268.14,0.24,-0.08
EMU Government Bond Index (EGBI),231.10,0.36,-0.11,208.40,1.10,0.27,272.56,0.37,-0.03
Eurodollar Bond Index,413.58,0.09,-0.73,413.58,0.09,-0.73,413.58,0.09,-0.73
Eurosterling Bond Index,518.13,-0.30,-0.36,413.67,0.33,-0.87,456.64,-0.30,-0.36
Euroyen Bond Index,185.27,0.02,-0.12,145.10,0.87,1.58,370.58,0.02,-0.06
CEEMEA Government Bond Index (CEEMEAGBI),146.20,0.40,-0.94,68.76,0.80,-1.34,101.10,0.38,-1.13
Middle East and North Africa Broad Bond Index (MENABBI),155.50,-0.21,-2.05,155.50,-0.21,-2.05,155.50,-0.21,-2.05
Asian Government Bond Index (AGBI),192.19,0.07,-0.08,156.37,-0.27,-2.22,164.94,0.07,-0.13
Asian Government Extended Bond Index (AGBI-Extended),181.72,0.07,-0.46,179.43,-0.23,-2.44,141.43,0.07,-0.52
AsiaPac Government Bond Index (APGBI),193.13,0.11,-0.22,152.71,-0.13,-2.22,161.47,0.11,-0.26
Asian Broad Bond Index (ABBI),202.56,0.06,-1.13,202.56,0.06,-1.13,202.56,0.06,-1.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.98,0.01,0.43,137.74,-0.26,-2.25,131.32,0.01,0.36
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.91,0.01,0.43,137.68,-0.26,-2.25,131.26,0.01,0.36
Dim Sum (Offshore CNY) Bond Index,149.21,0.00,0.24,146.01,0.57,-0.99,117.50,-0.00,0.11
Australian Broad Investment-Grade Bond Index (AusBIG),295.07,0.52,-0.99,346.59,1.10,-1.74,188.97,0.50,-0.95
Emerging Markets Government Bond Index (EMGBI),244.59,0.14,-0.14,128.51,0.06,-1.83,152.25,0.14,-0.25
Emerging Markets Inflation-Linked Securities Index (EMILSI),478.17,0.04,1.01,172.77,0.48,0.90,201.84,0.01,0.39
Emerging Markets US Dollar Government Bond Index EMUSDGBI),765.29,-0.51,-3.08,765.29,-0.51,-3.08,765.29,-0.51,-3.08
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),815.13,-0.63,-3.15,815.13,-0.63,-3.15,815.13,-0.63,-3.15
Debt Capacity World Government Bond Index (DCWGBI),171.57,0.27,-0.10,154.15,0.68,-0.05,182.66,0.27,-0.08
Time-Weighted US Fallen Angel Bond Index,747.60,-0.15,-2.99,747.60,-0.15,-2.99,747.60,-0.15,-2.99
