,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.30,-0.46,-0.22,213.41,-0.58,-0.81,255.43,-0.45,-0.20
World Government Bond Index (WGBI),742.05,-0.50,-0.18,891.98,-0.69,-0.87,885.03,-0.50,-0.16
World Government Bond Index - Developed Markets (WGBI  DM),737.47,-0.52,-0.20,891.39,-0.71,-0.85,887.33,-0.51,-0.17
World Government Bond Index - Extended (WGBI Extended),752.74,-0.47,-0.14,903.90,-0.63,-0.99,888.32,-0.46,-0.13
World Inflation-Linked Securities Index (WorldILSI),197.48,-0.27,-0.74,161.13,-0.28,-1.92,200.40,-0.26,-0.73
US Broad Investment-Grade Bond Index (USBIG),"1,747.25",-0.59,-0.39,"1,747.25",-0.59,-0.39,"1,747.25",-0.59,-0.39
US Treasury Index,"1,523.92",-0.70,-0.39,"1,523.92",-0.70,-0.39,"1,523.92",-0.70,-0.39
US High-Yield Market Index,"1,118.28",0.12,-2.49,"1,118.28",0.12,-2.49,"1,118.28",0.12,-2.49
US High-Yield Cash Pay Index,"1,095.61",0.12,-2.48,"1,095.61",0.12,-2.48,"1,095.61",0.12,-2.48
US High-Yield Market Capped Index,387.13,0.11,-2.50,387.13,0.11,-2.50,387.13,0.11,-2.50
US High-Yield Cash Pay Capped Index,383.49,0.10,-2.50,383.49,0.10,-2.50,383.49,0.10,-2.50
LATAM Government Bond Index (LATAMGBI),218.23,0.01,-0.37,101.53,0.44,-0.88,138.04,-0.01,-0.61
Euro Broad Investment-Grade Bond Index (EuroBIG),227.26,-0.45,-0.06,201.16,-0.63,-1.53,268.36,-0.44,-0.00
EMU Government Bond Index (EGBI),231.30,-0.66,-0.02,204.74,-0.83,-1.49,272.73,-0.64,0.03
Eurodollar Bond Index,413.62,-0.44,-0.72,413.62,-0.44,-0.72,413.62,-0.44,-0.72
Eurosterling Bond Index,522.63,-0.33,0.50,408.23,-0.39,-2.17,460.55,-0.32,0.49
Euroyen Bond Index,185.25,0.01,-0.13,142.86,-0.96,0.01,370.48,0.02,-0.09
CEEMEA Government Bond Index (CEEMEAGBI),145.09,-0.08,-1.69,67.03,-0.22,-3.82,100.42,-0.09,-1.79
Middle East and North Africa Broad Bond Index (MENABBI),155.46,-0.00,-2.08,155.46,-0.00,-2.08,155.46,-0.00,-2.08
Asian Government Bond Index (AGBI),192.06,-0.06,-0.15,155.91,0.05,-2.50,164.85,-0.06,-0.18
Asian Government Extended Bond Index (AGBI-Extended),181.68,-0.01,-0.48,179.25,0.07,-2.54,141.43,-0.01,-0.52
AsiaPac Government Bond Index (APGBI),192.99,-0.02,-0.29,151.97,0.12,-2.69,161.37,-0.03,-0.32
Asian Broad Bond Index (ABBI),202.84,-0.19,-1.00,202.84,-0.19,-1.00,202.84,-0.19,-1.00
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.72,-0.02,0.26,137.21,0.07,-2.63,131.13,-0.03,0.22
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.65,-0.02,0.26,137.14,0.07,-2.63,131.06,-0.03,0.22
Dim Sum (Offshore CNY) Bond Index,149.12,-0.00,0.18,144.24,0.07,-2.19,117.47,-0.01,0.09
Australian Broad Investment-Grade Bond Index (AusBIG),294.36,0.12,-1.23,338.86,0.64,-3.94,188.55,0.11,-1.16
Emerging Markets Government Bond Index (EMGBI),243.98,0.00,-0.39,127.58,0.02,-2.53,151.93,-0.00,-0.46
Emerging Markets Inflation-Linked Securities Index (EMILSI),475.87,0.21,0.53,168.67,0.52,-1.49,201.31,0.17,0.13
Emerging Markets US Dollar Government Bond Index EMUSDGBI),770.17,0.08,-2.47,770.17,0.08,-2.47,770.17,0.08,-2.47
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),820.91,-0.01,-2.46,820.91,-0.01,-2.46,820.91,-0.01,-2.46
Debt Capacity World Government Bond Index (DCWGBI),171.42,-0.42,-0.18,152.20,-0.51,-1.31,182.50,-0.41,-0.17
Time-Weighted US Fallen Angel Bond Index,752.83,0.09,-2.31,752.83,0.09,-2.31,752.83,0.09,-2.31
