,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),228.35,0.58,0.24,214.66,0.28,-0.22,256.59,0.58,0.26
World Government Bond Index (WGBI),745.80,0.65,0.32,898.17,0.42,-0.18,889.45,0.65,0.34
World Government Bond Index - Developed Markets (WGBI  DM),741.30,0.67,0.32,897.77,0.45,-0.14,891.89,0.66,0.34
World Government Bond Index - Extended (WGBI Extended),756.28,0.62,0.33,909.62,0.34,-0.36,892.46,0.62,0.34
World Inflation-Linked Securities Index (WorldILSI),198.02,1.17,-0.47,161.58,0.60,-1.65,200.93,1.15,-0.47
US Broad Investment-Grade Bond Index (USBIG),"1,757.57",0.42,0.20,"1,757.57",0.42,0.20,"1,757.57",0.42,0.20
US Treasury Index,"1,534.70",0.52,0.31,"1,534.70",0.52,0.31,"1,534.70",0.52,0.31
US High-Yield Market Index,"1,116.96",-0.46,-2.60,"1,116.96",-0.46,-2.60,"1,116.96",-0.46,-2.60
US High-Yield Cash Pay Index,"1,094.35",-0.46,-2.59,"1,094.35",-0.46,-2.59,"1,094.35",-0.46,-2.59
US High-Yield Market Capped Index,386.72,-0.46,-2.61,386.72,-0.46,-2.61,386.72,-0.46,-2.61
US High-Yield Cash Pay Capped Index,383.09,-0.46,-2.60,383.09,-0.46,-2.60,383.09,-0.46,-2.60
LATAM Government Bond Index (LATAMGBI),218.21,0.10,-0.38,101.09,-0.14,-1.31,138.05,0.09,-0.60
Euro Broad Investment-Grade Bond Index (EuroBIG),228.29,0.91,0.40,202.43,-0.38,-0.91,269.55,0.91,0.44
EMU Government Bond Index (EGBI),232.83,1.00,0.64,206.45,-0.28,-0.67,274.49,1.00,0.68
Eurodollar Bond Index,415.44,0.04,-0.29,415.44,0.04,-0.29,415.44,0.04,-0.29
Eurosterling Bond Index,524.37,1.15,0.84,409.83,0.23,-1.79,462.04,1.12,0.82
Euroyen Bond Index,185.22,0.01,-0.15,144.24,1.71,0.98,370.41,0.01,-0.11
CEEMEA Government Bond Index (CEEMEAGBI),145.20,0.35,-1.62,67.18,-0.26,-3.61,100.51,0.35,-1.71
Middle East and North Africa Broad Bond Index (MENABBI),155.46,-0.23,-2.08,155.46,-0.23,-2.08,155.46,-0.23,-2.08
Asian Government Bond Index (AGBI),192.17,0.22,-0.09,155.83,-0.60,-2.55,164.94,0.21,-0.13
Asian Government Extended Bond Index (AGBI-Extended),181.69,0.25,-0.47,179.11,-0.42,-2.61,141.44,0.25,-0.51
AsiaPac Government Bond Index (APGBI),193.04,0.25,-0.27,151.79,-0.65,-2.81,161.42,0.24,-0.29
Asian Broad Bond Index (ABBI),203.22,-0.06,-0.81,203.22,-0.06,-0.81,203.22,-0.06,-0.81
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.76,0.09,0.28,137.11,-0.81,-2.70,131.16,0.09,0.24
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.68,0.09,0.29,137.04,-0.81,-2.70,131.10,0.09,0.24
Dim Sum (Offshore CNY) Bond Index,149.12,0.05,0.18,144.14,-0.89,-2.26,117.48,0.05,0.10
Australian Broad Investment-Grade Bond Index (AusBIG),294.02,0.48,-1.34,336.70,-1.20,-4.55,188.35,0.50,-1.27
Emerging Markets Government Bond Index (EMGBI),243.98,0.09,-0.39,127.56,-0.60,-2.55,151.94,0.09,-0.46
Emerging Markets Inflation-Linked Securities Index (EMILSI),474.87,0.20,0.32,167.79,0.07,-2.00,200.96,0.17,-0.04
Emerging Markets US Dollar Government Bond Index EMUSDGBI),769.57,-0.27,-2.54,769.57,-0.27,-2.54,769.57,-0.27,-2.54
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),820.96,-0.16,-2.45,820.96,-0.16,-2.45,820.96,-0.16,-2.45
Debt Capacity World Government Bond Index (DCWGBI),172.14,0.68,0.23,152.98,0.14,-0.81,183.25,0.67,0.25
Time-Weighted US Fallen Angel Bond Index,752.17,-0.30,-2.40,752.17,-0.30,-2.40,752.17,-0.30,-2.40
