,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.04,0.11,-0.33,214.26,0.18,-0.41,255.10,0.11,-0.33
World Government Bond Index (WGBI),741.33,0.10,-0.28,896.28,0.20,-0.39,884.02,0.10,-0.28
World Government Bond Index - Developed Markets (WGBI  DM),736.81,0.10,-0.29,895.48,0.20,-0.40,886.37,0.10,-0.28
World Government Bond Index - Extended (WGBI Extended),751.68,0.09,-0.28,909.21,0.18,-0.40,886.96,0.09,-0.28
World Inflation-Linked Securities Index (WorldILSI),197.46,-0.05,-0.75,162.81,-0.00,-0.90,200.37,-0.05,-0.75
US Broad Investment-Grade Bond Index (USBIG),"1,745.16",0.20,-0.51,"1,745.16",0.20,-0.51,"1,745.16",0.20,-0.51
US Treasury Index,"1,523.27",0.21,-0.44,"1,523.27",0.21,-0.44,"1,523.27",0.21,-0.44
US High-Yield Market Index,"1,141.44",0.11,-0.47,"1,141.44",0.11,-0.47,"1,141.44",0.11,-0.47
US High-Yield Cash Pay Index,"1,118.00",0.12,-0.49,"1,118.00",0.12,-0.49,"1,118.00",0.12,-0.49
US High-Yield Market Capped Index,395.24,0.11,-0.46,395.24,0.11,-0.46,395.24,0.11,-0.46
US High-Yield Cash Pay Capped Index,391.42,0.11,-0.48,391.42,0.11,-0.48,391.42,0.11,-0.48
LATAM Government Bond Index (LATAMGBI),218.21,-0.13,-0.38,101.78,0.12,-0.63,138.28,-0.15,-0.44
Euro Broad Investment-Grade Bond Index (EuroBIG),227.33,0.08,-0.03,204.01,0.22,-0.13,268.33,0.08,-0.01
EMU Government Bond Index (EGBI),231.26,0.13,-0.04,207.54,0.28,-0.14,272.57,0.14,-0.03
Eurodollar Bond Index,414.45,0.15,-0.52,414.45,0.15,-0.52,414.45,0.15,-0.52
Eurosterling Bond Index,517.90,-0.42,-0.41,414.16,-0.50,-0.75,456.44,-0.42,-0.40
Euroyen Bond Index,185.42,0.00,-0.04,142.40,0.25,-0.31,370.70,0.01,-0.03
CEEMEA Government Bond Index (CEEMEAGBI),147.22,-0.09,-0.25,69.35,0.43,-0.50,101.97,-0.10,-0.28
Middle East and North Africa Broad Bond Index (MENABBI),157.27,-0.51,-0.94,157.27,-0.51,-0.94,157.27,-0.51,-0.94
Asian Government Bond Index (AGBI),191.87,-0.04,-0.25,159.16,-0.11,-0.47,164.73,-0.04,-0.25
Asian Government Extended Bond Index (AGBI-Extended),182.22,-0.03,-0.18,183.23,-0.08,-0.38,141.90,-0.03,-0.19
AsiaPac Government Bond Index (APGBI),192.76,-0.14,-0.41,155.19,-0.13,-0.63,161.21,-0.14,-0.41
Asian Broad Bond Index (ABBI),203.91,-0.24,-0.47,203.91,-0.24,-0.47,203.91,-0.24,-0.47
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.36,0.01,0.03,140.95,0.01,0.03,130.87,0.01,0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.29,0.01,0.03,140.88,0.01,0.03,130.80,0.01,0.02
Dim Sum (Offshore CNY) Bond Index,148.91,0.03,0.04,147.38,0.48,-0.06,117.39,0.02,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),293.37,-0.94,-1.56,346.80,-0.23,-1.68,187.81,-0.94,-1.55
Emerging Markets Government Bond Index (EMGBI),244.76,-0.05,-0.07,130.69,0.01,-0.16,152.50,-0.06,-0.09
Emerging Markets Inflation-Linked Securities Index (EMILSI),472.63,0.05,-0.15,169.97,0.47,-0.73,200.56,0.02,-0.25
Emerging Markets US Dollar Government Bond Index EMUSDGBI),780.46,-0.40,-1.16,780.46,-0.40,-1.16,780.46,-0.40,-1.16
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),831.85,-0.42,-1.16,831.85,-0.42,-1.16,831.85,-0.42,-1.16
Debt Capacity World Government Bond Index (DCWGBI),171.27,0.05,-0.27,153.58,0.20,-0.42,182.32,0.05,-0.27
Time-Weighted US Fallen Angel Bond Index,766.01,0.03,-0.60,766.01,0.03,-0.60,766.01,0.03,-0.60
