,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),226.44,-0.55,-0.60,213.69,-0.10,-0.67,254.48,-0.55,-0.57
World Government Bond Index (WGBI),738.81,-0.58,-0.62,893.30,-0.08,-0.72,881.23,-0.57,-0.59
World Government Bond Index - Developed Markets (WGBI  DM),734.15,-0.59,-0.65,892.53,-0.10,-0.73,883.41,-0.59,-0.62
World Government Bond Index - Extended (WGBI Extended),749.70,-0.53,-0.55,905.55,-0.01,-0.81,884.80,-0.52,-0.52
World Inflation-Linked Securities Index (WorldILSI),197.00,-0.85,-0.98,162.35,0.01,-1.18,199.91,-0.84,-0.97
US Broad Investment-Grade Bond Index (USBIG),"1,741.54",-0.54,-0.72,"1,741.54",-0.54,-0.72,"1,741.54",-0.54,-0.72
US Treasury Index,"1,518.74",-0.58,-0.73,"1,518.74",-0.58,-0.73,"1,518.74",-0.58,-0.73
US High-Yield Market Index,"1,118.01",0.00,-2.51,"1,118.01",0.00,-2.51,"1,118.01",0.00,-2.51
US High-Yield Cash Pay Index,"1,095.30",-0.00,-2.51,"1,095.30",-0.00,-2.51,"1,095.30",-0.00,-2.51
US High-Yield Market Capped Index,386.99,0.00,-2.54,386.99,0.00,-2.54,386.99,0.00,-2.54
US High-Yield Cash Pay Capped Index,383.35,-0.00,-2.53,383.35,-0.00,-2.53,383.35,-0.00,-2.53
LATAM Government Bond Index (LATAMGBI),218.05,-0.16,-0.45,102.82,0.65,0.38,137.79,-0.20,-0.79
Euro Broad Investment-Grade Bond Index (EuroBIG),226.09,-0.64,-0.57,202.84,0.61,-0.70,267.03,-0.64,-0.50
EMU Government Bond Index (EGBI),229.77,-0.74,-0.68,206.15,0.51,-0.81,270.98,-0.74,-0.61
Eurodollar Bond Index,411.70,-0.53,-1.18,411.70,-0.53,-1.18,411.70,-0.53,-1.18
Eurosterling Bond Index,519.62,-0.81,-0.07,414.19,0.95,-0.75,457.95,-0.80,-0.07
Euroyen Bond Index,185.21,0.00,-0.15,142.95,-0.15,0.07,370.45,0.01,-0.10
CEEMEA Government Bond Index (CEEMEAGBI),145.39,0.04,-1.49,68.16,1.41,-2.19,100.57,0.01,-1.65
Middle East and North Africa Broad Bond Index (MENABBI),155.19,-0.23,-2.25,155.19,-0.23,-2.25,155.19,-0.23,-2.25
Asian Government Bond Index (AGBI),192.05,0.03,-0.16,156.69,0.68,-2.01,164.82,0.03,-0.20
Asian Government Extended Bond Index (AGBI-Extended),181.55,-0.06,-0.55,179.74,0.39,-2.27,141.31,-0.06,-0.61
AsiaPac Government Bond Index (APGBI),192.98,0.02,-0.30,152.87,0.70,-2.12,161.35,0.01,-0.33
Asian Broad Bond Index (ABBI),202.34,-0.29,-1.24,202.34,-0.29,-1.24,202.34,-0.29,-1.24
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.87,0.07,0.36,138.10,0.85,-2.00,131.23,0.06,0.30
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.79,0.07,0.36,138.03,0.85,-2.00,131.17,0.06,0.30
Dim Sum (Offshore CNY) Bond Index,149.17,-0.00,0.22,145.58,0.91,-1.28,117.49,-0.01,0.10
Australian Broad Investment-Grade Bond Index (AusBIG),294.23,-0.05,-1.27,343.21,0.94,-2.70,188.45,-0.06,-1.22
Emerging Markets Government Bond Index (EMGBI),244.11,0.01,-0.34,128.46,0.73,-1.86,151.97,0.00,-0.44
Emerging Markets Inflation-Linked Securities Index (EMILSI),478.66,-0.25,1.12,172.14,0.77,0.53,202.19,-0.29,0.56
Emerging Markets US Dollar Government Bond Index EMUSDGBI),768.50,-0.02,-2.68,768.50,-0.02,-2.68,768.50,-0.02,-2.68
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),820.00,-0.04,-2.57,820.00,-0.04,-2.57,820.00,-0.04,-2.57
Debt Capacity World Government Bond Index (DCWGBI),170.71,-0.54,-0.60,152.85,0.19,-0.89,181.75,-0.54,-0.58
Time-Weighted US Fallen Angel Bond Index,753.74,-0.11,-2.19,753.74,-0.11,-2.19,753.74,-0.11,-2.19
