,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),227.03,0.24,-0.34,214.05,0.27,-0.51,255.12,0.24,-0.32
World Government Bond Index (WGBI),740.96,0.25,-0.33,894.37,0.29,-0.60,883.71,0.25,-0.31
World Government Bond Index - Developed Markets (WGBI  DM),736.39,0.25,-0.35,893.74,0.29,-0.59,886.01,0.25,-0.32
World Government Bond Index - Extended (WGBI Extended),751.60,0.25,-0.30,906.56,0.29,-0.70,886.97,0.25,-0.28
World Inflation-Linked Securities Index (WorldILSI),195.73,0.77,-1.62,160.62,0.90,-2.23,198.64,0.77,-1.61
US Broad Investment-Grade Bond Index (USBIG),"1,750.25",0.40,-0.22,"1,750.25",0.40,-0.22,"1,750.25",0.40,-0.22
US Treasury Index,"1,526.73",0.40,-0.21,"1,526.73",0.40,-0.21,"1,526.73",0.40,-0.21
US High-Yield Market Index,"1,122.15",0.02,-2.15,"1,122.15",0.02,-2.15,"1,122.15",0.02,-2.15
US High-Yield Cash Pay Index,"1,099.36",0.03,-2.15,"1,099.36",0.03,-2.15,"1,099.36",0.03,-2.15
US High-Yield Market Capped Index,388.52,0.01,-2.15,388.52,0.01,-2.15,388.52,0.01,-2.15
US High-Yield Cash Pay Capped Index,384.86,0.01,-2.15,384.86,0.01,-2.15,384.86,0.01,-2.15
LATAM Government Bond Index (LATAMGBI),218.00,0.42,-0.48,101.23,1.06,-1.17,137.93,0.39,-0.69
Euro Broad Investment-Grade Bond Index (EuroBIG),226.24,0.11,-0.50,203.19,0.14,-0.53,267.14,0.12,-0.46
EMU Government Bond Index (EGBI),230.52,0.26,-0.36,207.03,0.29,-0.39,271.78,0.26,-0.31
Eurodollar Bond Index,415.26,0.55,-0.33,415.26,0.55,-0.33,415.26,0.55,-0.33
Eurosterling Bond Index,518.42,-0.33,-0.31,408.90,-0.11,-2.01,456.92,-0.33,-0.30
Euroyen Bond Index,185.20,0.03,-0.16,141.82,-0.01,-0.71,370.36,0.04,-0.12
CEEMEA Government Bond Index (CEEMEAGBI),144.69,0.09,-1.96,67.35,0.30,-3.36,100.16,0.08,-2.05
Middle East and North Africa Broad Bond Index (MENABBI),155.82,0.64,-1.85,155.82,0.64,-1.85,155.82,0.64,-1.85
Asian Government Bond Index (AGBI),191.75,0.14,-0.31,156.77,0.12,-1.97,164.59,0.13,-0.34
Asian Government Extended Bond Index (AGBI-Extended),181.24,0.19,-0.72,179.86,0.21,-2.20,141.09,0.18,-0.76
AsiaPac Government Bond Index (APGBI),192.56,0.17,-0.52,152.79,0.23,-2.17,161.02,0.16,-0.53
Asian Broad Bond Index (ABBI),203.35,0.18,-0.75,203.35,0.18,-0.75,203.35,0.18,-0.75
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.62,-0.04,0.19,138.22,-0.10,-1.91,131.05,-0.04,0.16
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.54,-0.04,0.19,138.16,-0.10,-1.91,130.98,-0.04,0.16
Dim Sum (Offshore CNY) Bond Index,149.04,0.05,0.13,145.43,0.22,-1.39,117.43,0.05,0.05
Australian Broad Investment-Grade Bond Index (AusBIG),292.60,0.39,-1.82,340.77,1.14,-3.39,187.40,0.37,-1.77
Emerging Markets Government Bond Index (EMGBI),243.76,-0.03,-0.48,128.33,0.03,-1.97,151.80,-0.03,-0.55
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.92,0.09,0.12,167.67,0.59,-2.08,200.63,0.07,-0.21
Emerging Markets US Dollar Government Bond Index EMUSDGBI),771.65,0.63,-2.28,771.65,0.63,-2.28,771.65,0.63,-2.28
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),822.24,0.43,-2.30,822.24,0.43,-2.30,822.24,0.43,-2.30
Debt Capacity World Government Bond Index (DCWGBI),170.98,0.19,-0.44,152.76,0.31,-0.95,182.03,0.19,-0.42
Time-Weighted US Fallen Angel Bond Index,754.40,0.15,-2.11,754.40,0.15,-2.11,754.40,0.15,-2.11
