,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),228.54,0.17,0.33,216.91,-0.01,0.82,256.86,0.17,0.36
World Government Bond Index (WGBI),744.70,0.10,0.17,907.02,-0.13,0.81,888.34,0.10,0.21
World Government Bond Index - Developed Markets (WGBI  DM),739.98,0.10,0.14,906.15,-0.13,0.79,890.53,0.11,0.19
World Government Bond Index - Extended (WGBI Extended),755.39,0.10,0.21,919.32,-0.11,0.70,891.59,0.10,0.24
World Inflation-Linked Securities Index (WorldILSI),194.40,0.26,-2.29,161.08,0.23,-1.95,197.25,0.26,-2.29
US Broad Investment-Grade Bond Index (USBIG),"1,767.93",0.29,0.79,"1,767.93",0.29,0.79,"1,767.93",0.29,0.79
US Treasury Index,"1,540.79",0.14,0.71,"1,540.79",0.14,0.71,"1,540.79",0.14,0.71
US High-Yield Market Index,"1,122.85",0.90,-2.09,"1,122.85",0.90,-2.09,"1,122.85",0.90,-2.09
US High-Yield Cash Pay Index,"1,100.06",0.90,-2.08,"1,100.06",0.90,-2.08,"1,100.06",0.90,-2.08
US High-Yield Market Capped Index,388.57,0.89,-2.14,388.57,0.89,-2.14,388.57,0.89,-2.14
US High-Yield Cash Pay Capped Index,384.91,0.89,-2.14,384.91,0.89,-2.14,384.91,0.89,-2.14
LATAM Government Bond Index (LATAMGBI),220.54,0.22,0.68,105.73,0.64,3.22,139.13,0.20,0.18
Euro Broad Investment-Grade Bond Index (EuroBIG),226.39,0.03,-0.44,205.89,-0.41,0.79,267.45,0.03,-0.34
EMU Government Bond Index (EGBI),230.08,0.08,-0.55,209.24,-0.36,0.68,271.41,0.09,-0.45
Eurodollar Bond Index,418.96,0.52,0.56,418.96,0.52,0.56,418.96,0.52,0.56
Eurosterling Bond Index,517.51,-0.23,-0.48,414.98,-0.06,-0.56,456.08,-0.23,-0.48
Euroyen Bond Index,185.54,0.03,0.02,145.35,-0.61,1.75,371.19,0.03,0.10
CEEMEA Government Bond Index (CEEMEAGBI),146.94,-0.02,-0.44,69.65,-0.49,-0.05,101.54,-0.03,-0.70
Middle East and North Africa Broad Bond Index (MENABBI),157.86,0.67,-0.57,157.86,0.67,-0.57,157.86,0.67,-0.57
Asian Government Bond Index (AGBI),193.19,0.12,0.43,159.01,0.11,-0.57,165.76,0.11,0.37
Asian Government Extended Bond Index (AGBI-Extended),182.53,0.12,-0.01,181.92,0.13,-1.09,142.02,0.11,-0.10
AsiaPac Government Bond Index (APGBI),194.22,0.16,0.34,155.23,0.16,-0.60,162.36,0.15,0.29
Asian Broad Bond Index (ABBI),203.97,0.30,-0.44,203.97,0.30,-0.44,203.97,0.30,-0.44
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.18,0.02,0.56,139.89,-0.02,-0.73,131.47,0.01,0.48
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),154.11,0.02,0.56,139.82,-0.02,-0.73,131.41,0.01,0.48
Dim Sum (Offshore CNY) Bond Index,149.38,0.04,0.35,146.67,-0.54,-0.55,117.58,0.03,0.18
Australian Broad Investment-Grade Bond Index (AusBIG),297.38,0.50,-0.21,350.25,0.51,-0.71,190.45,0.49,-0.17
Emerging Markets Government Bond Index (EMGBI),245.77,0.07,0.34,130.63,0.03,-0.21,152.92,0.06,0.19
Emerging Markets Inflation-Linked Securities Index (EMILSI),480.13,0.03,1.43,175.42,-0.08,2.45,202.22,-0.03,0.58
Emerging Markets US Dollar Government Bond Index EMUSDGBI),778.79,0.72,-1.37,778.79,0.72,-1.37,778.79,0.72,-1.37
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),828.69,0.73,-1.53,828.69,0.73,-1.53,828.69,0.73,-1.53
Debt Capacity World Government Bond Index (DCWGBI),171.95,0.10,0.12,155.25,-0.13,0.67,183.07,0.10,0.15
Time-Weighted US Fallen Angel Bond Index,755.90,0.87,-1.91,755.90,0.87,-1.91,755.90,0.87,-1.91
