,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),226.49,0.44,-0.57,213.48,0.49,-0.77,254.51,0.44,-0.56
World Government Bond Index (WGBI),739.13,0.49,-0.58,891.80,0.55,-0.89,881.52,0.49,-0.56
World Government Bond Index - Developed Markets (WGBI  DM),734.56,0.50,-0.59,891.18,0.56,-0.88,883.80,0.50,-0.57
World Government Bond Index - Extended (WGBI Extended),749.70,0.45,-0.55,903.93,0.50,-0.98,884.72,0.45,-0.53
World Inflation-Linked Securities Index (WorldILSI),194.23,0.55,-2.38,159.18,0.54,-3.11,197.13,0.53,-2.35
US Broad Investment-Grade Bond Index (USBIG),"1,743.31",0.38,-0.62,"1,743.31",0.38,-0.62,"1,743.31",0.38,-0.62
US Treasury Index,"1,520.66",0.46,-0.61,"1,520.66",0.46,-0.61,"1,520.66",0.46,-0.61
US High-Yield Market Index,"1,121.91",-0.08,-2.17,"1,121.91",-0.08,-2.17,"1,121.91",-0.08,-2.17
US High-Yield Cash Pay Index,"1,099.06",-0.08,-2.17,"1,099.06",-0.08,-2.17,"1,099.06",-0.08,-2.17
US High-Yield Market Capped Index,388.50,-0.07,-2.16,388.50,-0.07,-2.16,388.50,-0.07,-2.16
US High-Yield Cash Pay Capped Index,384.81,-0.07,-2.16,384.81,-0.07,-2.16,384.81,-0.07,-2.16
LATAM Government Bond Index (LATAMGBI),217.08,0.28,-0.89,100.17,0.07,-2.21,137.39,0.26,-1.08
Euro Broad Investment-Grade Bond Index (EuroBIG),225.99,0.62,-0.61,202.90,0.75,-0.68,266.83,0.63,-0.57
EMU Government Bond Index (EGBI),229.92,0.72,-0.62,206.42,0.84,-0.68,271.06,0.72,-0.58
Eurodollar Bond Index,412.98,0.13,-0.88,412.98,0.13,-0.88,412.98,0.13,-0.88
Eurosterling Bond Index,520.14,0.77,0.03,409.37,0.82,-1.90,458.41,0.75,0.03
Euroyen Bond Index,185.14,-0.07,-0.19,141.84,0.14,-0.70,370.23,-0.07,-0.16
CEEMEA Government Bond Index (CEEMEAGBI),144.56,-0.28,-2.05,67.15,-0.16,-3.64,100.08,-0.28,-2.13
Middle East and North Africa Broad Bond Index (MENABBI),154.82,-0.39,-2.48,154.82,-0.39,-2.48,154.82,-0.39,-2.48
Asian Government Bond Index (AGBI),191.49,-0.04,-0.45,156.57,-0.05,-2.09,164.38,-0.04,-0.47
Asian Government Extended Bond Index (AGBI-Extended),180.89,-0.12,-0.91,179.49,-0.08,-2.41,140.83,-0.13,-0.94
AsiaPac Government Bond Index (APGBI),192.24,-0.02,-0.68,152.44,-0.10,-2.40,160.77,-0.03,-0.69
Asian Broad Bond Index (ABBI),202.98,-0.09,-0.92,202.98,-0.09,-0.92,202.98,-0.09,-0.92
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.67,0.07,0.23,138.37,0.08,-1.81,131.10,0.07,0.20
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.60,0.07,0.23,138.30,0.08,-1.80,131.04,0.07,0.20
Dim Sum (Offshore CNY) Bond Index,148.96,0.02,0.07,145.12,0.15,-1.60,117.37,0.01,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),291.47,0.21,-2.20,336.93,-0.38,-4.48,186.72,0.22,-2.13
Emerging Markets Government Bond Index (EMGBI),243.82,-0.05,-0.46,128.28,-0.01,-2.00,151.85,-0.06,-0.51
Emerging Markets Inflation-Linked Securities Index (EMILSI),473.48,0.32,0.03,166.68,0.05,-2.65,200.50,0.28,-0.28
Emerging Markets US Dollar Government Bond Index EMUSDGBI),766.84,-0.28,-2.89,766.84,-0.28,-2.89,766.84,-0.28,-2.89
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),818.70,-0.23,-2.72,818.70,-0.23,-2.72,818.70,-0.23,-2.72
Debt Capacity World Government Bond Index (DCWGBI),170.66,0.48,-0.62,152.29,0.51,-1.25,181.69,0.48,-0.61
Time-Weighted US Fallen Angel Bond Index,753.26,-0.19,-2.26,753.26,-0.19,-2.26,753.26,-0.19,-2.26
