,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.35,0.30,0.30,245.69,0.14,0.38,281.77,0.30,0.31
World Government Bond Index (WGBI),814.56,0.32,0.31,"1,032.65",0.12,0.42,968.84,0.32,0.32
World Government Bond Index - Developed Markets (WGBI  DM),810.70,0.32,0.32,"1,033.82",0.12,0.42,972.38,0.32,0.32
World Government Bond Index - Extended (WGBI Extended),820.62,0.28,0.27,"1,040.58",0.09,0.39,966.70,0.28,0.28
World Inflation-Linked Securities Index (WorldILSI),215.90,0.37,0.38,184.14,0.04,0.38,218.74,0.37,0.38
US Broad Investment-Grade Bond Index (USBIG),"1,953.83",0.47,0.38,"1,953.83",0.47,0.38,"1,953.83",0.47,0.38
US Treasury Index,"1,686.98",0.61,0.50,"1,686.98",0.61,0.50,"1,686.98",0.61,0.50
US High-Yield Market Index,"1,224.13",0.20,0.47,"1,224.13",0.20,0.47,"1,224.13",0.20,0.47
US High-Yield Cash Pay Index,"1,198.70",0.20,0.48,"1,198.70",0.20,0.48,"1,198.70",0.20,0.48
US High-Yield Market Capped Index,423.23,0.19,0.45,423.23,0.19,0.45,423.23,0.19,0.45
US High-Yield Cash Pay Capped Index,419.04,0.20,0.46,419.04,0.20,0.46,419.04,0.20,0.46
LATAM Government Bond Index (LATAMGBI),229.02,0.40,0.77,101.70,-0.13,0.88,148.89,0.38,0.72
Euro Broad Investment-Grade Bond Index (EuroBIG),252.57,0.07,0.26,242.61,-0.26,0.47,296.08,0.07,0.27
EMU Government Bond Index (EGBI),258.68,0.08,0.22,248.48,-0.25,0.43,302.75,0.08,0.23
Eurodollar Bond Index,475.11,0.48,0.50,475.11,0.48,0.50,475.11,0.48,0.50
Eurosterling Bond Index,578.87,0.22,0.25,489.15,-0.44,0.18,509.05,0.23,0.26
Euroyen Bond Index,187.59,0.03,-0.01,165.29,-0.20,0.27,374.02,0.03,-0.00
CEEMEA Government Bond Index (CEEMEAGBI),179.78,0.07,-0.12,92.98,-0.42,0.06,130.48,0.06,-0.15
Middle East and North Africa Broad Bond Index (MENABBI),174.44,0.45,1.08,174.44,0.45,1.08,174.44,0.45,1.08
Asian Government Bond Index (AGBI),195.02,-0.12,-0.19,168.04,-0.18,-0.11,168.79,-0.12,-0.21
Asian Government Extended Bond Index (AGBI-Extended),185.46,-0.08,-0.12,193.45,-0.18,-0.05,145.72,-0.09,-0.14
AsiaPac Government Bond Index (APGBI),197.98,-0.07,-0.15,164.80,-0.25,-0.19,166.76,-0.07,-0.17
Asian Broad Bond Index (ABBI),225.56,0.17,0.05,225.56,0.17,0.05,225.56,0.17,0.05
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.37,0.00,-0.07,142.93,0.07,-0.04,129.82,-0.01,-0.10
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.29,-0.00,-0.08,142.85,0.06,-0.05,129.74,-0.01,-0.10
Dim Sum (Offshore CNY) Bond Index,148.56,-0.05,0.08,153.29,-0.14,0.07,118.35,-0.06,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),324.70,0.30,0.04,379.46,-0.83,-1.00,207.66,0.31,0.05
Emerging Markets Government Bond Index (EMGBI),253.10,0.03,-0.08,139.35,-0.11,-0.08,160.56,0.02,-0.11
Emerging Markets Inflation-Linked Securities Index (EMILSI),442.31,0.25,0.59,149.14,-0.37,0.21,195.51,0.23,0.53
Emerging Markets US Dollar Government Bond Index EMUSDGBI),929.74,0.58,1.30,929.74,0.58,1.30,929.74,0.58,1.30
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),995.77,0.52,1.17,995.77,0.52,1.17,995.77,0.52,1.17
Debt Capacity World Government Bond Index (DCWGBI),187.96,0.23,0.25,176.54,-0.06,0.31,199.74,0.24,0.26
Time-Weighted US Fallen Angel Bond Index,842.40,0.18,0.32,842.40,0.18,0.32,842.40,0.18,0.32
