,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.12,-0.26,-0.19,244.80,-0.04,0.02,280.41,-0.26,-0.18
World Government Bond Index (WGBI),809.60,-0.32,-0.30,"1,027.71",-0.09,-0.06,963.03,-0.31,-0.28
World Government Bond Index - Developed Markets (WGBI  DM),805.65,-0.32,-0.31,"1,028.57",-0.10,-0.09,966.41,-0.32,-0.29
World Government Bond Index - Extended (WGBI Extended),816.16,-0.28,-0.27,"1,036.42",-0.05,-0.02,961.50,-0.28,-0.26
World Inflation-Linked Securities Index (WorldILSI),214.79,-0.41,-0.14,183.61,-0.26,0.10,217.63,-0.41,-0.13
US Broad Investment-Grade Bond Index (USBIG),"1,938.75",-0.25,-0.40,"1,938.75",-0.25,-0.40,"1,938.75",-0.25,-0.40
US Treasury Index,"1,667.61",-0.30,-0.66,"1,667.61",-0.30,-0.66,"1,667.61",-0.30,-0.66
US High-Yield Market Index,"1,233.75",-0.09,1.26,"1,233.75",-0.09,1.26,"1,233.75",-0.09,1.26
US High-Yield Cash Pay Index,"1,208.21",-0.09,1.27,"1,208.21",-0.09,1.27,"1,208.21",-0.09,1.27
US High-Yield Market Capped Index,426.53,-0.08,1.24,426.53,-0.08,1.24,426.53,-0.08,1.24
US High-Yield Cash Pay Capped Index,422.34,-0.08,1.25,422.34,-0.08,1.25,422.34,-0.08,1.25
LATAM Government Bond Index (LATAMGBI),229.64,0.26,1.04,103.78,0.96,2.95,149.19,0.26,0.92
Euro Broad Investment-Grade Bond Index (EuroBIG),251.69,-0.44,-0.09,242.89,0.32,0.59,295.11,-0.43,-0.06
EMU Government Bond Index (EGBI),257.37,-0.58,-0.29,248.38,0.17,0.39,301.28,-0.58,-0.26
Eurodollar Bond Index,471.54,-0.40,-0.25,471.54,-0.40,-0.25,471.54,-0.40,-0.25
Eurosterling Bond Index,581.48,-0.09,0.70,491.22,-0.23,0.60,511.40,-0.09,0.72
Euroyen Bond Index,187.62,0.04,0.01,164.34,-0.17,-0.30,374.14,0.04,0.03
CEEMEA Government Bond Index (CEEMEAGBI),180.41,0.03,0.23,94.24,0.67,1.42,130.88,0.03,0.16
Middle East and North Africa Broad Bond Index (MENABBI),174.09,0.11,0.88,174.09,0.11,0.88,174.09,0.11,0.88
Asian Government Bond Index (AGBI),195.29,0.09,-0.05,168.82,0.34,0.36,168.97,0.08,-0.10
Asian Government Extended Bond Index (AGBI-Extended),185.61,0.06,-0.03,193.89,0.24,0.17,145.79,0.06,-0.09
AsiaPac Government Bond Index (APGBI),198.20,0.09,-0.04,165.82,0.39,0.43,166.90,0.09,-0.08
Asian Broad Bond Index (ABBI),225.49,-0.03,0.01,225.49,-0.03,0.01,225.49,-0.03,0.01
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.58,-0.01,0.06,143.48,0.22,0.34,129.94,-0.02,-0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.50,-0.01,0.06,143.40,0.22,0.34,129.87,-0.02,-0.01
Dim Sum (Offshore CNY) Bond Index,148.50,0.07,0.04,154.23,0.51,0.68,118.26,0.06,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),324.48,0.11,-0.03,387.09,0.76,0.99,207.53,0.11,-0.02
Emerging Markets Government Bond Index (EMGBI),253.46,0.02,0.06,140.32,0.36,0.62,160.71,0.01,-0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),444.85,0.44,1.17,152.89,1.42,2.73,196.45,0.43,1.01
Emerging Markets US Dollar Government Bond Index EMUSDGBI),934.69,0.34,1.84,934.69,0.34,1.84,934.69,0.34,1.84
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,000.57",0.33,1.66,"1,000.57",0.33,1.66,"1,000.57",0.33,1.66
Debt Capacity World Government Bond Index (DCWGBI),187.12,-0.29,-0.19,176.54,0.09,0.30,198.86,-0.29,-0.18
Time-Weighted US Fallen Angel Bond Index,848.24,-0.04,1.02,848.24,-0.04,1.02,848.24,-0.04,1.02
