,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.60,0.06,0.00,245.21,0.28,0.19,280.99,0.06,0.03
World Government Bond Index (WGBI),811.35,-0.01,-0.08,"1,029.74",0.27,0.13,965.27,-0.01,-0.05
World Government Bond Index - Developed Markets (WGBI  DM),807.44,-0.01,-0.09,"1,030.68",0.26,0.11,968.73,-0.01,-0.05
World Government Bond Index - Extended (WGBI Extended),817.87,-0.00,-0.06,"1,038.10",0.25,0.15,963.60,-0.00,-0.04
World Inflation-Linked Securities Index (WorldILSI),212.36,0.50,-1.27,181.97,0.99,-0.80,215.18,0.49,-1.25
US Broad Investment-Grade Bond Index (USBIG),"1,944.16",0.23,-0.12,"1,944.16",0.23,-0.12,"1,944.16",0.23,-0.12
US Treasury Index,"1,673.74",0.21,-0.29,"1,673.74",0.21,-0.29,"1,673.74",0.21,-0.29
US High-Yield Market Index,"1,234.17",0.23,1.29,"1,234.17",0.23,1.29,"1,234.17",0.23,1.29
US High-Yield Cash Pay Index,"1,208.68",0.24,1.31,"1,208.68",0.24,1.31,"1,208.68",0.24,1.31
US High-Yield Market Capped Index,426.67,0.23,1.27,426.67,0.23,1.27,426.67,0.23,1.27
US High-Yield Cash Pay Capped Index,422.51,0.24,1.29,422.51,0.24,1.29,422.51,0.24,1.29
LATAM Government Bond Index (LATAMGBI),229.73,-0.08,1.08,102.89,0.72,2.06,149.02,-0.09,0.81
Euro Broad Investment-Grade Bond Index (EuroBIG),252.13,-0.21,0.08,242.77,0.28,0.53,295.74,-0.20,0.15
EMU Government Bond Index (EGBI),257.97,-0.31,-0.06,248.39,0.19,0.39,302.09,-0.30,0.01
Eurodollar Bond Index,472.62,0.19,-0.03,472.62,0.19,-0.03,472.62,0.19,-0.03
Eurosterling Bond Index,578.90,-0.20,0.26,493.29,0.68,1.03,509.25,-0.19,0.30
Euroyen Bond Index,187.70,0.02,0.05,164.64,0.10,-0.12,374.35,0.02,0.09
CEEMEA Government Bond Index (CEEMEAGBI),179.91,0.12,-0.05,93.22,0.77,0.32,130.43,0.12,-0.19
Middle East and North Africa Broad Bond Index (MENABBI),174.79,0.04,1.29,174.79,0.04,1.29,174.79,0.04,1.29
Asian Government Bond Index (AGBI),195.57,0.05,0.10,168.67,0.09,0.27,169.13,0.04,-0.00
Asian Government Extended Bond Index (AGBI-Extended),185.91,0.03,0.12,193.47,0.10,-0.05,145.94,0.02,0.02
AsiaPac Government Bond Index (APGBI),198.55,0.04,0.14,165.84,0.19,0.44,167.13,0.04,0.05
Asian Broad Bond Index (ABBI),226.15,0.03,0.31,226.15,0.03,0.31,226.15,0.03,0.31
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.80,-0.01,0.21,143.37,-0.07,0.26,130.03,-0.02,0.07
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.72,-0.01,0.21,143.29,-0.07,0.26,129.96,-0.02,0.06
Dim Sum (Offshore CNY) Bond Index,148.57,-0.01,0.09,153.26,-0.02,0.05,118.24,-0.02,-0.04
Australian Broad Investment-Grade Bond Index (AusBIG),325.63,-0.08,0.33,389.93,0.85,1.73,208.30,-0.07,0.36
Emerging Markets Government Bond Index (EMGBI),253.66,-0.01,0.14,139.92,0.17,0.33,160.71,-0.02,-0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.19,-0.09,1.47,149.73,0.36,0.61,196.65,-0.12,1.11
Emerging Markets US Dollar Government Bond Index EMUSDGBI),934.45,0.02,1.82,934.45,0.02,1.82,934.45,0.02,1.82
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),998.70,-0.00,1.47,998.70,-0.00,1.47,998.70,-0.00,1.47
Debt Capacity World Government Bond Index (DCWGBI),187.43,-0.04,-0.03,176.71,0.40,0.40,199.21,-0.04,-0.01
Time-Weighted US Fallen Angel Bond Index,848.71,0.21,1.07,848.71,0.21,1.07,848.71,0.21,1.07
