,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.37,0.02,-0.49,243.84,-0.02,-0.37,279.66,0.03,-0.45
World Government Bond Index (WGBI),805.88,0.01,-0.76,"1,021.54",-0.03,-0.66,958.94,0.01,-0.71
World Government Bond Index - Developed Markets (WGBI  DM),801.96,0.01,-0.76,"1,022.25",-0.04,-0.70,962.37,0.01,-0.71
World Government Bond Index - Extended (WGBI Extended),812.84,0.01,-0.68,"1,030.44",-0.03,-0.59,957.79,0.01,-0.65
World Inflation-Linked Securities Index (WorldILSI),211.75,0.06,-1.55,181.86,0.06,-0.85,214.55,0.06,-1.54
US Broad Investment-Grade Bond Index (USBIG),"1,940.46",0.03,-0.31,"1,940.46",0.03,-0.31,"1,940.46",0.03,-0.31
US Treasury Index,"1,668.27",-0.03,-0.62,"1,668.27",-0.03,-0.62,"1,668.27",-0.03,-0.62
US High-Yield Market Index,"1,243.11",0.06,2.03,"1,243.11",0.06,2.03,"1,243.11",0.06,2.03
US High-Yield Cash Pay Index,"1,217.51",0.06,2.05,"1,217.51",0.06,2.05,"1,217.51",0.06,2.05
US High-Yield Market Capped Index,429.73,0.06,2.00,429.73,0.06,2.00,429.73,0.06,2.00
US High-Yield Cash Pay Capped Index,425.56,0.06,2.02,425.56,0.06,2.02,425.56,0.06,2.02
LATAM Government Bond Index (LATAMGBI),229.90,0.17,1.15,103.85,0.50,3.01,148.82,0.15,0.67
Euro Broad Investment-Grade Bond Index (EuroBIG),249.97,0.03,-0.78,240.46,-0.17,-0.42,293.35,0.04,-0.65
EMU Government Bond Index (EGBI),255.28,0.07,-1.10,245.57,-0.13,-0.75,299.09,0.07,-0.98
Eurodollar Bond Index,472.16,0.01,-0.12,472.16,0.01,-0.12,472.16,0.01,-0.12
Eurosterling Bond Index,571.15,0.01,-1.08,490.10,0.06,0.37,502.49,0.01,-1.03
Euroyen Bond Index,187.53,0.00,-0.04,163.03,0.11,-1.10,374.12,0.01,0.03
CEEMEA Government Bond Index (CEEMEAGBI),179.98,0.03,-0.01,94.34,-0.44,1.52,130.27,0.01,-0.31
Middle East and North Africa Broad Bond Index (MENABBI),174.49,-0.10,1.11,174.49,-0.10,1.11,174.49,-0.10,1.11
Asian Government Bond Index (AGBI),195.82,0.02,0.22,168.81,0.01,0.35,169.22,0.02,0.04
Asian Government Extended Bond Index (AGBI-Extended),185.85,0.00,0.09,194.24,0.10,0.35,145.77,-0.01,-0.10
AsiaPac Government Bond Index (APGBI),198.75,0.02,0.24,166.03,-0.00,0.56,167.18,0.02,0.09
Asian Broad Bond Index (ABBI),225.77,-0.00,0.14,225.77,-0.00,0.14,225.77,-0.00,0.14
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),151.26,0.04,0.51,143.72,0.06,0.51,130.28,0.04,0.26
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.18,0.04,0.52,143.65,0.06,0.52,130.22,0.04,0.26
Dim Sum (Offshore CNY) Bond Index,148.70,-0.01,0.17,153.49,-0.04,0.20,118.24,-0.02,-0.04
Australian Broad Investment-Grade Bond Index (AusBIG),325.56,0.01,0.31,392.12,-0.09,2.30,208.29,0.01,0.35
Emerging Markets Government Bond Index (EMGBI),254.39,0.06,0.43,140.78,-0.01,0.95,160.96,0.05,0.14
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.68,0.13,1.59,154.03,-0.01,3.50,196.52,0.10,1.05
Emerging Markets US Dollar Government Bond Index EMUSDGBI),930.93,-0.04,1.43,930.93,-0.04,1.43,930.93,-0.04,1.43
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),995.74,-0.03,1.17,995.74,-0.03,1.17,995.74,-0.03,1.17
Debt Capacity World Government Bond Index (DCWGBI),186.12,0.02,-0.73,175.55,0.01,-0.26,197.84,0.02,-0.70
Time-Weighted US Fallen Angel Bond Index,854.87,0.12,1.81,854.87,0.12,1.81,854.87,0.12,1.81
