,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.81,-0.10,0.08,245.06,-0.13,0.13,281.21,-0.10,0.11
World Government Bond Index (WGBI),812.34,-0.10,0.04,"1,029.19",-0.14,0.08,966.41,-0.09,0.07
World Government Bond Index - Developed Markets (WGBI  DM),808.43,-0.10,0.04,"1,030.22",-0.13,0.07,969.88,-0.09,0.07
World Government Bond Index - Extended (WGBI Extended),818.73,-0.08,0.04,"1,037.59",-0.12,0.10,964.59,-0.08,0.06
World Inflation-Linked Securities Index (WorldILSI),212.64,-1.05,-1.14,181.49,-1.10,-1.05,215.47,-1.05,-1.12
US Broad Investment-Grade Bond Index (USBIG),"1,943.91",-0.12,-0.13,"1,943.91",-0.12,-0.13,"1,943.91",-0.12,-0.13
US Treasury Index,"1,673.77",-0.09,-0.29,"1,673.77",-0.09,-0.29,"1,673.77",-0.09,-0.29
US High-Yield Market Index,"1,230.97",-0.14,1.03,"1,230.97",-0.14,1.03,"1,230.97",-0.14,1.03
US High-Yield Cash Pay Index,"1,205.44",-0.14,1.04,"1,205.44",-0.14,1.04,"1,205.44",-0.14,1.04
US High-Yield Market Capped Index,425.58,-0.14,1.01,425.58,-0.14,1.01,425.58,-0.14,1.01
US High-Yield Cash Pay Capped Index,421.39,-0.14,1.02,421.39,-0.14,1.02,421.39,-0.14,1.02
LATAM Government Bond Index (LATAMGBI),230.35,-0.20,1.35,102.83,-0.99,2.00,149.48,-0.23,1.12
Euro Broad Investment-Grade Bond Index (EuroBIG),252.86,-0.08,0.37,242.75,-0.10,0.53,296.56,-0.07,0.43
EMU Government Bond Index (EGBI),258.92,-0.11,0.31,248.57,-0.12,0.47,303.18,-0.10,0.37
Eurodollar Bond Index,473.10,-0.19,0.08,473.10,-0.19,0.08,473.10,-0.19,0.08
Eurosterling Bond Index,580.98,-0.17,0.62,491.48,-0.13,0.66,511.04,-0.17,0.65
Euroyen Bond Index,187.64,0.01,0.02,164.63,-0.12,-0.13,374.22,0.01,0.05
CEEMEA Government Bond Index (CEEMEAGBI),180.16,-0.11,0.09,93.09,-0.38,0.17,130.62,-0.11,-0.05
Middle East and North Africa Broad Bond Index (MENABBI),175.07,0.16,1.45,175.07,0.16,1.45,175.07,0.16,1.45
Asian Government Bond Index (AGBI),195.45,0.06,0.03,168.61,0.03,0.23,169.05,0.05,-0.06
Asian Government Extended Bond Index (AGBI-Extended),185.80,0.05,0.07,193.53,-0.01,-0.01,145.88,0.04,-0.03
AsiaPac Government Bond Index (APGBI),198.41,0.05,0.07,165.57,0.04,0.27,167.02,0.05,-0.01
Asian Broad Bond Index (ABBI),226.40,0.01,0.41,226.40,0.01,0.41,226.40,0.01,0.41
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.82,0.09,0.22,143.51,0.11,0.36,130.07,0.08,0.09
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.74,0.09,0.22,143.43,0.12,0.36,130.00,0.09,0.09
Dim Sum (Offshore CNY) Bond Index,148.50,0.01,0.03,153.28,0.02,0.06,118.20,0.00,-0.07
Australian Broad Investment-Grade Bond Index (AusBIG),325.88,0.14,0.40,386.31,0.19,0.78,208.44,0.15,0.43
Emerging Markets Government Bond Index (EMGBI),253.80,0.02,0.20,139.96,-0.10,0.36,160.82,0.01,0.06
Emerging Markets Inflation-Linked Securities Index (EMILSI),447.40,0.19,1.75,150.76,-0.48,1.30,197.29,0.15,1.45
Emerging Markets US Dollar Government Bond Index EMUSDGBI),937.14,0.09,2.11,937.14,0.09,2.11,937.14,0.09,2.11
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,002.25",0.05,1.83,"1,002.25",0.05,1.83,"1,002.25",0.05,1.83
Debt Capacity World Government Bond Index (DCWGBI),187.69,-0.11,0.11,176.36,-0.20,0.20,199.48,-0.11,0.13
Time-Weighted US Fallen Angel Bond Index,846.77,-0.20,0.84,846.77,-0.20,0.84,846.77,-0.20,0.84
