,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.00,-0.14,0.16,245.27,-0.17,0.21,281.39,-0.14,0.17
World Government Bond Index (WGBI),813.41,-0.14,0.17,"1,030.78",-0.18,0.24,967.54,-0.13,0.18
World Government Bond Index - Developed Markets (WGBI  DM),809.53,-0.14,0.17,"1,031.83",-0.19,0.23,971.04,-0.14,0.19
World Government Bond Index - Extended (WGBI Extended),819.70,-0.11,0.16,"1,038.95",-0.16,0.23,965.65,-0.11,0.17
World Inflation-Linked Securities Index (WorldILSI),215.63,-0.12,0.25,184.01,-0.07,0.32,218.48,-0.12,0.26
US Broad Investment-Grade Bond Index (USBIG),"1,946.26",-0.39,-0.01,"1,946.26",-0.39,-0.01,"1,946.26",-0.39,-0.01
US Treasury Index,"1,677.29",-0.57,-0.08,"1,677.29",-0.57,-0.08,"1,677.29",-0.57,-0.08
US High-Yield Market Index,"1,227.22",0.25,0.72,"1,227.22",0.25,0.72,"1,227.22",0.25,0.72
US High-Yield Cash Pay Index,"1,201.76",0.26,0.73,"1,201.76",0.26,0.73,"1,201.76",0.26,0.73
US High-Yield Market Capped Index,424.29,0.25,0.70,424.29,0.25,0.70,424.29,0.25,0.70
US High-Yield Cash Pay Capped Index,420.10,0.25,0.72,420.10,0.25,0.72,420.10,0.25,0.72
LATAM Government Bond Index (LATAMGBI),229.09,0.03,0.80,102.19,0.49,1.37,148.86,-0.02,0.70
Euro Broad Investment-Grade Bond Index (EuroBIG),252.89,0.12,0.38,242.71,0.04,0.51,296.49,0.14,0.41
EMU Government Bond Index (EGBI),259.10,0.16,0.38,248.67,0.08,0.51,303.28,0.18,0.41
Eurodollar Bond Index,473.80,-0.27,0.22,473.80,-0.27,0.22,473.80,-0.27,0.22
Eurosterling Bond Index,581.15,0.39,0.65,491.67,0.52,0.69,511.10,0.40,0.66
Euroyen Bond Index,187.64,0.03,0.02,165.00,-0.18,0.10,374.15,0.03,0.03
CEEMEA Government Bond Index (CEEMEAGBI),180.27,0.28,0.15,93.41,0.46,0.52,130.80,0.25,0.10
Middle East and North Africa Broad Bond Index (MENABBI),173.91,-0.31,0.78,173.91,-0.31,0.78,173.91,-0.31,0.78
Asian Government Bond Index (AGBI),195.33,0.16,-0.03,168.15,0.06,-0.04,169.03,0.14,-0.07
Asian Government Extended Bond Index (AGBI-Extended),185.66,0.11,-0.01,193.37,-0.05,-0.10,145.84,0.09,-0.05
AsiaPac Government Bond Index (APGBI),198.33,0.18,0.03,165.02,0.13,-0.06,167.03,0.16,-0.01
Asian Broad Bond Index (ABBI),225.64,0.03,0.08,225.64,0.03,0.08,225.64,0.03,0.08
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.66,0.19,0.11,143.14,0.15,0.11,130.03,0.16,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.57,0.19,0.11,143.07,0.15,0.11,129.96,0.16,0.06
Dim Sum (Offshore CNY) Bond Index,148.59,0.02,0.10,153.39,0.06,0.13,118.35,-0.00,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),325.58,0.27,0.31,382.06,0.68,-0.33,208.22,0.27,0.32
Emerging Markets Government Bond Index (EMGBI),253.51,0.16,0.08,139.66,0.22,0.14,160.77,0.13,0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),443.05,0.17,0.76,149.73,0.39,0.61,195.71,0.10,0.63
Emerging Markets US Dollar Government Bond Index EMUSDGBI),928.98,-0.08,1.22,928.98,-0.08,1.22,928.98,-0.08,1.22
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),994.96,-0.08,1.09,994.96,-0.08,1.09,994.96,-0.08,1.09
Debt Capacity World Government Bond Index (DCWGBI),187.89,-0.04,0.22,176.53,-0.01,0.30,199.68,-0.03,0.23
Time-Weighted US Fallen Angel Bond Index,843.98,0.19,0.51,843.98,0.19,0.51,843.98,0.19,0.51
