,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.60,0.05,0.00,245.35,-0.01,0.25,280.93,0.05,0.00
World Government Bond Index (WGBI),811.98,0.10,-0.01,"1,031.46",0.03,0.30,965.76,0.11,-0.00
World Government Bond Index - Developed Markets (WGBI  DM),808.11,0.11,-0.00,"1,032.59",0.03,0.30,969.26,0.11,0.00
World Government Bond Index - Extended (WGBI Extended),818.32,0.09,-0.01,"1,039.65",0.02,0.30,963.98,0.09,-0.00
World Inflation-Linked Securities Index (WorldILSI),215.11,0.02,0.01,184.06,-0.06,0.34,217.94,0.02,0.01
US Broad Investment-Grade Bond Index (USBIG),"1,944.60",-0.13,-0.10,"1,944.60",-0.13,-0.10,"1,944.60",-0.13,-0.10
US Treasury Index,"1,676.70",-0.11,-0.11,"1,676.70",-0.11,-0.11,"1,676.70",-0.11,-0.11
US High-Yield Market Index,"1,221.74",-0.02,0.27,"1,221.74",-0.02,0.27,"1,221.74",-0.02,0.27
US High-Yield Cash Pay Index,"1,196.34",-0.02,0.28,"1,196.34",-0.02,0.28,"1,196.34",-0.02,0.28
US High-Yield Market Capped Index,422.40,-0.03,0.26,422.40,-0.03,0.26,422.40,-0.03,0.26
US High-Yield Cash Pay Capped Index,418.22,-0.03,0.26,418.22,-0.03,0.26,418.22,-0.03,0.26
LATAM Government Bond Index (LATAMGBI),228.12,0.33,0.37,101.83,0.15,1.02,148.33,0.32,0.34
Euro Broad Investment-Grade Bond Index (EuroBIG),252.40,0.32,0.19,243.25,0.17,0.74,295.87,0.33,0.20
EMU Government Bond Index (EGBI),258.48,0.37,0.14,249.11,0.23,0.68,302.50,0.38,0.15
Eurodollar Bond Index,472.85,-0.14,0.02,472.85,-0.14,0.02,472.85,-0.14,0.02
Eurosterling Bond Index,577.58,0.22,0.03,491.29,0.14,0.62,507.90,0.22,0.04
Euroyen Bond Index,187.53,0.02,-0.04,165.62,0.02,0.48,373.90,0.02,-0.03
CEEMEA Government Bond Index (CEEMEAGBI),179.65,0.00,-0.19,93.37,-0.20,0.48,130.40,-0.01,-0.21
Middle East and North Africa Broad Bond Index (MENABBI),173.65,0.14,0.63,173.65,0.14,0.63,173.65,0.14,0.63
Asian Government Bond Index (AGBI),195.25,-0.11,-0.07,168.34,-0.13,0.07,169.00,-0.12,-0.08
Asian Government Extended Bond Index (AGBI-Extended),185.61,-0.08,-0.03,193.80,-0.12,0.13,145.85,-0.09,-0.05
AsiaPac Government Bond Index (APGBI),198.11,-0.08,-0.08,165.21,-0.17,0.06,166.88,-0.08,-0.09
Asian Broad Bond Index (ABBI),225.18,0.02,-0.12,225.18,0.02,-0.12,225.18,0.02,-0.12
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.37,-0.07,-0.07,142.83,-0.12,-0.11,129.83,-0.08,-0.09
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.29,-0.07,-0.08,142.76,-0.12,-0.11,129.76,-0.08,-0.09
Dim Sum (Offshore CNY) Bond Index,148.64,0.11,0.13,153.50,0.01,0.21,118.43,0.10,0.12
Australian Broad Investment-Grade Bond Index (AusBIG),323.72,0.18,-0.26,382.62,-0.51,-0.18,207.02,0.18,-0.26
Emerging Markets Government Bond Index (EMGBI),253.01,-0.04,-0.11,139.49,-0.17,0.02,160.52,-0.05,-0.13
Emerging Markets Inflation-Linked Securities Index (EMILSI),441.21,0.30,0.34,149.70,-0.23,0.59,195.07,0.28,0.30
Emerging Markets US Dollar Government Bond Index EMUSDGBI),924.37,0.31,0.72,924.37,0.31,0.72,924.37,0.31,0.72
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),990.62,0.27,0.65,990.62,0.27,0.65,990.62,0.27,0.65
Debt Capacity World Government Bond Index (DCWGBI),187.52,0.16,0.02,176.64,0.03,0.36,199.27,0.16,0.02
Time-Weighted US Fallen Angel Bond Index,840.88,-0.02,0.14,840.88,-0.02,0.14,840.88,-0.02,0.14
