,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.31,0.03,-0.51,243.89,0.03,-0.35,279.59,0.03,-0.47
World Government Bond Index (WGBI),805.80,0.01,-0.77,"1,021.87",-0.01,-0.63,958.82,0.02,-0.72
World Government Bond Index - Developed Markets (WGBI  DM),801.90,0.01,-0.77,"1,022.65",-0.01,-0.67,962.26,0.02,-0.72
World Government Bond Index - Extended (WGBI Extended),812.76,0.01,-0.69,"1,030.75",-0.01,-0.56,957.67,0.02,-0.66
World Inflation-Linked Securities Index (WorldILSI),211.63,0.12,-1.61,181.75,0.18,-0.92,214.43,0.12,-1.60
US Broad Investment-Grade Bond Index (USBIG),"1,939.92",0.06,-0.34,"1,939.92",0.06,-0.34,"1,939.92",0.06,-0.34
US Treasury Index,"1,668.74",0.06,-0.59,"1,668.74",0.06,-0.59,"1,668.74",0.06,-0.59
US High-Yield Market Index,"1,242.36",0.27,1.97,"1,242.36",0.27,1.97,"1,242.36",0.27,1.97
US High-Yield Cash Pay Index,"1,216.78",0.27,1.99,"1,216.78",0.27,1.99,"1,216.78",0.27,1.99
US High-Yield Market Capped Index,429.48,0.26,1.94,429.48,0.26,1.94,429.48,0.26,1.94
US High-Yield Cash Pay Capped Index,425.32,0.27,1.97,425.32,0.27,1.97,425.32,0.27,1.97
LATAM Government Bond Index (LATAMGBI),229.52,0.03,0.99,103.33,0.25,2.50,148.60,-0.03,0.52
Euro Broad Investment-Grade Bond Index (EuroBIG),249.89,-0.03,-0.81,240.87,0.06,-0.25,293.25,-0.01,-0.69
EMU Government Bond Index (EGBI),255.11,-0.05,-1.17,245.90,0.04,-0.62,298.87,-0.04,-1.05
Eurodollar Bond Index,472.13,0.13,-0.13,472.13,0.13,-0.13,472.13,0.13,-0.13
Eurosterling Bond Index,571.10,0.03,-1.09,489.81,0.11,0.31,502.44,0.04,-1.04
Euroyen Bond Index,187.52,0.01,-0.04,162.85,-0.41,-1.21,374.10,0.01,0.02
CEEMEA Government Bond Index (CEEMEAGBI),179.93,0.07,-0.04,94.75,0.49,1.97,130.26,0.03,-0.32
Middle East and North Africa Broad Bond Index (MENABBI),174.66,-0.02,1.21,174.66,-0.02,1.21,174.66,-0.02,1.21
Asian Government Bond Index (AGBI),195.77,0.03,0.20,168.79,0.05,0.34,169.19,0.00,0.03
Asian Government Extended Bond Index (AGBI-Extended),185.85,0.04,0.09,194.04,0.14,0.25,145.78,0.01,-0.09
AsiaPac Government Bond Index (APGBI),198.71,0.03,0.22,166.04,0.04,0.56,167.16,0.01,0.07
Asian Broad Bond Index (ABBI),225.78,-0.01,0.14,225.78,-0.01,0.14,225.78,-0.01,0.14
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),151.19,0.06,0.47,143.64,0.02,0.46,130.24,0.02,0.22
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.11,0.06,0.47,143.57,0.03,0.46,130.17,0.02,0.22
Dim Sum (Offshore CNY) Bond Index,148.72,0.03,0.18,153.55,0.06,0.24,118.26,0.00,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),325.54,0.03,0.30,392.47,-0.01,2.39,208.27,0.03,0.34
Emerging Markets Government Bond Index (EMGBI),254.23,0.06,0.37,140.80,0.12,0.96,160.88,0.02,0.09
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.11,0.04,1.46,154.04,0.50,3.51,196.33,-0.05,0.95
Emerging Markets US Dollar Government Bond Index EMUSDGBI),931.26,0.15,1.47,931.26,0.15,1.47,931.26,0.15,1.47
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),996.02,0.12,1.20,996.02,0.12,1.20,996.02,0.12,1.20
Debt Capacity World Government Bond Index (DCWGBI),186.09,0.01,-0.74,175.54,0.05,-0.27,197.80,0.02,-0.72
Time-Weighted US Fallen Angel Bond Index,853.86,0.22,1.69,853.86,0.22,1.69,853.86,0.22,1.69
