,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.39,0.00,-0.08,244.98,0.07,0.09,280.73,0.00,-0.07
World Government Bond Index (WGBI),810.82,0.04,-0.15,"1,029.12",0.11,0.07,964.53,0.04,-0.13
World Government Bond Index - Developed Markets (WGBI  DM),806.89,0.04,-0.15,"1,030.03",0.11,0.05,967.96,0.04,-0.13
World Government Bond Index - Extended (WGBI Extended),817.27,0.03,-0.14,"1,037.43",0.06,0.08,962.84,0.03,-0.12
World Inflation-Linked Securities Index (WorldILSI),214.95,0.17,-0.06,183.72,0.28,0.16,217.81,0.17,-0.05
US Broad Investment-Grade Bond Index (USBIG),"1,939.32",-0.05,-0.37,"1,939.32",-0.05,-0.37,"1,939.32",-0.05,-0.37
US Treasury Index,"1,668.47",-0.03,-0.60,"1,668.47",-0.03,-0.60,"1,668.47",-0.03,-0.60
US High-Yield Market Index,"1,232.30",-0.06,1.14,"1,232.30",-0.06,1.14,"1,232.30",-0.06,1.14
US High-Yield Cash Pay Index,"1,206.76",-0.06,1.15,"1,206.76",-0.06,1.15,"1,206.76",-0.06,1.15
US High-Yield Market Capped Index,426.04,-0.06,1.12,426.04,-0.06,1.12,426.04,-0.06,1.12
US High-Yield Cash Pay Capped Index,421.85,-0.06,1.13,421.85,-0.06,1.13,421.85,-0.06,1.13
LATAM Government Bond Index (LATAMGBI),230.53,0.29,1.43,103.92,0.43,3.08,149.72,0.28,1.28
Euro Broad Investment-Grade Bond Index (EuroBIG),252.51,0.08,0.23,243.08,0.25,0.67,296.11,0.09,0.28
EMU Government Bond Index (EGBI),258.48,0.13,0.14,248.83,0.30,0.57,302.61,0.14,0.18
Eurodollar Bond Index,472.02,-0.01,-0.15,472.02,-0.01,-0.15,472.02,-0.01,-0.15
Eurosterling Bond Index,581.24,0.05,0.66,491.48,0.21,0.66,511.22,0.05,0.69
Euroyen Bond Index,187.56,-0.04,-0.02,164.98,-0.02,0.08,374.03,-0.04,-0.00
CEEMEA Government Bond Index (CEEMEAGBI),180.50,-0.03,0.28,93.89,-0.00,1.03,130.92,-0.04,0.18
Middle East and North Africa Broad Bond Index (MENABBI),174.50,0.13,1.12,174.50,0.13,1.12,174.50,0.13,1.12
Asian Government Bond Index (AGBI),195.31,-0.03,-0.04,168.42,-0.39,0.12,168.97,-0.04,-0.10
Asian Government Extended Bond Index (AGBI-Extended),185.71,-0.01,0.02,193.45,-0.35,-0.05,145.85,-0.02,-0.05
AsiaPac Government Bond Index (APGBI),198.18,0.00,-0.05,165.45,-0.28,0.21,166.87,-0.00,-0.10
Asian Broad Bond Index (ABBI),226.10,0.17,0.28,226.10,0.17,0.28,226.10,0.17,0.28
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.71,0.04,0.15,143.25,-0.35,0.18,130.03,0.03,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.63,0.04,0.15,143.17,-0.35,0.18,129.96,0.03,0.06
Dim Sum (Offshore CNY) Bond Index,148.53,-0.01,0.06,153.34,0.07,0.10,118.27,-0.02,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),324.28,0.12,-0.09,387.23,0.50,1.02,207.41,0.13,-0.08
Emerging Markets Government Bond Index (EMGBI),253.72,0.04,0.17,140.11,-0.17,0.46,160.84,0.03,0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.34,0.10,1.51,152.24,-0.11,2.30,197.03,0.08,1.31
Emerging Markets US Dollar Government Bond Index EMUSDGBI),934.52,0.00,1.82,934.52,0.00,1.82,934.52,0.00,1.82
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,000.33",-0.02,1.63,"1,000.33",-0.02,1.63,"1,000.33",-0.02,1.63
Debt Capacity World Government Bond Index (DCWGBI),187.42,0.03,-0.03,176.69,0.15,0.39,199.18,0.03,-0.02
Time-Weighted US Fallen Angel Bond Index,847.99,-0.00,0.99,847.99,-0.00,0.99,847.99,-0.00,0.99
