,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.25,-0.24,-0.54,243.83,-0.26,-0.38,279.50,-0.24,-0.50
World Government Bond Index (WGBI),805.70,-0.30,-0.78,"1,021.98",-0.31,-0.62,958.63,-0.30,-0.74
World Government Bond Index - Developed Markets (WGBI  DM),801.79,-0.30,-0.78,"1,022.79",-0.32,-0.65,962.06,-0.30,-0.74
World Government Bond Index - Extended (WGBI Extended),812.65,-0.28,-0.70,"1,030.83",-0.28,-0.55,957.50,-0.28,-0.68
World Inflation-Linked Securities Index (WorldILSI),211.37,-0.52,-1.73,181.42,-0.37,-1.09,214.16,-0.53,-1.72
US Broad Investment-Grade Bond Index (USBIG),"1,938.72",-0.18,-0.40,"1,938.72",-0.18,-0.40,"1,938.72",-0.18,-0.40
US Treasury Index,"1,667.75",-0.27,-0.65,"1,667.75",-0.27,-0.65,"1,667.75",-0.27,-0.65
US High-Yield Market Index,"1,239.08",0.16,1.70,"1,239.08",0.16,1.70,"1,239.08",0.16,1.70
US High-Yield Cash Pay Index,"1,213.52",0.16,1.72,"1,213.52",0.16,1.72,"1,213.52",0.16,1.72
US High-Yield Market Capped Index,428.35,0.16,1.67,428.35,0.16,1.67,428.35,0.16,1.67
US High-Yield Cash Pay Capped Index,424.18,0.15,1.69,424.18,0.15,1.69,424.18,0.15,1.69
LATAM Government Bond Index (LATAMGBI),229.46,-0.07,0.96,103.08,0.23,2.25,148.65,-0.09,0.55
Euro Broad Investment-Grade Bond Index (EuroBIG),249.97,-0.38,-0.78,240.72,-0.51,-0.31,293.29,-0.37,-0.68
EMU Government Bond Index (EGBI),255.25,-0.45,-1.11,245.80,-0.58,-0.65,298.98,-0.45,-1.02
Eurodollar Bond Index,471.51,-0.21,-0.26,471.51,-0.21,-0.26,471.51,-0.21,-0.26
Eurosterling Bond Index,570.92,-0.23,-1.12,489.25,0.22,0.20,502.23,-0.24,-1.08
Euroyen Bond Index,187.51,-0.02,-0.05,163.52,-0.10,-0.80,374.04,-0.02,0.00
CEEMEA Government Bond Index (CEEMEAGBI),179.81,0.01,-0.11,94.28,0.66,1.46,130.22,-0.00,-0.35
Middle East and North Africa Broad Bond Index (MENABBI),174.70,-0.05,1.24,174.70,-0.05,1.24,174.70,-0.05,1.24
Asian Government Bond Index (AGBI),195.72,-0.05,0.17,168.71,0.13,0.29,169.18,-0.05,0.02
Asian Government Extended Bond Index (AGBI-Extended),185.77,-0.08,0.05,193.78,0.14,0.11,145.77,-0.09,-0.10
AsiaPac Government Bond Index (APGBI),198.65,-0.05,0.19,165.98,0.16,0.52,167.14,-0.06,0.06
Asian Broad Bond Index (ABBI),225.79,-0.03,0.15,225.79,-0.03,0.15,225.79,-0.03,0.15
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),151.10,0.11,0.41,143.61,0.15,0.43,130.21,0.10,0.20
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.02,0.11,0.41,143.53,0.15,0.43,130.14,0.10,0.20
Dim Sum (Offshore CNY) Bond Index,148.67,0.03,0.15,153.46,0.09,0.18,118.25,0.03,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),325.44,-0.03,0.27,392.52,0.51,2.40,208.20,-0.03,0.31
Emerging Markets Government Bond Index (EMGBI),254.08,0.06,0.31,140.64,0.31,0.84,160.85,0.05,0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),445.94,0.06,1.42,153.28,1.07,2.99,196.43,0.06,1.00
Emerging Markets US Dollar Government Bond Index EMUSDGBI),929.85,0.11,1.31,929.85,0.11,1.31,929.85,0.11,1.31
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),994.81,0.08,1.07,994.81,0.08,1.07,994.81,0.08,1.07
Debt Capacity World Government Bond Index (DCWGBI),186.06,-0.29,-0.76,175.44,-0.24,-0.32,197.77,-0.29,-0.73
Time-Weighted US Fallen Angel Bond Index,852.02,0.27,1.47,852.02,0.27,1.47,852.02,0.27,1.47
