,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.75,-0.36,-0.34,243.89,-0.48,-0.35,280.06,-0.36,-0.30
World Government Bond Index (WGBI),807.97,-0.48,-0.50,"1,022.83",-0.64,-0.54,961.33,-0.48,-0.46
World Government Bond Index - Developed Markets (WGBI  DM),804.05,-0.48,-0.50,"1,023.65",-0.65,-0.57,964.76,-0.48,-0.46
World Government Bond Index - Extended (WGBI Extended),814.80,-0.44,-0.44,"1,031.58",-0.58,-0.48,960.04,-0.44,-0.41
World Inflation-Linked Securities Index (WorldILSI),211.49,-0.53,-1.67,180.52,-0.55,-1.59,214.33,-0.53,-1.64
US Broad Investment-Grade Bond Index (USBIG),"1,939.36",-0.23,-0.37,"1,939.36",-0.23,-0.37,"1,939.36",-0.23,-0.37
US Treasury Index,"1,668.77",-0.37,-0.59,"1,668.77",-0.37,-0.59,"1,668.77",-0.37,-0.59
US High-Yield Market Index,"1,235.10",0.31,1.37,"1,235.10",0.31,1.37,"1,235.10",0.31,1.37
US High-Yield Cash Pay Index,"1,209.67",0.31,1.40,"1,209.67",0.31,1.40,"1,209.67",0.31,1.40
US High-Yield Market Capped Index,427.00,0.30,1.35,427.00,0.30,1.35,427.00,0.30,1.35
US High-Yield Cash Pay Capped Index,422.86,0.31,1.38,422.86,0.31,1.38,422.86,0.31,1.38
LATAM Government Bond Index (LATAMGBI),230.02,0.01,1.21,102.89,-0.09,2.06,149.09,-0.01,0.85
Euro Broad Investment-Grade Bond Index (EuroBIG),251.17,-0.54,-0.30,240.90,-0.78,-0.24,294.68,-0.53,-0.20
EMU Government Bond Index (EGBI),256.75,-0.67,-0.53,246.24,-0.91,-0.47,300.73,-0.67,-0.44
Eurodollar Bond Index,471.79,-0.14,-0.20,471.79,-0.14,-0.20,471.79,-0.14,-0.20
Eurosterling Bond Index,573.13,-0.80,-0.74,484.75,-0.71,-0.72,504.23,-0.79,-0.69
Euroyen Bond Index,187.64,-0.04,0.02,164.09,-0.65,-0.45,374.28,-0.04,0.07
CEEMEA Government Bond Index (CEEMEAGBI),180.01,-0.14,0.01,93.42,0.57,0.54,130.42,-0.20,-0.20
Middle East and North Africa Broad Bond Index (MENABBI),174.87,0.09,1.33,174.87,0.09,1.33,174.87,0.09,1.33
Asian Government Bond Index (AGBI),195.82,0.01,0.22,168.54,0.08,0.19,169.29,0.00,0.09
Asian Government Extended Bond Index (AGBI-Extended),186.01,-0.02,0.18,193.58,0.13,0.01,145.98,-0.03,0.04
AsiaPac Government Bond Index (APGBI),198.74,-0.03,0.23,165.53,0.08,0.25,167.23,-0.04,0.12
Asian Broad Bond Index (ABBI),225.91,-0.24,0.20,225.91,-0.24,0.20,225.91,-0.24,0.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.87,0.01,0.25,143.38,0.13,0.27,130.03,-0.00,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.79,0.01,0.25,143.30,0.13,0.27,129.96,-0.00,0.06
Dim Sum (Offshore CNY) Bond Index,148.65,0.01,0.14,153.30,0.08,0.08,118.26,-0.00,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),325.28,-0.28,0.22,386.42,0.07,0.81,208.08,-0.28,0.25
Emerging Markets Government Bond Index (EMGBI),253.89,-0.01,0.23,140.13,0.24,0.48,160.77,-0.03,0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.05,-0.01,1.44,151.03,1.96,1.48,196.50,0.05,1.04
Emerging Markets US Dollar Government Bond Index EMUSDGBI),929.40,-0.06,1.26,929.40,-0.06,1.26,929.40,-0.06,1.26
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),994.37,-0.10,1.03,994.37,-0.10,1.03,994.37,-0.10,1.03
Debt Capacity World Government Bond Index (DCWGBI),186.64,-0.48,-0.45,175.38,-0.56,-0.36,198.38,-0.48,-0.43
Time-Weighted US Fallen Angel Bond Index,848.02,0.24,0.99,848.02,0.24,0.99,848.02,0.24,0.99
