,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.84,0.04,-0.30,244.46,0.23,-0.12,280.16,0.04,-0.27
World Government Bond Index (WGBI),808.12,0.02,-0.48,"1,025.20",0.23,-0.31,961.51,0.02,-0.44
World Government Bond Index - Developed Markets (WGBI  DM),804.23,0.02,-0.48,"1,026.10",0.24,-0.33,964.98,0.02,-0.44
World Government Bond Index - Extended (WGBI Extended),814.93,0.02,-0.42,"1,033.75",0.21,-0.27,960.19,0.01,-0.40
World Inflation-Linked Securities Index (WorldILSI),212.48,0.47,-1.21,182.10,0.87,-0.73,215.31,0.46,-1.20
US Broad Investment-Grade Bond Index (USBIG),"1,942.30",0.15,-0.22,"1,942.30",0.15,-0.22,"1,942.30",0.15,-0.22
US Treasury Index,"1,672.20",0.21,-0.38,"1,672.20",0.21,-0.38,"1,672.20",0.21,-0.38
US High-Yield Market Index,"1,237.13",0.16,1.54,"1,237.13",0.16,1.54,"1,237.13",0.16,1.54
US High-Yield Cash Pay Index,"1,211.63",0.16,1.56,"1,211.63",0.16,1.56,"1,211.63",0.16,1.56
US High-Yield Market Capped Index,427.69,0.16,1.51,427.69,0.16,1.51,427.69,0.16,1.51
US High-Yield Cash Pay Capped Index,423.53,0.16,1.54,423.53,0.16,1.54,423.53,0.16,1.54
LATAM Government Bond Index (LATAMGBI),229.61,-0.18,1.02,102.84,-0.05,2.02,148.78,-0.21,0.65
Euro Broad Investment-Grade Bond Index (EuroBIG),250.92,-0.10,-0.40,241.95,0.44,0.20,294.39,-0.10,-0.30
EMU Government Bond Index (EGBI),256.41,-0.13,-0.66,247.25,0.41,-0.07,300.33,-0.13,-0.57
Eurodollar Bond Index,472.52,0.16,-0.05,472.52,0.16,-0.05,472.52,0.16,-0.05
Eurosterling Bond Index,572.27,-0.15,-0.89,488.19,0.71,-0.02,503.44,-0.16,-0.84
Euroyen Bond Index,187.55,-0.05,-0.03,163.68,-0.25,-0.70,374.11,-0.04,0.02
CEEMEA Government Bond Index (CEEMEAGBI),179.78,-0.13,-0.12,93.66,0.25,0.79,130.23,-0.15,-0.34
Middle East and North Africa Broad Bond Index (MENABBI),174.78,-0.05,1.28,174.78,-0.05,1.28,174.78,-0.05,1.28
Asian Government Bond Index (AGBI),195.81,-0.01,0.22,168.50,-0.02,0.17,169.27,-0.01,0.08
Asian Government Extended Bond Index (AGBI-Extended),185.93,-0.05,0.14,193.51,-0.04,-0.02,145.90,-0.05,-0.01
AsiaPac Government Bond Index (APGBI),198.75,0.01,0.24,165.71,0.11,0.36,167.24,0.00,0.12
Asian Broad Bond Index (ABBI),225.85,-0.03,0.17,225.85,-0.03,0.17,225.85,-0.03,0.17
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.94,0.05,0.30,143.40,0.01,0.29,130.08,0.04,0.10
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.86,0.05,0.30,143.32,0.01,0.29,130.01,0.04,0.10
Dim Sum (Offshore CNY) Bond Index,148.61,-0.03,0.12,153.32,0.01,0.09,118.22,-0.03,-0.05
Australian Broad Investment-Grade Bond Index (AusBIG),325.55,0.08,0.30,390.54,1.07,1.89,208.27,0.09,0.34
Emerging Markets Government Bond Index (EMGBI),253.92,0.01,0.25,140.20,0.05,0.53,160.77,0.00,0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),445.67,-0.08,1.36,151.66,0.41,1.90,196.30,-0.10,0.94
Emerging Markets US Dollar Government Bond Index EMUSDGBI),928.87,-0.06,1.21,928.87,-0.06,1.21,928.87,-0.06,1.21
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),994.03,-0.03,0.99,994.03,-0.03,0.99,994.03,-0.03,0.99
Debt Capacity World Government Bond Index (DCWGBI),186.60,-0.02,-0.47,175.87,0.28,-0.08,198.33,-0.02,-0.45
Time-Weighted US Fallen Angel Bond Index,849.69,0.20,1.19,849.69,0.20,1.19,849.69,0.20,1.19
