,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.81,0.06,-0.71,243.51,-0.00,-0.51,279.03,0.07,-0.67
World Government Bond Index (WGBI),803.52,0.03,-1.05,"1,019.38",-0.05,-0.87,956.14,0.03,-1.00
World Government Bond Index - Developed Markets (WGBI  DM),799.58,0.03,-1.06,"1,020.03",-0.05,-0.92,959.53,0.03,-1.00
World Government Bond Index - Extended (WGBI Extended),810.68,0.03,-0.94,"1,028.42",-0.06,-0.79,955.24,0.03,-0.91
World Inflation-Linked Securities Index (WorldILSI),211.18,0.24,-1.82,181.81,0.25,-0.88,213.94,0.24,-1.82
US Broad Investment-Grade Bond Index (USBIG),"1,938.27",0.16,-0.42,"1,938.27",0.16,-0.42,"1,938.27",0.16,-0.42
US Treasury Index,"1,665.98",0.17,-0.75,"1,665.98",0.17,-0.75,"1,665.98",0.17,-0.75
US High-Yield Market Index,"1,242.49",-0.01,1.98,"1,242.49",-0.01,1.98,"1,242.49",-0.01,1.98
US High-Yield Cash Pay Index,"1,216.89",-0.01,2.00,"1,216.89",-0.01,2.00,"1,216.89",-0.01,2.00
US High-Yield Market Capped Index,429.54,-0.01,1.95,429.54,-0.01,1.95,429.54,-0.01,1.95
US High-Yield Cash Pay Capped Index,425.37,-0.01,1.98,425.37,-0.01,1.98,425.37,-0.01,1.98
LATAM Government Bond Index (LATAMGBI),229.73,-0.04,1.08,104.28,0.46,3.44,148.66,-0.05,0.56
Euro Broad Investment-Grade Bond Index (EuroBIG),248.86,-0.07,-1.22,240.13,-0.24,-0.56,292.07,-0.07,-1.09
EMU Government Bond Index (EGBI),253.82,-0.11,-1.67,244.91,-0.28,-1.01,297.39,-0.10,-1.54
Eurodollar Bond Index,471.95,0.28,-0.17,471.95,0.28,-0.17,471.95,0.28,-0.17
Eurosterling Bond Index,569.87,0.32,-1.31,491.61,0.40,0.68,501.33,0.33,-1.26
Euroyen Bond Index,187.47,-0.03,-0.07,162.42,-0.22,-1.47,374.02,-0.03,-0.00
CEEMEA Government Bond Index (CEEMEAGBI),179.35,-0.14,-0.36,93.43,-0.37,0.55,129.80,-0.15,-0.67
Middle East and North Africa Broad Bond Index (MENABBI),174.99,0.27,1.40,174.99,0.27,1.40,174.99,0.27,1.40
Asian Government Bond Index (AGBI),195.84,-0.03,0.24,168.69,-0.11,0.28,169.22,-0.04,0.04
Asian Government Extended Bond Index (AGBI-Extended),185.83,-0.02,0.09,194.26,0.02,0.36,145.74,-0.03,-0.12
AsiaPac Government Bond Index (APGBI),198.72,-0.10,0.22,165.95,-0.19,0.50,167.13,-0.11,0.06
Asian Broad Bond Index (ABBI),225.65,0.03,0.08,225.65,0.03,0.08,225.65,0.03,0.08
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),151.50,0.08,0.67,143.83,-0.00,0.59,130.47,0.07,0.40
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.42,0.08,0.68,143.76,-0.00,0.59,130.40,0.07,0.40
Dim Sum (Offshore CNY) Bond Index,148.79,0.05,0.23,153.57,-0.01,0.25,118.29,0.05,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),325.13,-0.51,0.17,392.80,-0.62,2.48,208.02,-0.52,0.22
Emerging Markets Government Bond Index (EMGBI),254.47,0.05,0.46,140.61,-0.00,0.82,160.99,0.04,0.16
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.13,-0.07,1.46,153.54,0.60,3.17,196.13,-0.11,0.85
Emerging Markets US Dollar Government Bond Index EMUSDGBI),933.78,0.20,1.74,933.78,0.20,1.74,933.78,0.20,1.74
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),998.54,0.18,1.45,998.54,0.18,1.45,998.54,0.18,1.45
Debt Capacity World Government Bond Index (DCWGBI),185.55,0.01,-1.03,175.25,-0.06,-0.43,197.23,0.01,-1.00
Time-Weighted US Fallen Angel Bond Index,854.19,0.00,1.73,854.19,0.00,1.73,854.19,0.00,1.73
