,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.05,-0.08,-0.74,248.25,-0.12,-1.14,280.21,-0.08,-0.72
World Government Bond Index (WGBI),806.80,-0.09,-0.89,"1,042.46",-0.14,-1.40,959.30,-0.08,-0.86
World Government Bond Index - Developed Markets (WGBI  DM),802.62,-0.09,-0.89,"1,042.88",-0.14,-1.39,962.29,-0.08,-0.86
World Government Bond Index - Extended (WGBI Extended),813.33,-0.08,-0.85,"1,048.77",-0.13,-1.36,958.15,-0.08,-0.84
World Inflation-Linked Securities Index (WorldILSI),207.94,0.35,-0.32,181.34,0.41,-0.67,210.71,0.34,-0.31
US Broad Investment-Grade Bond Index (USBIG),"1,946.97",-0.10,-0.59,"1,946.97",-0.10,-0.59,"1,946.97",-0.10,-0.59
US Treasury Index,"1,671.01",-0.09,-0.78,"1,671.01",-0.09,-0.78,"1,671.01",-0.09,-0.78
US High-Yield Market Index,"1,235.90",-0.06,0.26,"1,235.90",-0.06,0.26,"1,235.90",-0.06,0.26
US High-Yield Cash Pay Index,"1,210.13",-0.06,0.25,"1,210.13",-0.06,0.25,"1,210.13",-0.06,0.25
US High-Yield Market Capped Index,427.52,-0.06,0.28,427.52,-0.06,0.28,427.52,-0.06,0.28
US High-Yield Cash Pay Capped Index,423.26,-0.06,0.27,423.26,-0.06,0.27,423.26,-0.06,0.27
LATAM Government Bond Index (LATAMGBI),228.94,-0.26,-1.45,106.90,-0.20,-3.14,150.01,-0.28,-1.68
Euro Broad Investment-Grade Bond Index (EuroBIG),250.92,-0.04,-0.85,250.01,-0.15,-1.72,293.80,-0.03,-0.79
EMU Government Bond Index (EGBI),256.01,-0.05,-0.93,255.08,-0.16,-1.80,299.31,-0.05,-0.86
Eurodollar Bond Index,474.37,-0.13,-0.54,474.37,-0.13,-0.54,474.37,-0.13,-0.54
Eurosterling Bond Index,572.22,-0.14,-1.41,501.26,0.08,-1.82,503.10,-0.14,-1.39
Euroyen Bond Index,187.27,-0.02,-0.08,168.34,-0.27,-1.09,373.18,-0.01,-0.05
CEEMEA Government Bond Index (CEEMEAGBI),185.33,-0.27,-1.19,100.67,-0.21,-2.89,135.23,-0.29,-1.38
Middle East and North Africa Broad Bond Index (MENABBI),174.27,-0.19,-0.60,174.27,-0.19,-0.60,174.27,-0.19,-0.60
Asian Government Bond Index (AGBI),195.02,-0.00,-0.47,167.10,-0.04,-1.10,169.46,-0.02,-0.62
Asian Government Extended Bond Index (AGBI-Extended),185.18,-0.05,-0.06,193.24,-0.13,-0.79,146.17,-0.07,-0.23
AsiaPac Government Bond Index (APGBI),198.44,-0.00,-0.61,165.12,0.03,-1.20,167.78,-0.02,-0.73
Asian Broad Bond Index (ABBI),228.91,-0.20,-1.27,228.91,-0.20,-1.27,228.91,-0.20,-1.27
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.47,0.01,0.08,140.03,0.05,0.10,129.69,-0.02,-0.16
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.39,0.01,0.08,139.96,0.05,0.10,129.62,-0.02,-0.16
Dim Sum (Offshore CNY) Bond Index,147.95,-0.00,0.10,150.71,0.09,-0.02,118.48,-0.03,-0.15
Australian Broad Investment-Grade Bond Index (AusBIG),330.78,-0.04,-1.23,401.21,0.46,-1.58,211.98,-0.05,-1.20
Emerging Markets Government Bond Index (EMGBI),254.32,-0.09,-0.41,141.39,-0.09,-1.25,162.21,-0.11,-0.62
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.23,-0.11,-0.35,159.10,-0.03,-3.62,193.30,-0.15,-0.73
Emerging Markets US Dollar Government Bond Index EMUSDGBI),942.59,-0.54,-1.98,942.59,-0.54,-1.98,942.59,-0.54,-1.98
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,011.75",-0.51,-1.85,"1,011.75",-0.51,-1.85,"1,011.75",-0.51,-1.85
Debt Capacity World Government Bond Index (DCWGBI),186.52,-0.08,-0.98,179.43,-0.11,-1.53,198.23,-0.08,-0.97
Time-Weighted US Fallen Angel Bond Index,850.77,-0.03,0.32,850.77,-0.03,0.32,850.77,-0.03,0.32
