,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.78,0.03,-0.05,251.47,-0.06,0.15,282.10,0.03,-0.05
World Government Bond Index (WGBI),813.65,0.03,-0.05,"1,059.30",-0.08,0.19,967.26,0.03,-0.04
World Government Bond Index - Developed Markets (WGBI  DM),809.46,0.03,-0.04,"1,059.60",-0.08,0.19,970.27,0.03,-0.04
World Government Bond Index - Extended (WGBI Extended),819.99,0.02,-0.04,"1,065.26",-0.08,0.19,965.91,0.02,-0.04
World Inflation-Linked Securities Index (WorldILSI),209.21,0.39,0.29,183.67,0.24,0.61,212.00,0.40,0.30
US Broad Investment-Grade Bond Index (USBIG),"1,957.01",0.02,-0.07,"1,957.01",0.02,-0.07,"1,957.01",0.02,-0.07
US Treasury Index,"1,682.88",0.01,-0.07,"1,682.88",0.01,-0.07,"1,682.88",0.01,-0.07
US High-Yield Market Index,"1,235.50",0.04,0.22,"1,235.50",0.04,0.22,"1,235.50",0.04,0.22
US High-Yield Cash Pay Index,"1,209.76",0.05,0.22,"1,209.76",0.05,0.22,"1,209.76",0.05,0.22
US High-Yield Market Capped Index,427.27,0.05,0.22,427.27,0.05,0.22,427.27,0.05,0.22
US High-Yield Cash Pay Capped Index,423.03,0.05,0.22,423.03,0.05,0.22,423.03,0.05,0.22
LATAM Government Bond Index (LATAMGBI),231.27,-0.12,-0.45,109.84,-0.18,-0.46,151.80,-0.15,-0.50
Euro Broad Investment-Grade Bond Index (EuroBIG),252.98,0.06,-0.04,255.53,-0.11,0.45,296.07,0.06,-0.02
EMU Government Bond Index (EGBI),258.40,0.08,0.00,261.01,-0.09,0.48,301.96,0.09,0.01
Eurodollar Bond Index,476.64,0.03,-0.06,476.64,0.03,-0.06,476.64,0.03,-0.06
Eurosterling Bond Index,582.41,0.23,0.35,514.71,-0.10,0.82,512.00,0.23,0.35
Euroyen Bond Index,187.23,-0.02,-0.10,170.04,-0.20,-0.09,373.02,-0.02,-0.09
CEEMEA Government Bond Index (CEEMEAGBI),187.05,0.05,-0.27,104.02,-0.15,0.34,136.68,0.02,-0.32
Middle East and North Africa Broad Bond Index (MENABBI),175.69,0.03,0.21,175.69,0.03,0.21,175.69,0.03,0.21
Asian Government Bond Index (AGBI),195.92,-0.04,-0.01,169.15,0.02,0.12,170.44,-0.06,-0.04
Asian Government Extended Bond Index (AGBI-Extended),185.53,0.01,0.13,195.17,0.04,0.20,146.64,-0.01,0.09
AsiaPac Government Bond Index (APGBI),199.45,-0.07,-0.10,167.51,-0.03,0.23,168.79,-0.08,-0.13
Asian Broad Bond Index (ABBI),231.54,0.03,-0.13,231.54,0.03,-0.13,231.54,0.03,-0.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.48,0.03,0.09,140.23,0.08,0.24,129.94,0.00,0.04
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.41,0.03,0.09,140.15,0.08,0.24,129.88,0.00,0.04
Dim Sum (Offshore CNY) Bond Index,147.89,0.06,0.07,150.83,-0.35,0.06,118.67,0.03,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),332.95,-0.17,-0.58,412.17,-0.33,1.11,213.31,-0.17,-0.58
Emerging Markets Government Bond Index (EMGBI),255.27,0.00,-0.04,143.39,0.02,0.15,163.08,-0.02,-0.09
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.70,-0.02,-0.48,164.06,0.04,-0.61,193.62,-0.06,-0.57
Emerging Markets US Dollar Government Bond Index EMUSDGBI),963.30,0.04,0.17,963.30,0.04,0.17,963.30,0.04,0.17
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,033.31",0.04,0.24,"1,033.31",0.04,0.24,"1,033.31",0.04,0.24
Debt Capacity World Government Bond Index (DCWGBI),188.23,0.03,-0.07,182.73,-0.10,0.28,200.02,0.03,-0.07
Time-Weighted US Fallen Angel Bond Index,852.50,0.04,0.52,852.50,0.04,0.52,852.50,0.04,0.52
